@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/17544392486,SCOPUS_ID:17544392486,2-s2.0-17544392486,Sporotrix schenckii: morphology and composition,Garrocho C.,Revista de biologia tropical,00347744,22,2,205-210,1974-12-01,December 1974,0,4467225,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,1
true,https://api.elsevier.com/content/abstract/scopus_id/0016250076,SCOPUS_ID:0016250076,2-s2.0-0016250076,Boris E. Bychowsky 1908-1974,Caballero y Caballero E.,Revista de biologia tropical,00347744,22,2,203,1974-12-01,December 1974,0,4282878,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,2
true,https://api.elsevier.com/content/abstract/scopus_id/0016203202,SCOPUS_ID:0016203202,2-s2.0-0016203202,"Chagas' disease and trypanosomiasis rangeli in 3 ranchs of the Departmento Francisco Morazán, Honduras.",Ponce C.,Revista de biologia tropical,00347744,22,2,289-301,1974-12-01,December 1974,4,4219636,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,3
true,https://api.elsevier.com/content/abstract/scopus_id/0016079451,SCOPUS_ID:0016079451,2-s2.0-0016079451,"Bionomics of black flies (Diptera: simuliidae) in Costa Rica. I. Species biting man, with an epidemiological summary for the Western Hemisphere.",Travis B.,Revista de biologia tropical,00347744,22,1,187-200,1974-07-01,July 1974,3,4450034,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,4
true,https://api.elsevier.com/content/abstract/scopus_id/0016077975,SCOPUS_ID:0016077975,2-s2.0-0016077975,Clark P. Read 1921-1973,Zeledón R.,Revista de biologia tropical,00347744,22,1,3-4,1974-07-01,July 1974,0,4615345,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,5
