@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,dc:description,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0028975369,SCOPUS_ID:0028975369,2-s2.0-0028975369,Facultative sex allocation by workers and the evolution of polyandry by queens in social Hymenoptera,Ratnieks F.,American Naturalist,00030147,145,6,969-993,1995-01-01,1995,10.1086/285779,63,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,76,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975338,SCOPUS_ID:0028975338,2-s2.0-0028975338,"Relative parental expenditure, potential reproductive rates, and the control of sexual selection in katydids",Simmons L.,American Naturalist,00030147,145,5,797-808,1995-01-01,1995,10.1086/285768,45,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,77,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975336,SCOPUS_ID:0028975336,2-s2.0-0028975336,Food perishability and inventory management: A comparison of three caching strategies,Gendron R.P.,American Naturalist,00030147,145,6,948-968,1995-01-01,1995,10.1086/285778,50,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,78,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975273,SCOPUS_ID:0028975273,2-s2.0-0028975273,Neighborhood models of clonal growth in the white clover Trifolium repens,Cain M.L.,American Naturalist,00030147,145,6,888-917,1995-01-01,1995,10.1086/285775,65,Journal,ar,Article,100,4,4,12604,undefined,0,FALSE,79,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975264,SCOPUS_ID:0028975264,2-s2.0-0028975264,Flower size-dependent variation in seed size: Theory and a test,Sakai S.,American Naturalist,00030147,145,6,918-934,1995-01-01,1995,10.1086/285776,35,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,80,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975165,SCOPUS_ID:0028975165,2-s2.0-0028975165,"Competition, herbivory, and enrichment: Nutrient-based models for edible and inedible plants",Grover J.,American Naturalist,00030147,145,5,746-774,1995-01-01,1995,10.1086/285766,117,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,81,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975146,SCOPUS_ID:0028975146,2-s2.0-0028975146,Chemicl alarm signals: Predator deterrents or predator attractants?,Mathis A.,American Naturalist,00030147,145,6,994-1005,1995-01-01,1995,10.1086/285780,102,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,82,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028974976,SCOPUS_ID:0028974976,2-s2.0-0028974976,Phenotypic plasticity as a product of selection in a variable environment,de Jong G.,American Naturalist,00030147,145,4,493-512,1995-01-01,1995,10.1086/285752,242,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,83,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028974969,SCOPUS_ID:0028974969,2-s2.0-0028974969,Variation in male mating success on leks,Mackenzie A.,American Naturalist,00030147,145,4,633-652,1995-01-01,1995,10.1086/285759,69,Journal,ar,Article,100,4,4,12604,undefined,0,FALSE,84,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028974957,SCOPUS_ID:0028974957,2-s2.0-0028974957,Neotropical plant reproductive strategies and fossil pollen representation,Bush M.,American Naturalist,00030147,145,4,594-609,1995-01-01,1995,10.1086/285757,52,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,85,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028974636,SCOPUS_ID:0028974636,2-s2.0-0028974636,Testing a metapopulation model of coexistence in the insect community on ragwort (Senecio jacobaea),Harrison S.,American Naturalist,00030147,145,4,546-562,1995-01-01,1995,10.1086/285755,66,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,86,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028974626,SCOPUS_ID:0028974626,2-s2.0-0028974626,Survival patterns and mortality sources of herbivorous insects: Some demographic trends,Cornell H.,American Naturalist,00030147,145,4,563-593,1995-01-01,1995,10.1086/285756,171,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,87,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028974618,SCOPUS_ID:0028974618,2-s2.0-0028974618,Colony size as a buffer against seasonality: Bergmann's rule in social insects,Kaspari M.,American Naturalist,00030147,145,4,610-632,1995-01-01,1995,10.1086/285758,183,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,88,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028974583,SCOPUS_ID:0028974583,2-s2.0-0028974583,Multilevel selection in natural populations of Impatiens capensis,Stevens L.,American Naturalist,00030147,145,4,513-526,1995-01-01,1995,10.1086/285753,69,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,89,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028974555,SCOPUS_ID:0028974555,2-s2.0-0028974555,Co-occurrence of morphologically similar species of stream fishes,Winston M.,American Naturalist,00030147,145,4,527-545,1995-01-01,1995,10.1086/285754,49,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,90,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028973922,SCOPUS_ID:0028973922,2-s2.0-0028973922,Adaptive significance of the timing of larval releases by crabs,Morgan S.,American Naturalist,00030147,145,3,457-479,1995-01-01,1995,10.1086/285749,183,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,91,all,All Open Access,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028973866,SCOPUS_ID:0028973866,2-s2.0-0028973866,Chaos in a noisy world: New methods and evidence from time-series analysis,Ellner S.,American Naturalist,00030147,145,3,343-375,1995-01-01,1995,10.1086/285744,354,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,92,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028973862,SCOPUS_ID:0028973862,2-s2.0-0028973862,Stunted growth and stepwise die-off in animal cohorts,Scheffer M.,American Naturalist,00030147,145,3,376-388,1995-01-01,1995,10.1086/285745,14,Journal,ar,Article,100,5,5,12604,undefined,0,FALSE,93,all,All Open Access,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028973861,SCOPUS_ID:0028973861,2-s2.0-0028973861,Stumped by trees? A generalized null model for patterns of organismal diversity,Losos J.,American Naturalist,00030147,145,3,329-342,1995-01-01,1995,10.1086/285743,52,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,94,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028887582,SCOPUS_ID:0028887582,2-s2.0-0028887582,Expected population density versus productivity in ratio-dependent and prey-dependent models,Lundberg P.,American Naturalist,00030147,146,1,153-161,1995-01-01,1995,10.1086/285791,34,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,95,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028886891,SCOPUS_ID:0028886891,2-s2.0-0028886891,"A generalized model of parasitoid, venereal, and vector-based transmission processes",Antonovics J.,American Naturalist,00030147,145,5,661-675,1995-01-01,1995,10.1086/285761,141,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,96,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028885271,SCOPUS_ID:0028885271,2-s2.0-0028885271,Do primates experience sperm competition?,Brown L.,American Naturalist,00030147,146,2,302-306,1995-01-01,1995,10.1086/285800,14,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,97,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028873862,SCOPUS_ID:0028873862,2-s2.0-0028873862,"Incompatibility analysis of male hybrid sterility in two Drosophila species: Lack of evidence for maternal, cytoplasmic, or transposable element effects",Goulielmos G.,American Naturalist,00030147,145,6,1006-1014,1995-01-01,1995,10.1086/285781,7,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,98,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028873737,SCOPUS_ID:0028873737,2-s2.0-0028873737,"Parasites, worker polymorphism, and queen number in social insects",Keller L.,American Naturalist,00030147,145,5,842-847,1995-01-01,1995,10.1086/285772,25,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,99,all,All Open Access,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028873721,SCOPUS_ID:0028873721,2-s2.0-0028873721,Sex allocation in solitary bees and wasps,Frank S.,American Naturalist,00030147,146,2,316-323,1995-01-01,1995,10.1086/285802,27,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,100,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028873481,SCOPUS_ID:0028873481,2-s2.0-0028873481,Unsaturated fish communities in African rivers,Hugueny B.,American Naturalist,00030147,146,1,162-169,1995-01-01,1995,10.1086/285792,74,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,101,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028870959,SCOPUS_ID:0028870959,2-s2.0-0028870959,Relative unpalatability of leaf beetles with either biosynthesized or sequestered chemical defence,Rowell-Rahier M.,American Naturalist,00030147,49,3,709-714,1995-01-01,1995,NA,18,Journal,ar,Article,100,4,4,12604,2.4513.90,0,FALSE,102,NA,NA,"Defence of leaf beetles in the genus Oreina (Chrysomelidae, Coleoptera) is chemically diverse. Some (eg O. gloriosa) rely on the secretion of small quantities of a concentrated mixture of cardenolides that are biosynthesized de novo and stored only in special glands. Others (eg O. cacaliae) lack cardenolides but sequester pyrrolizidine alkaloid N-oxides (PAs) and store them both in their body and in their glands. The impact of the defensive secretions on the palatability of the beetles to red-winged blackbirds Agelaius phoeniceus was tested. Oreina gloriosa, with their secretion of cardenolides intact, were eaten in 55% of trials. When the secretion was physically removed, 95% of O. gloriosa were eaten. The mean handling time by the birds also decreased from 41 to 26s. The small quantity of highly concentrated secretion produced on the surface of the beetle's body thus affords substantial protection against avian predators. Oreina cacaliae, with PAs in their secretion and in their body, were eaten in only 21% of the cases. When the secretion was removed, leaving PA only in the body, the number eaten rose to 36%. Time to peck and then reject the beetles with their secretions intact was less in O. cacaliae than in O. gloriosa. PAs therefore seem to provide the beetle with better protection from the birds than do cardenolides. -from Authors",NSF,National Science Foundation
true,https://api.elsevier.com/content/abstract/scopus_id/0028870222,SCOPUS_ID:0028870222,2-s2.0-0028870222,Cross-scale patterns of particulate food acquisition in marine benthic environments,Abelson A.,American Naturalist,00030147,145,5,848-854,1995-01-01,1995,10.1086/285773,12,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,103,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028864888,SCOPUS_ID:0028864888,2-s2.0-0028864888,Speciation: Founder events and their effects on X-linked and autosomal genes,Whitlock M.,American Naturalist,00030147,145,5,676-685,1995-01-01,1995,10.1086/285762,19,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,104,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028854243,SCOPUS_ID:0028854243,2-s2.0-0028854243,Updating Gillespie with controlled chaos,Doebeli M.,American Naturalist,00030147,146,3,479-487,1995-01-01,1995,10.1086/285811,12,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,105,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028834141,SCOPUS_ID:0028834141,2-s2.0-0028834141,On the evolution of mating systems: A comment on Arnold and Duvall,Murray B.,American Naturalist,00030147,146,3,475-478,1995-01-01,1995,10.1086/285810,1,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,106,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028831769,SCOPUS_ID:0028831769,2-s2.0-0028831769,Courtship feeding in katydids (Orthoptera: Tettigoniidae): Investment in offspring and in obtaining fertilizations,Simmons L.,American Naturalist,00030147,146,2,307-315,1995-01-01,1995,10.1086/285801,21,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,107,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028814466,SCOPUS_ID:0028814466,2-s2.0-0028814466,Overestimation versus underestimation of predation risk: A reply to Bouskila et al.,Abrams P.,American Naturalist,00030147,145,6,1020-1024,1995-01-01,1995,10.1086/285783,7,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,108,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028813153,SCOPUS_ID:0028813153,2-s2.0-0028813153,The Lack clutch in a communal breeder: Lion litter size is a mixed evolutionarily stable strategy,Packer C.,American Naturalist,00030147,145,5,833-841,1995-01-01,1995,10.1086/285771,15,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,109,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028801672,SCOPUS_ID:0028801672,2-s2.0-0028801672,Fecundity and dispersal in plant populations: Implications for structure and diversity,Clark J.,American Naturalist,00030147,146,1,72-111,1995-01-01,1995,10.1086/285788,60,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,110,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028797447,SCOPUS_ID:0028797447,2-s2.0-0028797447,Parallel speciation by natural selection,Schluter D.,American Naturalist,00030147,146,2,292-301,1995-01-01,1995,10.1086/285799,328,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,111,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028796628,SCOPUS_ID:0028796628,2-s2.0-0028796628,Prey under stochastic conditions should probably overestimate predation risk: A reply to Abrams,Bouskila A.,American Naturalist,00030147,145,6,1015-1019,1995-01-01,1995,10.1086/285782,14,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,112,NA,NA,NA,NA,NA
