@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0014815059,SCOPUS_ID:0014815059,2-s2.0-0014815059,Phytochemical screening of Costa Rican plants: alkaloid analysis. IV.,Sáenz J.,Revista de biologia tropical,00347744,18,1,129-138,1970-07-01,July 1970,8,5527667,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,1
true,https://api.elsevier.com/content/abstract/scopus_id/0014815044,SCOPUS_ID:0014815044,2-s2.0-0014815044,Determination of cortisol by competitive protein binding or radiostereoassay.,Mena H.,Revista de biologia tropical,00347744,18,1,5-15,1970-07-01,July 1970,2,5527670,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,2
true,https://api.elsevier.com/content/abstract/scopus_id/0014815033,SCOPUS_ID:0014815033,2-s2.0-0014815033,"Angiostrongylus costaricensis n. sp. (Nematoda: Metastrongyloidea), a new lungworm occurring in man in Costa Rica.",Morera P.,Revista de biologia tropical,00347744,18,1,173-185,1970-07-01,July 1970,71,5527668,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,3
true,https://api.elsevier.com/content/abstract/scopus_id/0014814673,SCOPUS_ID:0014814673,2-s2.0-0014814673,Advances and new approach in the control of virus diseases in man,Hilleman M.,Revista de biologia tropical,00347744,18,1,187-215,1970-07-01,July 1970,0,5527669,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,4
true,https://api.elsevier.com/content/abstract/scopus_id/0014814669,SCOPUS_ID:0014814669,2-s2.0-0014814669,Lauro Pereira Travassos 1890-1970,Caballero y Caballero E.,Revista de biologia tropical,00347744,18,1,2-3,1970-07-01,July 1970,0,4950302,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,5
