entry_number,@_fa,affiliation-url,afid,affilname,affiliation-city,affiliation-country
2,NA,NA,NA,NA,NA,NA
2,true,https://api.elsevier.com/content/affiliation/affiliation_id/60052098,60052098,Universidad Nacional de Colombia Medellin,Medellin,Colombia
2,true,https://api.elsevier.com/content/affiliation/affiliation_id/60025028,60025028,Universidad de Salamanca,Salamanca,Spain
2,true,https://api.elsevier.com/content/affiliation/affiliation_id/60015482,60015482,CSIC - Instituto de Recursos Naturales y Agrobiologia de Salamanca (IRNASA),Salamanca,Spain
3,true,https://api.elsevier.com/content/affiliation/affiliation_id/60106657,60106657,Universidad de Santander,Bucaramanga,Colombia
3,true,https://api.elsevier.com/content/affiliation/affiliation_id/60066812,60066812,"Universidad del Valle, Cali",Cali,Colombia
3,true,https://api.elsevier.com/content/affiliation/affiliation_id/60057258,60057258,Universidad Industrial de Santander,Bucaramanga,Colombia
3,true,https://api.elsevier.com/content/affiliation/affiliation_id/60051434,60051434,Universidad del Cauca,Popayan,Colombia
3,true,https://api.elsevier.com/content/affiliation/affiliation_id/60023103,60023103,"Facultad de Ciencias Naturales y Museo, Universidad Nacional de La Plata",La Plata Provincia de Buenos Aires,Argentina
3,true,https://api.elsevier.com/content/affiliation/affiliation_id/60004518,60004518,Consejo Nacional de Investigaciones Científicas y Técnicas,Buenos Aires,Argentina
4,true,https://api.elsevier.com/content/affiliation/affiliation_id/60015438,60015438,El Colegio de la Frontera Sur,Tapachula,Mexico
4,true,https://api.elsevier.com/content/affiliation/affiliation_id/112196906,112196906,Universidad Autónoma Nuevo León,NA,United States
5,true,https://api.elsevier.com/content/affiliation/affiliation_id/60010202,60010202,Ebonyi State University,Abakaliki,Nigeria
6,true,https://api.elsevier.com/content/affiliation/affiliation_id/101632152,101632152,Centro de Investigaciones y Servicios Ambientales (ECOVIDA),Pinar del Río,Cuba
7,true,https://api.elsevier.com/content/affiliation/affiliation_id/60005618,60005618,Universidad Autónoma de Baja California,Ensenada,Mexico
7,true,https://api.elsevier.com/content/affiliation/affiliation_id/60000130,60000130,Universidad de Murcia,Murcia,Spain
8,true,https://api.elsevier.com/content/affiliation/affiliation_id/60012455,60012455,Texas A and M University at Galveston,Galveston,United States
9,true,https://api.elsevier.com/content/affiliation/affiliation_id/60030171,60030171,University of Missouri-St. Louis,St. Louis,United States
9,true,https://api.elsevier.com/content/affiliation/affiliation_id/60021918,60021918,University of Virginia,Charlottesville,United States
9,true,https://api.elsevier.com/content/affiliation/affiliation_id/112791830,112791830,Organization for Tropical Studies La Selva Biological Station,Miami,United States
10,true,https://api.elsevier.com/content/affiliation/affiliation_id/60109953,60109953,Universidad de Ciencias Médicas de La Habana,Havana,Cuba
10,true,https://api.elsevier.com/content/affiliation/affiliation_id/60108770,60108770,Universidad de Ciencias Médicas de Villa Clara,Santa Clara,Cuba
10,true,https://api.elsevier.com/content/affiliation/affiliation_id/60052951,60052951,Universidad Central de Las Villas,Santa Clara,Cuba
11,true,https://api.elsevier.com/content/affiliation/affiliation_id/60028469,60028469,Universidade Federal do Estado do Rio de Janeiro,Rio de Janeiro,Brazil
11,true,https://api.elsevier.com/content/affiliation/affiliation_id/60000036,60000036,Universidade Federal do Rio de Janeiro,Rio de Janeiro,Brazil
12,true,https://api.elsevier.com/content/affiliation/affiliation_id/60033545,60033545,Pontificia Universidad Javeriana,Bogota,Colombia
12,true,https://api.elsevier.com/content/affiliation/affiliation_id/121408770,121408770,Universidad Nacional,Bogota,Colombia
13,true,https://api.elsevier.com/content/affiliation/affiliation_id/60015760,60015760,Pontifícia Universidade Católica do Rio Grande do Sul,Porto Alegre,Brazil
14,true,https://api.elsevier.com/content/affiliation/affiliation_id/60052106,60052106,"Universidad de Los Andes, Colombia",Bogota,Colombia
14,true,https://api.elsevier.com/content/affiliation/affiliation_id/109159406,109159406,Fundación Malpelo y Otros Ecosistemas Marinos,Bogota,Colombia
15,true,https://api.elsevier.com/content/affiliation/affiliation_id/60009149,60009149,Instituto Nacional de la Nutrición Salvador Zubiran,Tlalpan,Mexico
16,true,https://api.elsevier.com/content/affiliation/affiliation_id/60064735,60064735,Universidad del Magdalena,Santa Marta,Colombia
16,true,https://api.elsevier.com/content/affiliation/affiliation_id/60055696,60055696,Universidad Nacional de Colombia,Bogota,Colombia
17,true,https://api.elsevier.com/content/affiliation/affiliation_id/60032057,60032057,Universidad Nacional de La Plata,La Plata,Argentina
18,true,https://api.elsevier.com/content/affiliation/affiliation_id/60029195,60029195,Universidad Católica del Norte,Antofagasta,Chile
18,true,https://api.elsevier.com/content/affiliation/affiliation_id/112193729,112193729,Universidad Nacional,San Cristobal,Venezuela
19,true,https://api.elsevier.com/content/affiliation/affiliation_id/60027136,60027136,Universidade Federal de Goiás,Goiania,Brazil
19,true,https://api.elsevier.com/content/affiliation/affiliation_id/60019023,60019023,Fiocruz Amazônia,Manaus,Brazil
20,true,https://api.elsevier.com/content/affiliation/affiliation_id/60052098,60052098,Universidad Nacional de Colombia Medellin,Medellin,Colombia
21,true,https://api.elsevier.com/content/affiliation/affiliation_id/60071929,60071929,Universidad de Costa Rica,San Jose,Costa Rica
22,true,https://api.elsevier.com/content/affiliation/affiliation_id/60024712,60024712,"Instituto de Ecología, A.C.",Xalapa,Mexico
22,true,https://api.elsevier.com/content/affiliation/affiliation_id/60009892,60009892,ENTRIX Inc.,Houston,United States
