@_fa,@seq,author-url,authid,authname,surname,given-name,initials,entry_number,afid.@_fa,afid.$
true,1,https://api.elsevier.com/content/author/author_id/6603672620,6603672620,Salgado-Labouriau M.L.,Salgado-Labouriau,M. L.,M.L.,1,NA,NA
true,2,https://api.elsevier.com/content/author/author_id/6603120206,6603120206,Leyden B.W.,Leyden,B. W.,B.W.,1,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/6701818106,6701818106,Bradfield G.,Bradfield,G. E.,G.E.,2,true,60010365
true,2,https://api.elsevier.com/content/author/author_id/7004116357,7004116357,Kenkel N.,Kenkel,N. C.,N.C.,2,true,60010365
true,1,https://api.elsevier.com/content/author/author_id/7005343635,7005343635,Fellers J.,Fellers,J. H.,J.H.,3,true,60103249
true,1,https://api.elsevier.com/content/author/author_id/6603672139,6603672139,Schlosser I.,Schlosser,I. J.,I.J.,4,true,101729950
true,1,https://api.elsevier.com/content/author/author_id/7201439382,7201439382,Schmitt R.,Schmitt,R. J.,R.J.,5,true,60029241
true,1,https://api.elsevier.com/content/author/author_id/7201900858,7201900858,Stevens G.,Stevens,G. C.,G.C.,6,true,60026247
true,1,https://api.elsevier.com/content/author/author_id/55723912200,55723912200,Johnson M.L.,Johnson,M. L.,M.L.,7,true,60015457
true,2,https://api.elsevier.com/content/author/author_id/7003893485,7003893485,Gaines M.S.,Gaines,M. S.,M.S.,7,true,60015457
true,1,https://api.elsevier.com/content/author/author_id/56265397900,56265397900,Andersen D.,Andersen,D. C.,D.C.,8,true,60009254
true,1,https://api.elsevier.com/content/author/author_id/7201880483,7201880483,Blake J.,Blake,J. G.,J.G.,9,true,60009875
true,2,https://api.elsevier.com/content/author/author_id/7007143768,7007143768,Karr J.,Karr,J. R.,J.R.,9,true,60009875
true,1,https://api.elsevier.com/content/author/author_id/7202288264,7202288264,Peterson S.C.,Peterson,S. C.,S.C.,10,true,60024997
true,2,https://api.elsevier.com/content/author/author_id/57225973378,57225973378,Johnson N.D.,Johnson,N. D.,N.D.,10,true,60024997
true,3,https://api.elsevier.com/content/author/author_id/6505933321,6505933321,Leguyader J.L.,Leguyader,J. L.,J.L.,10,true,60024997
true,1,https://api.elsevier.com/content/author/author_id/57204304514,57204304514,Malanson G.,Malanson,G. P.,G.P.,11,true,60024324
true,2,https://api.elsevier.com/content/author/author_id/7004214029,7004214029,Trabaud L.,Trabaud,L.,L.,11,true,60024324
true,1,https://api.elsevier.com/content/author/author_id/7402059515,7402059515,Greenberg R.,Greenberg,R.,R.,12,true,60030112
true,1,https://api.elsevier.com/content/author/author_id/6701745970,6701745970,Stemberger R.,Stemberger,R. S.,R.S.,13,true,60010756
true,2,https://api.elsevier.com/content/author/author_id/7401452165,7401452165,Gilbert J.,Gilbert,J. J.,J.J.,13,true,60010756
true,1,https://api.elsevier.com/content/author/author_id/13409526400,13409526400,Main K.,Main,K. L.,K.L.,14,true,60022812
true,1,https://api.elsevier.com/content/author/author_id/7402908118,7402908118,Webb S.,Webb,S. L.,S.L.,15,true,60006953
true,1,https://api.elsevier.com/content/author/author_id/7006373946,7006373946,Ims R.,Ims,R. A.,R.A.,16,true,60010348
true,1,https://api.elsevier.com/content/author/author_id/6603443275,6603443275,Skagen S.,Skagen,S. K.,S.K.,17,true,60015481
true,1,https://api.elsevier.com/content/author/author_id/7402535701,7402535701,Collins S.,Collins,S. L.,S.L.,18,true,60030931
true,1,https://api.elsevier.com/content/author/author_id/6701471695,6701471695,Getis A.,Getis,A.,A.,19,true,60000745
true,2,https://api.elsevier.com/content/author/author_id/35725372300,35725372300,Franklin J.,Franklin,J.,J.,19,true,60000745
true,1,https://api.elsevier.com/content/author/author_id/34975053400,34975053400,Ellison A.,Ellison,A. M.,A.M.,20,true,60007776
true,1,https://api.elsevier.com/content/author/author_id/6701321576,6701321576,Stenson J.,Stenson,J. A.E.,J.A.E.,21,true,60016437
true,1,https://api.elsevier.com/content/author/author_id/7004076643,7004076643,Mladenoff D.,Mladenoff,D. J.,D.J.,22,true,60017383
true,1,https://api.elsevier.com/content/author/author_id/34975053400,34975053400,Ellison A.,Ellison,A. M.,A.M.,23,true,60007776
true,1,https://api.elsevier.com/content/author/author_id/7403951606,7403951606,Morris D.W.,Morris,D. W.,D.W.,24,true,60019000
true,1,https://api.elsevier.com/content/author/author_id/6602842242,6602842242,Zammuto R.,Zammuto,R. M.,R.M.,25,true,60002306
true,1,https://api.elsevier.com/content/author/author_id/7102838409,7102838409,Hay M.E.,Hay,M. E.,M.E.,26,true,60025111
true,2,https://api.elsevier.com/content/author/author_id/7401544311,7401544311,Duffy J.E.,Duffy,J. E.,J.E.,26,true,60025111
true,3,https://api.elsevier.com/content/author/author_id/7101684919,7101684919,Pfister C.A.,Pfister,C. A.,C.A.,26,true,60025111
true,4,https://api.elsevier.com/content/author/author_id/7006798665,7006798665,Fenical W.,Fenical,W.,W.,26,true,60025111
