@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,1,https://api.elsevier.com/content/author/author_id/7201547672,7201547672,Strong D.R.,Strong,Donald R.,D.R.,true,60014439,1
true,2,https://api.elsevier.com/content/author/author_id/34975053400,34975053400,Ellison A.M.,Ellison,Aaron M.,A.M.,true,60007624,1
true,3,https://api.elsevier.com/content/author/author_id/7003988847,7003988847,Galen C.,Galen,Candace,C.,true,60006173,1
true,4,https://api.elsevier.com/content/author/author_id/7004234278,7004234278,Yavitt J.B.,Yavitt,Joseph B.,J.B.,true,60007776,1
true,5,https://api.elsevier.com/content/author/author_id/57209061181,57209061181,Michener W.K.,Michener,William K.,W.K.,true,60033021,1
true,6,https://api.elsevier.com/content/author/author_id/6701872280,6701872280,Lanza J.,Lanza,Janet,J.,true,60001241,1
true,1,https://api.elsevier.com/content/author/author_id/57203237959,57203237959,Schaefer J.A.,Schaefer,James A.,J.A.,true,60031024,2
true,2,https://api.elsevier.com/content/author/author_id/7004990139,7004990139,Mahoney S.P.,Mahoney,Shane P.,S.P.,true,100344481,2
true,1,https://api.elsevier.com/content/author/author_id/57206412295,57206412295,Van Kleunen M.,Van Kleunen,M.,M.,true,60012614,3
true,2,https://api.elsevier.com/content/author/author_id/57199375747,57199375747,Fisher M.,Fisher,M.,M.,true,60012614,3
true,1,https://api.elsevier.com/content/author/author_id/7402793938,7402793938,Peterson D.,Peterson,David W.,D.W.,true,60015481,4
true,2,https://api.elsevier.com/content/author/author_id/13002838000,13002838000,Peterson D.,Peterson,David L.,D.L.,true,60011347,4
true,1,https://api.elsevier.com/content/author/author_id/7003968733,7003968733,Manson R.,Manson,Robert H.,R.H.,true,60024712,5
true,2,https://api.elsevier.com/content/author/author_id/7006957295,7006957295,Ostfeld R.,Ostfeld,Richard S.,R.S.,true,60017474,5
true,3,https://api.elsevier.com/content/author/author_id/7004357945,7004357945,Canham C.,Canham,Charles D.,C.D.,true,60017474,5
true,1,https://api.elsevier.com/content/author/author_id/6603918881,6603918881,Van De Koppel J.,Van De Koppel,Johan,J.,true,60021850,6
true,2,https://api.elsevier.com/content/author/author_id/7201563427,7201563427,Herman P.M.J.,Herman,Peter M.J.,P.M.J.,true,60021850,6
true,3,https://api.elsevier.com/content/author/author_id/57199555965,57199555965,Thoolen P.,Thoolen,Pauline,P.,true,60021898,6
true,4,https://api.elsevier.com/content/author/author_id/57192439547,57192439547,Heip C.H.R.,Heip,Carlo H.R.,C.H.R.,true,60021850,6
true,1,https://api.elsevier.com/content/author/author_id/6602442573,6602442573,Choler P.,Choler,Philippe,P.,true,60210152,7
