@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,1,https://api.elsevier.com/content/author/author_id/6701356968,6701356968,Mittelbach G.,Mittelbach,Gary G.,G.G.,true,60031707,1
true,1,https://api.elsevier.com/content/author/author_id/7003530259,7003530259,Bakken G.,Bakken,G. S.,G.S.,true,60008599,2
true,2,https://api.elsevier.com/content/author/author_id/6701670274,6701670274,Buttemer W.,Buttemer,W. A.,W.A.,true,60025778,2
true,3,https://api.elsevier.com/content/author/author_id/7102401900,7102401900,Dawson W.,Dawson,W. R.,W.R.,true,60025778,2
true,4,https://api.elsevier.com/content/author/author_id/16674768800,16674768800,Gates D.,Gates,D. M.,D.M.,true,60025778,2
true,1,https://api.elsevier.com/content/author/author_id/7201644566,7201644566,Spence J.,Spence,J. R.,J.R.,true,60010365,3
true,1,https://api.elsevier.com/content/author/author_id/7006405706,7006405706,Waters T.F.,Waters,T. F.,T.F.,true,60029445,4
true,1,https://api.elsevier.com/content/author/author_id/7202735558,7202735558,Fox B.,Fox,B. J.,B.J.,true,60019544,5
true,1,https://api.elsevier.com/content/author/author_id/56881333400,56881333400,Whittam T.,Whittam,T. S.,T.S.,true,60010065,6
true,2,https://api.elsevier.com/content/author/author_id/55923551700,55923551700,Siegel-Causey D.,Siegel-Causey,D.,D.,true,60010065,6
true,1,https://api.elsevier.com/content/author/author_id/7006041101,7006041101,Messina F.,Messina,F. J.,F.J.,true,60007776,7
true,1,https://api.elsevier.com/content/author/author_id/6603833212,6603833212,Wissmar R.,Wissmar,R. C.,R.C.,true,60015481,8
true,2,https://api.elsevier.com/content/author/author_id/7006589757,7006589757,Richey J.,Richey,J. E.,J.E.,true,60015481,8
true,3,https://api.elsevier.com/content/author/author_id/7004587553,7004587553,Stallard R.,Stallard,R. F.,R.F.,true,60015481,8
true,4,https://api.elsevier.com/content/author/author_id/7103262462,7103262462,Edmond J.,Edmond,J. M.,J.M.,true,60015481,8
true,1,https://api.elsevier.com/content/author/author_id/6603064783,6603064783,Vince S.,Vince,S. W.,S.W.,true,60009611,9
true,2,https://api.elsevier.com/content/author/author_id/57203052518,57203052518,Valiela I.,Valiela,I.,I.,true,60009611,9
true,3,https://api.elsevier.com/content/author/author_id/7005968987,7005968987,Teal J.,Teal,J. M.,J.M.,true,60009611,9
true,1,https://api.elsevier.com/content/author/author_id/7103093897,7103093897,Fowler N.,Fowler,N. L.,N.L.,true,60008724,10
true,2,https://api.elsevier.com/content/author/author_id/7006001084,7006001084,Antonovics J.,Antonovics,J.,J.,true,60008724,10
true,1,https://api.elsevier.com/content/author/author_id/57203231025,57203231025,Simon C.,Simon,C.,C.,true,60026415,11
true,2,https://api.elsevier.com/content/author/author_id/7005966616,7005966616,Karban R.,Karban,R.,R.,true,60026415,11
true,3,https://api.elsevier.com/content/author/author_id/7102709605,7102709605,Lloyd M.,Lloyd,M.,M.,true,60026415,11
true,1,https://api.elsevier.com/content/author/author_id/56321694200,56321694200,Robertson J.R.,Robertson,J. R.,J.R.,true,60014439,12
true,2,https://api.elsevier.com/content/author/author_id/35246266900,35246266900,Salt G.W.,Salt,G. W.,G.W.,true,60014439,12
true,1,https://api.elsevier.com/content/author/author_id/7202687379,7202687379,Bowers M.,Bowers,M. A.,M.A.,true,60010065,13
true,2,https://api.elsevier.com/content/author/author_id/57198051588,57198051588,Porter S.,Porter,S. D.,S.D.,true,60010065,13
true,1,https://api.elsevier.com/content/author/author_id/7006838628,7006838628,Ricklefs R.,Ricklefs,R. E.,R.E.,true,60006297,14
true,2,https://api.elsevier.com/content/author/author_id/7102108712,7102108712,Cochran D.,Cochran,D.,D.,true,60006297,14
true,3,https://api.elsevier.com/content/author/author_id/6701811392,6701811392,Pianka E.,Pianka,E. R.,E.R.,true,60006297,14
true,1,https://api.elsevier.com/content/author/author_id/7004348158,7004348158,Shachak M.,Shachak,M.,M.,true,60027161,15
true,2,https://api.elsevier.com/content/author/author_id/7004636151,7004636151,Safriel U.,Safriel,U. N.,U.N.,true,60027161,15
true,3,https://api.elsevier.com/content/author/author_id/6504302280,6504302280,Hunum R.,Hunum,R.,R.,true,60027161,15
true,1,https://api.elsevier.com/content/author/author_id/7005501571,7005501571,Washburn J.O.,Washburn,J. O.,J.O.,true,60023004,16
true,2,https://api.elsevier.com/content/author/author_id/7005221868,7005221868,Cornell H.V.,Cornell,H. V.,H.V.,true,60023004,16
true,1,https://api.elsevier.com/content/author/author_id/56013663600,56013663600,Bullock S.,Bullock,S. H.,S.H.,true,60024063,17
