@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,1,https://api.elsevier.com/content/author/author_id/57199131163,57199131163,Rodriguez A.,Rodriguez,Alia,A.,true,60010818,1
true,2,https://api.elsevier.com/content/author/author_id/7102741916,7102741916,Clapp J.,Clapp,Justin Peter,J.P.,true,60010818,1
true,3,https://api.elsevier.com/content/author/author_id/7103045585,7103045585,Dodd J.,Dodd,John Charles,J.C.,true,101050040,1
true,1,https://api.elsevier.com/content/author/author_id/7201884031,7201884031,Greene D.,Greene,D. F.,D.F.,NA,NA,2
true,2,https://api.elsevier.com/content/author/author_id/7004357945,7004357945,Canham C.,Canham,C. D.,C.D.,NA,NA,2
true,3,https://api.elsevier.com/content/author/author_id/35612335600,35612335600,Coates K.,Coates,K. D.,K.D.,NA,NA,2
true,4,https://api.elsevier.com/content/author/author_id/7006611663,7006611663,LePage P.,LePage,P. T.,P.T.,true,60079205,2
true,1,https://api.elsevier.com/content/author/author_id/56105640400,56105640400,Lewis S.L.,Lewis,Simon L.,S.L.,true,60012070,3
true,2,https://api.elsevier.com/content/author/author_id/57405200800,57405200800,Phillips O.L.,Phillips,Oliver L.,O.L.,true,60012070,3
true,3,https://api.elsevier.com/content/author/author_id/7003336376,7003336376,Sheil D.,Sheil,Douglas,D.,true,60069393,3
true,4,https://api.elsevier.com/content/author/author_id/6507027437,6507027437,Vinceti B.,Vinceti,Barbara,B.,true,60027272,3
true,5,https://api.elsevier.com/content/author/author_id/7402604855,7402604855,Baker T.R.,Baker,Timothy R.,T.R.,true,60012070,3
true,6,https://api.elsevier.com/content/author/author_id/57222176833,57222176833,Brown S.,Brown,Sandra,S.,true,60013329,3
true,7,https://api.elsevier.com/content/author/author_id/7402187862,7402187862,Graham A.W.,Graham,Andrew W.,A.W.,true,60032331,3
true,8,https://api.elsevier.com/content/author/author_id/7006393638,7006393638,Higuchi N.,Higuchi,Niro,N.,true,60029159,3
true,9,https://api.elsevier.com/content/author/author_id/7005243624,7005243624,Hilbert D.W.,Hilbert,David W.,D.W.,true,60032331,3
true,10,https://api.elsevier.com/content/author/author_id/7006236509,7006236509,Laurance W.F.,Laurance,William F.,W.F.,true,60029159,3
true,11,https://api.elsevier.com/content/author/author_id/6701785169,6701785169,Lejoly J.,Lejoly,Jean,J.,true,60000145,3
true,12,https://api.elsevier.com/content/author/author_id/7004035832,7004035832,Malhi Y.,Malhi,Yadvinder,Y.,true,60027272,3
true,13,https://api.elsevier.com/content/author/author_id/7005009244,7005009244,Monteagudo A.,Monteagudo,Abel,A.,true,60071256,3
true,14,https://api.elsevier.com/content/author/author_id/6507899738,6507899738,Vargas P.N.,Vargas,Percy Núñez,P.N.,true,60071256,3
true,15,https://api.elsevier.com/content/author/author_id/6602680004,6602680004,Sonké B.,Sonké,Bonaventure,B.,true,60070928,3
true,16,https://api.elsevier.com/content/author/author_id/7801551015,7801551015,Nur Supardi M.N.,Nur Supardi,M. N.,M.N.,true,60020127,3
true,17,https://api.elsevier.com/content/author/author_id/7003885172,7003885172,Terborgh J.W.,Terborgh,John W.,J.W.,true,60008724,3
true,18,https://api.elsevier.com/content/author/author_id/8044558400,8044558400,Martínez R.V.,Martínez,Rodolfo Vásquez,R.V.,true,60120795,3
true,1,https://api.elsevier.com/content/author/author_id/7403397895,7403397895,Johnston J.A.,Johnston,Jill A.,J.A.,true,60029747,4
true,2,https://api.elsevier.com/content/author/author_id/7005414667,7005414667,Donovan L.A.,Donovan,Lisa A.,L.A.,true,60029747,4
