entry_number,@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,true,1,https://api.elsevier.com/content/author/author_id/7102156491,7102156491,Barton A.M.,Barton,Andrew M.,A.M.,true,60025778
2,true,2,https://api.elsevier.com/content/author/author_id/6603763786,6603763786,Fetcher N.,Fetcher,Ned,N.,true,60071503
2,true,3,https://api.elsevier.com/content/author/author_id/57216466902,57216466902,Redhead S.,Redhead,Steven,S.,true,60026415
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,true,1,https://api.elsevier.com/content/author/author_id/7004499393,7004499393,Coley P.D.,Coley,Phyllis D.,P.D.,true,60025488
4,true,2,https://api.elsevier.com/content/author/author_id/7004375740,7004375740,Aide T.M.,Aide,T. Mitchell,T.M.,true,60025488
5,true,1,https://api.elsevier.com/content/author/author_id/7202911635,7202911635,Olesen J.,Olesen,Jens Mogens,J.M.,true,60029616
6,true,1,https://api.elsevier.com/content/author/author_id/7102502356,7102502356,Cornelissen J.,Cornelissen,J. H.C.,J.H.C.,true,100458270
6,true,2,https://api.elsevier.com/content/author/author_id/56052285500,56052285500,Steege H.,Steege,H. Ter,H.T.,NA,NA
7,true,1,https://api.elsevier.com/content/author/author_id/16194071200,16194071200,Hamilton L.D.,Hamilton,Linda D.,L.D.,true,60016005
7,true,2,https://api.elsevier.com/content/author/author_id/7004263080,7004263080,Montgomerie R.D.,Montgomerie,Robert D.,R.D.,true,60003269
8,true,1,https://api.elsevier.com/content/author/author_id/7006680524,7006680524,Lambert F.,Lambert,Frank,F.,true,60015875
9,true,1,https://api.elsevier.com/content/author/author_id/55738362400,55738362400,Watanabe H.,Watanabe,Hiroyuki,H.,true,60011001
9,true,2,https://api.elsevier.com/content/author/author_id/7801640501,7801640501,Ruaysoongnern S.,Ruaysoongnern,Sawaeng,S.,true,60017165
10,true,1,https://api.elsevier.com/content/author/author_id/6603141703,6603141703,Kapos V.,Kapos,Valerie,V.,true,60001319
11,true,1,https://api.elsevier.com/content/author/author_id/6701395652,6701395652,Nummelin M.,Nummelin,Matti,M.,true,60002952
11,true,2,https://api.elsevier.com/content/author/author_id/35494739100,35494739100,Hanski I.,Hanski,Ilkka,I.,true,60002952
12,true,1,https://api.elsevier.com/content/author/author_id/6701690587,6701690587,Imperatriz-Fonseca V.L.,Imperatriz-Fonseca,V. L.,V.L.,true,60008088
12,true,2,https://api.elsevier.com/content/author/author_id/57037033900,57037033900,Kleinert-Giovannini A.,Kleinert-Giovannini,A.,A.,true,60008088
12,true,3,https://api.elsevier.com/content/author/author_id/7005367206,7005367206,Ramalho M.,Ramalho,M.,M.,true,60008088
13,true,1,https://api.elsevier.com/content/author/author_id/6507511233,6507511233,Rabiu S.,Rabiu,Safianu,S.,true,60007652
13,true,2,https://api.elsevier.com/content/author/author_id/55741948700,55741948700,Fisher M.,Fisher,Martin,M.,true,60071768
14,true,1,https://api.elsevier.com/content/author/author_id/55447839300,55447839300,Silva J.,Silva,Juan F.,J.F.,true,60007418
14,true,2,https://api.elsevier.com/content/author/author_id/57188819932,57188819932,Castro F.,Castro,Fernando,F.,true,60007418
15,true,1,https://api.elsevier.com/content/author/author_id/7005139782,7005139782,Dunham K.,Dunham,Kevin M.,K.M.,true,100570677
16,true,1,https://api.elsevier.com/content/author/author_id/57210526790,57210526790,Newton A.C.,Newton,Adrian C.,A.C.,true,60031101
16,true,2,https://api.elsevier.com/content/author/author_id/7202423499,7202423499,Healey J.R.,Healey,John R.,J.R.,true,60031101
17,true,1,https://api.elsevier.com/content/author/author_id/7102065247,7102065247,Parnell J.,Parnell,John A.,J.A.,true,60011149
17,true,2,https://api.elsevier.com/content/author/author_id/7004302333,7004302333,Cronk Q.,Cronk,Q.,Q.,true,105250851
17,true,3,https://api.elsevier.com/content/author/author_id/56264293300,56264293300,Jackson P.,Jackson,P. Wyse,P.W.,true,60011149
17,true,4,https://api.elsevier.com/content/author/author_id/6506015758,6506015758,Strahm W.,Strahm,W.,W.,true,101124396
18,true,1,https://api.elsevier.com/content/author/author_id/7102623262,7102623262,Sanford R.L.,Sanford,Robert L.,R.L.,true,60025038
19,true,1,https://api.elsevier.com/content/author/author_id/56702490400,56702490400,Bruijnzeel L.,Bruijnzeel,L. A.,L.A.,true,60008734
20,true,1,https://api.elsevier.com/content/author/author_id/55741948700,55741948700,Fisher M.,Fisher,Martin,M.,true,60071768
21,true,1,https://api.elsevier.com/content/author/author_id/6604028763,6604028763,De Oliveira-Filho A.T.,De Oliveira-Filho,Ary Teixeira,A.T.,true,60084130
21,true,2,https://api.elsevier.com/content/author/author_id/7202811057,7202811057,Shepherd G.J.,Shepherd,George John,G.J.,true,60029570
21,true,3,https://api.elsevier.com/content/author/author_id/7006504347,7006504347,Martins F.R.,Martins,Fernando Roberto,F.R.,true,60029570
21,true,4,https://api.elsevier.com/content/author/author_id/16504884800,16504884800,Stubblebine W.H.,Stubblebine,William Henry,W.H.,true,60029570
22,true,1,https://api.elsevier.com/content/author/author_id/7006729171,7006729171,Willson M.,Willson,Mary F.,M.F.,true,60000745
22,true,2,https://api.elsevier.com/content/author/author_id/6603150480,6603150480,Crome F.,Crome,F. H.J.,F.H.J.,true,60032673
23,true,1,https://api.elsevier.com/content/author/author_id/6602186567,6602186567,Coates-Estrada R.,Coates-Estrada,Rosamond,R.,true,60019333
23,true,2,https://api.elsevier.com/content/author/author_id/7004287493,7004287493,Estrada A.,Estrada,Alejandro,A.,true,60019333
24,true,1,https://api.elsevier.com/content/author/author_id/7005857836,7005857836,O'Dowd D.J.,O'Dowd,Dennis J.,D.J.,true,60019578
24,true,2,https://api.elsevier.com/content/author/author_id/7006595861,7006595861,Lake P.S.,Lake,P. S.,P.S.,true,60019578
25,true,1,https://api.elsevier.com/content/author/author_id/7005321781,7005321781,Heaney L.R.,Heaney,Lawrence R.,L.R.,true,60030002
25,true,2,https://api.elsevier.com/content/author/author_id/7003466101,7003466101,Heideman P.D.,Heideman,Paul D.,P.D.,true,60007670
25,true,3,https://api.elsevier.com/content/author/author_id/6602156690,6602156690,Rickart E.A.,Rickart,Eric A.,E.A.,true,60159398
25,true,4,https://api.elsevier.com/content/author/author_id/6506463521,6506463521,Utzurrum R.B.,Utzurrum,Ruth B.,R.B.,true,60071447
25,true,5,https://api.elsevier.com/content/author/author_id/6701828424,6701828424,Klompen J.S.H.,Klompen,J. S.H.,J.S.H.,true,60025778
26,true,1,https://api.elsevier.com/content/author/author_id/7004404530,7004404530,Howard-Williams C.,Howard-Williams,Clive,C.,true,60016302
26,true,2,https://api.elsevier.com/content/author/author_id/57218887543,57218887543,de Esteves F.,de Esteves,F.,F.,true,60013792
