entry_number,@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$
26,true,3,https://api.elsevier.com/content/author/author_id/16195320600,16195320600,Santos J.E.,Santos,J. E.,J.E.,true,60013792
26,true,4,https://api.elsevier.com/content/author/author_id/7005653142,7005653142,Downes M.T.,Downes,M. T.,M.T.,true,60016302
27,true,1,https://api.elsevier.com/content/author/author_id/57191436142,57191436142,Guy P.R.,Guy,Peter R.,P.R.,true,60069307
28,true,1,https://api.elsevier.com/content/author/author_id/6602156690,6602156690,Rickart E.A.,Rickart,Eric A.,E.A.,true,60159398
28,true,2,https://api.elsevier.com/content/author/author_id/7003466101,7003466101,Heideman P.D.,Heideman,Paul D.,P.D.,true,60025778
28,true,3,https://api.elsevier.com/content/author/author_id/6506463521,6506463521,Utzurrum R.C.B.,Utzurrum,Ruth C.B.,R.C.B.,true,60071447
29,true,1,https://api.elsevier.com/content/author/author_id/6603902243,6603902243,Stuebing R.,Stuebing,Robert B.,R.B.,true,60001821
29,true,2,https://api.elsevier.com/content/author/author_id/6504003034,6504003034,Gasis J.,Gasis,Joseph,J.,NA,NA
30,true,1,https://api.elsevier.com/content/author/author_id/7004563994,7004563994,Cavelier J.,Cavelier,Jaime,J.,true,60007418
30,true,2,https://api.elsevier.com/content/author/author_id/7201675724,7201675724,Goldstein G.,Goldstein,Guillermo,G.,true,60007418
31,true,1,https://api.elsevier.com/content/author/author_id/6602729897,6602729897,Camillo E.,Camillo,Evandro,E.,true,106189712
31,true,2,https://api.elsevier.com/content/author/author_id/7004761528,7004761528,Garófalo C.,Garófalo,Carlos Alberto,C.A.,true,106189712
32,true,1,https://api.elsevier.com/content/author/author_id/36071872600,36071872600,Lee D.W.,Lee,David W.,D.W.,true,60015206
33,true,1,https://api.elsevier.com/content/author/author_id/55666328500,55666328500,Rico-Gray V.,Rico-Gray,Victor,V.,true,100507155
33,true,2,https://api.elsevier.com/content/author/author_id/57189678950,57189678950,Thien T.,Thien,Teonard B.,T.B.,true,60017672
34,true,1,https://api.elsevier.com/content/author/author_id/7005189402,7005189402,Barlow H.,Barlow,H. S.,H.S.,NA,NA
34,true,2,https://api.elsevier.com/content/author/author_id/7003489101,7003489101,Woiwod I.,Woiwod,I. P.,I.P.,true,60002793
35,true,1,https://api.elsevier.com/content/author/author_id/6602121906,6602121906,Rylands A.B.,Rylands,A. B.,A.B.,true,60030074
35,true,2,https://api.elsevier.com/content/author/author_id/7006064245,7006064245,Da Cruz M.A.O.M.,Da Cruz,M. A.O.M.,M.A.O.M.,true,60000958
35,true,3,https://api.elsevier.com/content/author/author_id/7201818458,7201818458,Ferrari S.F.,Ferrari,S. F.,S.F.,true,60022148
36,true,1,https://api.elsevier.com/content/author/author_id/57189672282,57189672282,Dantas M.,Dantas,Mario,M.,true,60026851
36,true,2,https://api.elsevier.com/content/author/author_id/7006559075,7006559075,Phillipson J.,Phillipson,John,J.,true,60026851
37,true,1,https://api.elsevier.com/content/author/author_id/7003307127,7003307127,Georgiadis N.,Georgiadis,Nicholas J.,N.J.,true,100414227
38,true,1,https://api.elsevier.com/content/author/author_id/6508359823,6508359823,Iyawe J.,Iyawe,John Giobaguan,J.G.,true,60017980
39,true,1,https://api.elsevier.com/content/author/author_id/57193553052,57193553052,Larsson F.,Larsson,F. K.,F.K.,true,60003858
39,true,2,https://api.elsevier.com/content/author/author_id/7202534343,7202534343,Larsson K.,Larsson,K.,K.,true,60003858
40,true,1,https://api.elsevier.com/content/author/author_id/7004716711,7004716711,Fraga R.M.,Fraga,Rosendo M.,R.M.,true,60030522
41,true,1,https://api.elsevier.com/content/author/author_id/7003874259,7003874259,Sukumar R.,Sukumar,R.,R.,true,60014097
