@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,1,https://api.elsevier.com/content/author/author_id/7005981769,7005981769,Lindstrom A.,Lindstrom,A.,A.,true,60029170,1
true,2,https://api.elsevier.com/content/author/author_id/7004903330,7004903330,Alerstam T.,Alerstam,T.,T.,true,60029170,1
true,1,https://api.elsevier.com/content/author/author_id/55922205100,55922205100,Burd M.,Burd,M.,M.,true,60003269,2
true,2,https://api.elsevier.com/content/author/author_id/7102509306,7102509306,Head G.,Head,G.,G.,true,60003269,2
true,1,https://api.elsevier.com/content/author/author_id/55666312900,55666312900,Orr H.,Orr,H. A.,H.A.,true,60014439,3
true,2,https://api.elsevier.com/content/author/author_id/57214397763,57214397763,Coyne J.,Coyne,J. A.,J.A.,true,60014439,3
true,1,https://api.elsevier.com/content/author/author_id/7401724999,7401724999,Adams W.,Adams,W. T.,W.T.,true,60013402,4
true,2,https://api.elsevier.com/content/author/author_id/7202675808,7202675808,Griffin A.,Griffin,A. R.,A.R.,true,60013402,4
true,3,https://api.elsevier.com/content/author/author_id/7101831992,7101831992,Moran G.,Moran,G. F.,G.F.,true,60013402,4
true,1,https://api.elsevier.com/content/author/author_id/7006706627,7006706627,Ives A.,Ives,A. R.,A.R.,true,60032179,5
true,1,https://api.elsevier.com/content/author/author_id/6603712232,6603712232,Goodnight C.J.,Goodnight,C. J.,C.J.,true,60009500,6
true,2,https://api.elsevier.com/content/author/author_id/57216187754,57216187754,Schwartz J.M.,Schwartz,J. M.,J.M.,true,60009500,6
true,3,https://api.elsevier.com/content/author/author_id/7202311648,7202311648,Stevens L.,Stevens,L.,L.,true,60009500,6
true,1,https://api.elsevier.com/content/author/author_id/6602875823,6602875823,Oakes E.J.,Oakes,E. J.,E.J.,true,60026851,7
true,1,https://api.elsevier.com/content/author/author_id/7003397643,7003397643,Hockey P.,Hockey,P. A.R.,P.A.R.,true,60000356,8
true,2,https://api.elsevier.com/content/author/author_id/15220250700,15220250700,Navarro R.,Navarro,R. A.,R.A.,true,60000356,8
true,3,https://api.elsevier.com/content/author/author_id/6507819690,6507819690,Kalejta B.,Kalejta,B.,B.,true,60000356,8
true,4,https://api.elsevier.com/content/author/author_id/7003652058,7003652058,Velasquez C.,Velasquez,C. R.,C.R.,true,60000356,8
true,1,https://api.elsevier.com/content/author/author_id/7004688806,7004688806,Oksanen L.,Oksanen,L.,L.,true,60031040,9
true,2,https://api.elsevier.com/content/author/author_id/56211795000,56211795000,Moen J.,Moen,J.,J.,true,60031040,9
true,3,https://api.elsevier.com/content/author/author_id/57220498825,57220498825,Lundberg P.A.,Lundberg,P. A.,P.A.,true,60031040,9
true,1,https://api.elsevier.com/content/author/author_id/7201367844,7201367844,Werner E.,Werner,E. E.,E.E.,true,60025778,10
true,1,https://api.elsevier.com/content/author/author_id/6603495967,6603495967,Fajer E.,Fajer,E. D.,E.D.,true,60009982,11
true,2,https://api.elsevier.com/content/author/author_id/7202688293,7202688293,Bowers M.,Bowers,M. D.,M.D.,true,60009982,11
true,3,https://api.elsevier.com/content/author/author_id/7005453999,7005453999,Bazzaz F.,Bazzaz,F. A.,F.A.,true,60009982,11
true,1,https://api.elsevier.com/content/author/author_id/7004209482,7004209482,Eadie J.,Eadie,J. M.,J.M.,true,60016849,12
true,2,https://api.elsevier.com/content/author/author_id/7004203471,7004203471,Fryxell J.,Fryxell,J. M.,J.M.,true,60016849,12
