@_fa,@seq,author-url,authid,authname,surname,given-name,initials,entry_number,afid.@_fa,afid.$
true,1,https://api.elsevier.com/content/author/author_id/6507297267,6507297267,Bartosch-Härlid A.,Bartosch-Härlid,Anna,A.,1,NA,NA
true,2,https://api.elsevier.com/content/author/author_id/7006404184,7006404184,Berlin S.,Berlin,Sofia,S.,1,NA,NA
true,3,https://api.elsevier.com/content/author/author_id/55613241288,55613241288,Smith N.G.C.,Smith,Nick G.C.,N.G.C.,1,NA,NA
true,4,https://api.elsevier.com/content/author/author_id/55574503700,55574503700,Møller A.P.,Møller,Anders P.,A.P.,1,NA,NA
true,5,https://api.elsevier.com/content/author/author_id/7006386997,7006386997,Ellegren H.,Ellegren,Hans,H.,1,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/7003733887,7003733887,Brumfield R.,Brumfield,R. T.,R.T.,2,NA,NA
true,2,https://api.elsevier.com/content/author/author_id/7005116440,7005116440,Jernigan R.,Jernigan,R. W.,R.W.,2,NA,NA
true,3,https://api.elsevier.com/content/author/author_id/57214521072,57214521072,McDonald D.,McDonald,D. B.,D.B.,2,NA,NA
true,4,https://api.elsevier.com/content/author/author_id/35595566800,35595566800,Braun M.,Braun,M. J.,M.J.,2,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/7004278139,7004278139,De Visser J.A.G.M.,De Visser,J. Arjan G.M.,J.A.G.M.,3,true,60004156
true,2,https://api.elsevier.com/content/author/author_id/6701520021,6701520021,Hermisson J.,Hermisson,Joachim,J.,3,true,60028717
true,3,https://api.elsevier.com/content/author/author_id/57203216308,57203216308,Wagner G.P.,Wagner,Günter P.,G.P.,3,true,60005455
true,4,https://api.elsevier.com/content/author/author_id/7005055717,7005055717,Meyers L.A.,Meyers,Lauren Ancel,L.A.,3,true,60013372
true,5,https://api.elsevier.com/content/author/author_id/16506461100,16506461100,Bagheri-Chaichian H.,Bagheri-Chaichian,Homayoun,H.,3,true,60030961
true,6,https://api.elsevier.com/content/author/author_id/7202918537,7202918537,Blanchard J.L.,Blanchard,Jeffrey L.,J.L.,3,true,60013443
true,7,https://api.elsevier.com/content/author/author_id/7202235659,7202235659,Chao L.,Chao,Lin,L.,3,true,60030612
true,8,https://api.elsevier.com/content/author/author_id/7006680247,7006680247,Cheverud J.M.,Cheverud,James M.,J.M.,3,true,60010261
true,9,https://api.elsevier.com/content/author/author_id/7006364449,7006364449,Elena S.F.,Elena,Santiago F.,S.F.,3,true,60006754
true,10,https://api.elsevier.com/content/author/author_id/6604023074,6604023074,Fontana W.,Fontana,Walter,W.,3,true,60030961
