@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,1,https://api.elsevier.com/content/author/author_id/6603008542,6603008542,Spolsky C.,Spolsky,C.,C.,true,60010079,1
true,2,https://api.elsevier.com/content/author/author_id/7403135986,7403135986,Phillips C.A.,Phillips,C. A.,C.A.,true,60010079,1
true,3,https://api.elsevier.com/content/author/author_id/6603881034,6603881034,Uzzell T.,Uzzell,T.,T.,true,60010079,1
true,1,https://api.elsevier.com/content/author/author_id/7004375053,7004375053,Antolin M.F.,Antolin,M. F.,M.F.,true,60002092,2
true,1,https://api.elsevier.com/content/author/author_id/7007175295,7007175295,Eberhard W.G.,Eberhard,W. G.,W.G.,true,60071929,3
true,1,https://api.elsevier.com/content/author/author_id/7004122514,7004122514,Wiegmann D.D.,Wiegmann,D. D.,D.D.,true,60032179,4
true,2,https://api.elsevier.com/content/author/author_id/6701378967,6701378967,Baylis J.R.,Baylis,J. R.,J.R.,true,60032179,4
true,3,https://api.elsevier.com/content/author/author_id/7102128945,7102128945,Hoff M.H.,Hoff,M. H.,M.H.,true,60032179,4
true,1,https://api.elsevier.com/content/author/author_id/7004375053,7004375053,Antolin M.F.,Antolin,M. F.,M.F.,true,60002092,5
true,1,https://api.elsevier.com/content/author/author_id/7004171425,7004171425,Pfennig D.W.,Pfennig,D. W.,D.W.,true,60013372,6
true,1,https://api.elsevier.com/content/author/author_id/7401680707,7401680707,Barker J.S.F.,Barker,J. S.F.,J.S.F.,NA,NA,7
true,1,https://api.elsevier.com/content/author/author_id/7003988847,7003988847,Galen C.,Galen,C.,C.,true,60006173,8
true,1,https://api.elsevier.com/content/author/author_id/7102290940,7102290940,Eckert C.G.,Eckert,C. G.,C.G.,true,60016849,9
true,2,https://api.elsevier.com/content/author/author_id/7201982686,7201982686,Barrett S.C.H.,Barrett,S. C.H.,S.C.H.,true,60016849,9
true,1,https://api.elsevier.com/content/author/author_id/7003269041,7003269041,McArthur E.D.,McArthur,E. D.,E.D.,true,60003342,10
true,2,https://api.elsevier.com/content/author/author_id/7402382710,7402382710,Freeman D.C.,Freeman,D. C.,D.C.,true,60003342,10
true,3,https://api.elsevier.com/content/author/author_id/6701596658,6701596658,Luckinbill L.S.,Luckinbill,L. S.,L.S.,true,60003342,10
true,4,https://api.elsevier.com/content/author/author_id/7102088590,7102088590,Sanderson S.C.,Sanderson,S. C.,S.C.,true,60003342,10
true,5,https://api.elsevier.com/content/author/author_id/6504253793,6504253793,Noller G.L.,Noller,G. L.,G.L.,true,60003342,10
true,1,https://api.elsevier.com/content/author/author_id/7004461573,7004461573,Nonacs P.,Nonacs,P.,P.,true,60014439,11
true,2,https://api.elsevier.com/content/author/author_id/7202933776,7202933776,Tobin J.E.,Tobin,J. E.,J.E.,true,60014439,11
true,1,https://api.elsevier.com/content/author/author_id/57213577174,57213577174,Richardson T.E.,Richardson,T. E.,T.E.,true,60001439,12
true,2,https://api.elsevier.com/content/author/author_id/7103199614,7103199614,Stephenson A.G.,Stephenson,A. G.,A.G.,true,60001439,12
true,1,https://api.elsevier.com/content/author/author_id/7005517516,7005517516,Vrijenhoek R.C.,Vrijenhoek,R. C.,R.C.,true,60119141,13
true,2,https://api.elsevier.com/content/author/author_id/56006547900,56006547900,Pfeiler E.,Pfeiler,E.,E.,true,60119141,13
