@_fa,@seq,author-url,authid,authname,surname,given-name,initials,entry_number,afid.@_fa,afid.$
true,1,https://api.elsevier.com/content/author/author_id/6603447089,6603447089,Ottone M.,Ottone,M.,M.,1,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/6507485075,6507485075,Cueva Del Castillo R.,Cueva Del Castillo,Raúl,R.,2,true,60174564
true,2,https://api.elsevier.com/content/author/author_id/6603797960,6603797960,Núñez-Farfán J.,Núñez-Farfán,J.,J.,2,true,60174564
true,1,https://api.elsevier.com/content/author/author_id/8435508200,8435508200,Worthington Wilmer J.,Worthington Wilmer,Jessica,J.,3,true,60031004
true,2,https://api.elsevier.com/content/author/author_id/7402375402,7402375402,Hall L.,Hall,Les,L.,3,true,60031004
true,3,https://api.elsevier.com/content/author/author_id/7005343277,7005343277,Barratt E.,Barratt,Elizabeth,E.,3,true,119798169
true,4,https://api.elsevier.com/content/author/author_id/7004440591,7004440591,Moritz C.,Moritz,Craig,C.,3,true,60031004
true,1,https://api.elsevier.com/content/author/author_id/7401787745,7401787745,Rodríguez C.,Rodríguez,Constantina,C.,4,true,60001563
true,2,https://api.elsevier.com/content/author/author_id/6602118633,6602118633,Fanara J.J.,Fanara,Juan J.,J.J.,4,true,60001563
true,3,https://api.elsevier.com/content/author/author_id/7003513986,7003513986,Hasson E.,Hasson,Esteban,E.,4,true,60001563
true,1,https://api.elsevier.com/content/author/author_id/55886247100,55886247100,Dumolin-Lapégue S.,Dumolin-Lapégue,S.,S.,5,true,60070476
true,2,https://api.elsevier.com/content/author/author_id/7006078862,7006078862,Kremer A.,Kremer,A.,A.,5,true,60070476
true,3,https://api.elsevier.com/content/author/author_id/7103239092,7103239092,Petit R.J.,Petit,R. J.,R.J.,5,true,60070476
true,1,https://api.elsevier.com/content/author/author_id/6603821827,6603821827,Lougheed S.C.,Lougheed,Stephen C.,S.C.,6,true,60016005
true,2,https://api.elsevier.com/content/author/author_id/7102925977,7102925977,Gibbs H.L.,Gibbs,H. Lisle,H.L.,6,true,60031828
true,3,https://api.elsevier.com/content/author/author_id/34571770400,34571770400,Prior K.A.,Prior,Kent A.,K.A.,6,true,60017592
true,4,https://api.elsevier.com/content/author/author_id/7006579034,7006579034,Weatherhead P.J.,Weatherhead,Patrick J.,P.J.,6,true,60017592
true,1,https://api.elsevier.com/content/author/author_id/7007032398,7007032398,Bensch S.,Bensch,Staffan,S.,7,true,60029170
