@_fa,@seq,author-url,authid,authname,surname,given-name,initials,entry_number,afid.@_fa,afid.$
true,1,https://api.elsevier.com/content/author/author_id/6701845304,6701845304,Lorentsen S.,Lorentsen,S. H.,S.H.,1,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/7004994411,7004994411,Hannon B.,Hannon,Bruce,B.,2,true,60000745
true,1,https://api.elsevier.com/content/author/author_id/7101907276,7101907276,Byers J.,Byers,John A.,J.A.,3,true,60027152
true,1,https://api.elsevier.com/content/author/author_id/7004381613,7004381613,Rohani P.,Rohani,Pejman,P.,4,true,60025488
true,2,https://api.elsevier.com/content/author/author_id/6603911460,6603911460,Miramontes O.,Miramontes,Octavio,O.,4,true,60032442
true,1,https://api.elsevier.com/content/author/author_id/35556908400,35556908400,Whitehead H.,Whitehead,Hal,H.,5,true,60015913
true,1,https://api.elsevier.com/content/author/author_id/7102870519,7102870519,Santini G.,Santini,Giacomo,G.,6,true,60021859
true,2,https://api.elsevier.com/content/author/author_id/36745423300,36745423300,Chelazzi G.,Chelazzi,Guido,G.,6,true,60021859
true,1,https://api.elsevier.com/content/author/author_id/6603959205,6603959205,Caley M.,Caley,M. Julian,M.J.,7,true,60019870
true,2,https://api.elsevier.com/content/author/author_id/7201657072,7201657072,John J.,John,Jill St,J.S.,7,true,60019870
true,1,https://api.elsevier.com/content/author/author_id/6701540021,6701540021,Greenstreet S.,Greenstreet,Simon P.R.,S.P.R.,8,true,60028167
true,2,https://api.elsevier.com/content/author/author_id/7402711010,7402711010,Hall S.,Hall,Stephen J.,S.J.,8,true,60028167
true,1,https://api.elsevier.com/content/author/author_id/9246523000,9246523000,Ray C.,Ray,Chris,C.,9,true,60014439
true,2,https://api.elsevier.com/content/author/author_id/7102581412,7102581412,Hastings A.,Hastings,Alan,A.,9,true,60014439
true,1,https://api.elsevier.com/content/author/author_id/7003622538,7003622538,Holyoak M.,Holyoak,Marcel,M.,10,true,60015941
true,2,https://api.elsevier.com/content/author/author_id/35516614200,35516614200,Lawler S.,Lawler,Sharon P.,S.P.,10,true,60015941
true,1,https://api.elsevier.com/content/author/author_id/7006573563,7006573563,Focardi S.,Focardi,S.,S.,11,true,60073282
true,2,https://api.elsevier.com/content/author/author_id/6603554362,6603554362,Marcellini P.,Marcellini,P.,P.,11,true,60021859
true,3,https://api.elsevier.com/content/author/author_id/35307493100,35307493100,Montanaro P.,Montanaro,P.,P.,11,true,60073282
true,1,https://api.elsevier.com/content/author/author_id/7003829050,7003829050,Langvatn R.,Langvatn,R.,R.,12,true,60020071
true,2,https://api.elsevier.com/content/author/author_id/7004484122,7004484122,Albon S.D.,Albon,S. D.,S.D.,12,true,60005453
true,3,https://api.elsevier.com/content/author/author_id/56186759700,56186759700,Burkey T.,Burkey,T.,T.,12,true,60010348
true,4,https://api.elsevier.com/content/author/author_id/7005942965,7005942965,Clutton-Brock T.H.,Clutton-Brock,T. H.,T.H.,12,true,60031101
true,1,https://api.elsevier.com/content/author/author_id/7007105720,7007105720,Amundsen T.,Amundsen,Trond,T.,13,true,60013141
true,2,https://api.elsevier.com/content/author/author_id/6701845304,6701845304,Lorentsen S.,Lorentsen,Svein Håkon,S.H.,13,true,60020071
true,3,https://api.elsevier.com/content/author/author_id/6602559532,6602559532,Tveraa T.,Tveraa,Torkild,T.,13,true,60020071
true,1,https://api.elsevier.com/content/author/author_id/7006263782,7006263782,Daan S.,Daan,Serge,S.,14,true,101889046
true,2,https://api.elsevier.com/content/author/author_id/6602596080,6602596080,Deerenberg C.,Deerenberg,Charlotte,C.,14,true,101889046
true,3,https://api.elsevier.com/content/author/author_id/7006803180,7006803180,Dijkstra C.,Dijkstra,Cor,C.,14,true,101889046
true,1,https://api.elsevier.com/content/author/author_id/7004619196,7004619196,Johannesen J.,Johannesen,Jes,J.,15,true,60029616
true,2,https://api.elsevier.com/content/author/author_id/7006743514,7006743514,Loeschcke V.,Loeschcke,Volker,V.,15,true,60029616
true,1,https://api.elsevier.com/content/author/author_id/57203253145,57203253145,West S.,West,S. A.,S.A.,16,true,60015150
true,2,https://api.elsevier.com/content/author/author_id/7006698038,7006698038,Flanagan K.,Flanagan,K. E.,K.E.,16,true,60015150
true,3,https://api.elsevier.com/content/author/author_id/7006467388,7006467388,Godfray H.,Godfray,H. C.J.,H.C.J.,16,true,60015150
true,1,https://api.elsevier.com/content/author/author_id/7005683432,7005683432,Eber S.,Eber,Sabine,S.,17,true,60015150
true,2,https://api.elsevier.com/content/author/author_id/7005133685,7005133685,Brandl R.,Brandl,Roland,R.,17,true,60018229
true,1,https://api.elsevier.com/content/author/author_id/7003606712,7003606712,Bascompte J.,Bascompte,Jordi,J.,18,true,60001576
true,2,https://api.elsevier.com/content/author/author_id/7004381560,7004381560,Solé R.V.,Solé,Ricard V.,R.V.,18,true,60007592
true,1,https://api.elsevier.com/content/author/author_id/7006352204,7006352204,Ruxton G.,Ruxton,G. D.,G.D.,19,true,60010603
true,1,https://api.elsevier.com/content/author/author_id/55177855400,55177855400,Roberts M.G.,Roberts,M. G.,M.G.,20,true,60015346
true,1,https://api.elsevier.com/content/author/author_id/7004440219,7004440219,Merkle M.,Merkle,Marilyn S.,M.S.,21,true,60002306
true,2,https://api.elsevier.com/content/author/author_id/7005611828,7005611828,Barclay R.,Barclay,Robert M.R.,R.M.R.,21,true,60002306
true,1,https://api.elsevier.com/content/author/author_id/15031315600,15031315600,St. Clair C.C.,St. Clair,Colleen Cassady,C.C.,22,true,60030931
true,1,https://api.elsevier.com/content/author/author_id/6701335937,6701335937,Heeb P.,Heeb,Philipp,P.,23,true,60020486
