entry_number,@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$
29,true,1,https://api.elsevier.com/content/author/author_id/6507637084,6507637084,Westley L.,Westley,Lynn C.,L.C.,true,60024324
30,true,1,https://api.elsevier.com/content/author/author_id/6602538623,6602538623,Stockhoff B.A.,Stockhoff,Brian A.,B.A.,true,60025778
31,true,1,https://api.elsevier.com/content/author/author_id/7005437570,7005437570,Trexler J.,Trexler,J. C.,J.C.,true,60015206
31,true,2,https://api.elsevier.com/content/author/author_id/7202590200,7202590200,Travis J.,Travis,J.,J.,true,60015206
32,true,1,https://api.elsevier.com/content/author/author_id/7003534410,7003534410,Reznick D.,Reznick,David,D.,true,60029526
32,true,2,https://api.elsevier.com/content/author/author_id/57202882661,57202882661,Yang A.,Yang,Anthony P.,A.P.,true,60029526
33,true,1,https://api.elsevier.com/content/author/author_id/7005698938,7005698938,Shipley B.,Shipley,B.,B.,true,60011832
34,true,1,https://api.elsevier.com/content/author/author_id/6701398382,6701398382,Kodric-Brown A.,Kodric-Brown,A.,A.,true,60033021
34,true,2,https://api.elsevier.com/content/author/author_id/7409452001,7409452001,Brown J.,Brown,J. H.,J.H.,true,60033021
35,true,1,https://api.elsevier.com/content/author/author_id/35554794700,35554794700,Gaines S.,Gaines,S. D.,S.D.,true,60011460
35,true,2,https://api.elsevier.com/content/author/author_id/24443956200,24443956200,Denny M.,Denny,M. W.,M.W.,true,60011460
36,true,1,https://api.elsevier.com/content/author/author_id/7003785332,7003785332,Floate K.D.,Floate,Kevin D.,K.D.,true,60014549
36,true,2,https://api.elsevier.com/content/author/author_id/6602359093,6602359093,Kearsley M.J.C.,Kearsley,Michael J.C.,M.J.C.,true,60023517
36,true,3,https://api.elsevier.com/content/author/author_id/7004648942,7004648942,Whitham T.G.,Whitham,Thomas G.,T.G.,true,60023517
37,true,1,https://api.elsevier.com/content/author/author_id/7003901064,7003901064,Levey D.,Levey,D. J.,D.J.,true,60013959
37,true,2,https://api.elsevier.com/content/author/author_id/7202358526,7202358526,Byrne M.,Byrne,M. M.,M.M.,true,60013959
38,true,1,https://api.elsevier.com/content/author/author_id/7003598584,7003598584,Veloso C.,Veloso,Claudio,C.,true,60012464
38,true,2,https://api.elsevier.com/content/author/author_id/7006293432,7006293432,Bozinovic F.,Bozinovic,Francisco,F.,true,60012464
39,true,1,https://api.elsevier.com/content/author/author_id/7004453003,7004453003,Hepp G.,Hepp,Gary R.,G.R.,true,60023694
39,true,2,https://api.elsevier.com/content/author/author_id/6603049067,6603049067,Kennamer R.,Kennamer,Robert A.,R.A.,true,60009225
40,true,1,https://api.elsevier.com/content/author/author_id/6603935431,6603935431,Pearman P.,Pearman,Peter B.,P.B.,true,60008724
41,true,1,https://api.elsevier.com/content/author/author_id/7005297104,7005297104,Potvin C.,Potvin,C.,C.,true,60002494
41,true,2,https://api.elsevier.com/content/author/author_id/7005855030,7005855030,Roff D.,Roff,D. A.,D.A.,true,60002494
42,true,1,https://api.elsevier.com/content/author/author_id/7401624127,7401624127,Yates J.,Yates,J. L.,J.L.,true,60001525
42,true,2,https://api.elsevier.com/content/author/author_id/10240503900,10240503900,Peckol P.,Peckol,P.,P.,true,60001525
43,true,1,https://api.elsevier.com/content/author/author_id/34975053400,34975053400,Ellison A.,Ellison,A. M.,A.M.,true,60019526
43,true,2,https://api.elsevier.com/content/author/author_id/7003502176,7003502176,Denslow J.,Denslow,J. S.,J.S.,true,60019526
43,true,3,https://api.elsevier.com/content/author/author_id/6602134715,6602134715,Loiselle B.,Loiselle,B. A.,B.A.,true,60019526
43,true,4,https://api.elsevier.com/content/author/author_id/6504575820,6504575820,Brenes M. D.,Brenes M.,D.,D.,true,60019526
44,true,1,https://api.elsevier.com/content/author/author_id/6602434663,6602434663,Brault S.,Brault,S.,S.,true,60006412
44,true,2,https://api.elsevier.com/content/author/author_id/7006504025,7006504025,Caswell H.,Caswell,H.,H.,true,60006412
45,true,1,https://api.elsevier.com/content/author/author_id/57225323198,57225323198,Small R.J.,Small,Robert J.,R.J.,true,60032179
45,true,2,https://api.elsevier.com/content/author/author_id/6507563401,6507563401,Holzwart J.C.,Holzwart,James C.,J.C.,true,60032179
45,true,3,https://api.elsevier.com/content/author/author_id/7004630425,7004630425,Rusch D.H.,Rusch,Donald H.,D.H.,true,60032179
46,true,1,https://api.elsevier.com/content/author/author_id/16489185100,16489185100,Shaw R.,Shaw,R. G.,R.G.,true,60029526
46,true,2,https://api.elsevier.com/content/author/author_id/7006487662,7006487662,Mitchell-Olds T.,Mitchell-Olds,T.,T.,true,60029526
47,true,1,https://api.elsevier.com/content/author/author_id/7003443016,7003443016,Balesdent J.,Balesdent,J.,J.,true,60001422
47,true,2,https://api.elsevier.com/content/author/author_id/7004002267,7004002267,Girardin C.,Girardin,C.,C.,true,60001422
47,true,3,https://api.elsevier.com/content/author/author_id/7102370668,7102370668,Mariotti A.,Mariotti,A.,A.,true,60001422
48,true,1,https://api.elsevier.com/content/author/author_id/7202903826,7202903826,Bryant J.,Bryant,John P.,J.P.,true,60011976
48,true,2,https://api.elsevier.com/content/author/author_id/7005835931,7005835931,Reichardt P.,Reichardt,P. B.,P.B.,true,60011976
48,true,3,https://api.elsevier.com/content/author/author_id/7103215220,7103215220,Clausen T.,Clausen,T. P.,T.P.,true,60011976
48,true,4,https://api.elsevier.com/content/author/author_id/7202442565,7202442565,Werner R.,Werner,R. A.,R.A.,true,60032280
49,true,1,https://api.elsevier.com/content/author/author_id/6603748992,6603748992,Loik M.,Loik,M. E.,M.E.,true,60027550
49,true,2,https://api.elsevier.com/content/author/author_id/7005413170,7005413170,Nobel P.,Nobel,P. S.,P.S.,true,60027550
50,true,1,https://api.elsevier.com/content/author/author_id/6603946682,6603946682,Schwarzkopf L.,Schwarzkopf,Lin,L.,true,60025709
51,true,1,https://api.elsevier.com/content/author/author_id/6506536594,6506536594,Nowlis J.,Nowlis,Joshua P.,J.P.,true,60007776
52,true,1,https://api.elsevier.com/content/author/author_id/7003801302,7003801302,Dutilleul P.,Dutilleul,P.,P.,true,60009507
53,true,1,https://api.elsevier.com/content/author/author_id/7006923893,7006923893,Clay K.,Clay,K.,K.,true,60021121
53,true,2,https://api.elsevier.com/content/author/author_id/7202861454,7202861454,Marks S.,Marks,S.,S.,true,60021121
53,true,3,https://api.elsevier.com/content/author/author_id/7003918610,7003918610,Cheplick G.,Cheplick,G. P.,G.P.,true,60021121
54,true,1,https://api.elsevier.com/content/author/author_id/6602936155,6602936155,Niewiarowski P.,Niewiarowski,Peter H.,P.H.,true,60006297
54,true,2,https://api.elsevier.com/content/author/author_id/6603610766,6603610766,Roosenburg W.,Roosenburg,Willem,W.,true,60006297
55,true,1,https://api.elsevier.com/content/author/author_id/7006957295,7006957295,Ostfeld R.,Ostfeld,R. S.,R.S.,true,60017474
55,true,2,https://api.elsevier.com/content/author/author_id/7004357945,7004357945,Canham C.,Canham,C. D.,C.D.,true,60017474
56,true,1,https://api.elsevier.com/content/author/author_id/7402364111,7402364111,Rogers C.,Rogers,C. M.,C.M.,true,60010365
56,true,2,https://api.elsevier.com/content/author/author_id/7410169121,7410169121,Smith J.,Smith,J. N.M.,J.N.M.,true,60010365
57,true,1,https://api.elsevier.com/content/author/author_id/24556291700,24556291700,Lamont B.,Lamont,B. B.,B.B.,true,60031226
57,true,2,https://api.elsevier.com/content/author/author_id/7005010313,7005010313,Witkowski E.,Witkowski,E. T.F.,E.T.F.,true,60031226
57,true,3,https://api.elsevier.com/content/author/author_id/56052880800,56052880800,Enright N.,Enright,N. J.,N.J.,true,60031226
58,true,1,https://api.elsevier.com/content/author/author_id/35516614200,35516614200,Lawler S.,Lawler,S. P.,S.P.,NA,NA
58,true,2,https://api.elsevier.com/content/author/author_id/7202967408,7202967408,Morin P.,Morin,P. J.,P.J.,NA,NA
59,true,1,https://api.elsevier.com/content/author/author_id/7005285797,7005285797,Lively C.,Lively,C. M.,C.M.,true,60021121
59,true,2,https://api.elsevier.com/content/author/author_id/7006033394,7006033394,Raimondi P.,Raimondi,P. T.,P.T.,true,60021121
59,true,3,https://api.elsevier.com/content/author/author_id/7004031392,7004031392,Delph L.,Delph,L. F.,L.F.,true,60021121
60,true,1,https://api.elsevier.com/content/author/author_id/6602670096,6602670096,Bilbrough C.,Bilbrough,C. J.,C.J.,true,60031706
60,true,2,https://api.elsevier.com/content/author/author_id/7403707180,7403707180,Richards J.,Richards,J. H.,J.H.,true,60031706
61,true,1,https://api.elsevier.com/content/author/author_id/55456027100,55456027100,Jackson M.,Jackson,M. E.,M.E.,true,60028599
61,true,2,https://api.elsevier.com/content/author/author_id/7006223015,7006223015,Semlitsch R.,Semlitsch,R. D.,R.D.,true,60028599
62,true,1,https://api.elsevier.com/content/author/author_id/7401711434,7401711434,Warren R.,Warren,R. S.,R.S.,true,60011247
62,true,2,https://api.elsevier.com/content/author/author_id/6603041956,6603041956,Niering W.,Niering,W. A.,W.A.,true,60011247
63,true,1,https://api.elsevier.com/content/author/author_id/7006843926,7006843926,Suhonen J.,Suhonen,J.,J.,true,60032398
64,true,1,https://api.elsevier.com/content/author/author_id/7005830954,7005830954,Aebischer N.,Aebischer,N. J.,N.J.,true,60004947
64,true,2,https://api.elsevier.com/content/author/author_id/7201477079,7201477079,Robertson P.,Robertson,P. A.,P.A.,true,60004947
64,true,3,https://api.elsevier.com/content/author/author_id/7003377266,7003377266,Kenward R.,Kenward,R. E.,R.E.,true,60004947
65,true,1,https://api.elsevier.com/content/author/author_id/26643193500,26643193500,Dawson T.,Dawson,T. E.,T.E.,true,60007776
65,true,2,https://api.elsevier.com/content/author/author_id/7005417981,7005417981,Ehleringer J.,Ehleringer,J. R.,J.R.,true,60007776
66,true,1,https://api.elsevier.com/content/author/author_id/6602814390,6602814390,Cuker B.,Cuker,B. E.,B.E.,true,60031249
67,true,1,https://api.elsevier.com/content/author/author_id/7003959661,7003959661,Joffre R.,Joffre,R.,R.,true,60008134
67,true,2,https://api.elsevier.com/content/author/author_id/7003395962,7003395962,Rambal S.,Rambal,S.,S.,true,60008134
68,true,1,https://api.elsevier.com/content/author/author_id/6603959714,6603959714,Weissburg M.,Weissburg,M.,M.,true,60026415
69,true,1,https://api.elsevier.com/content/author/author_id/55741963800,55741963800,Nilsson J.A.,Nilsson,J. A.,J.A.,true,60029170
69,true,2,https://api.elsevier.com/content/author/author_id/7102132371,7102132371,Svensson E.,Svensson,E.,E.,true,60029170
70,true,1,https://api.elsevier.com/content/author/author_id/7402237792,7402237792,Davidson E.,Davidson,E. A.,E.A.,NA,NA
71,true,1,https://api.elsevier.com/content/author/author_id/36831258900,36831258900,J. M. Fryxelldoucet C.M.,J. M. Fryxelldoucet,C. M.,C.M.,true,60015881
72,true,1,https://api.elsevier.com/content/author/author_id/7102927250,7102927250,Calvo R.,Calvo,R. N.,R.N.,true,60029251
73,true,1,https://api.elsevier.com/content/author/author_id/6701587785,6701587785,Sork V.L.,Sork,V. L.,V.L.,true,60011638
73,true,2,https://api.elsevier.com/content/author/author_id/57214560907,57214560907,Bramble J.,Bramble,J.,J.,true,60011638
73,true,3,https://api.elsevier.com/content/author/author_id/6603112623,6603112623,Sexton O.,Sexton,O.,O.,true,60011638
74,true,1,https://api.elsevier.com/content/author/author_id/7004286400,7004286400,Clinton B.,Clinton,B. D.,B.D.,true,60029747
74,true,2,https://api.elsevier.com/content/author/author_id/6701358572,6701358572,Boring L.,Boring,L. R.,L.R.,true,60029747
74,true,3,https://api.elsevier.com/content/author/author_id/7005365997,7005365997,Swank W.,Swank,W. T.,W.T.,true,60029747
75,true,1,https://api.elsevier.com/content/author/author_id/7005201355,7005201355,Boettcher A.A.,Boettcher,A. A.,A.A.,true,60018914
75,true,2,https://api.elsevier.com/content/author/author_id/6602505881,6602505881,Targett N.M.,Targett,N. M.,N.M.,true,60018914
76,true,1,https://api.elsevier.com/content/author/author_id/6507883478,6507883478,Vispo C.R.,Vispo,C. R.,C.R.,true,60008599
76,true,2,https://api.elsevier.com/content/author/author_id/7003530259,7003530259,Bakken G.S.,Bakken,G. S.,G.S.,true,60008599
77,true,1,https://api.elsevier.com/content/author/author_id/7202514400,7202514400,Kelly E.,Kelly,E. J.,E.J.,true,60006164
77,true,2,https://api.elsevier.com/content/author/author_id/7202257981,7202257981,Kennedy P.,Kennedy,P. L.,P.L.,true,60006164
78,true,1,https://api.elsevier.com/content/author/author_id/6701766257,6701766257,Frelich L.,Frelich,L. E.,L.E.,true,60029445
78,true,2,https://api.elsevier.com/content/author/author_id/6602246539,6602246539,Calcote R.,Calcote,R. R.,R.R.,true,60029445
78,true,3,https://api.elsevier.com/content/author/author_id/57206194753,57206194753,Davis M.,Davis,M. B.,M.B.,true,60029445
78,true,4,https://api.elsevier.com/content/author/author_id/7201639608,7201639608,Pastor J.,Pastor,J.,J.,true,60029445
79,true,1,https://api.elsevier.com/content/author/author_id/7202058950,7202058950,Morris W.,Morris,W. F.,W.F.,true,60014439
80,true,1,https://api.elsevier.com/content/author/author_id/7004453851,7004453851,Rudstam L.,Rudstam,L. G.,L.G.,true,60032179
80,true,2,https://api.elsevier.com/content/author/author_id/35586947900,35586947900,Lathrop R.,Lathrop,R. C.,R.C.,true,60032179
80,true,3,https://api.elsevier.com/content/author/author_id/55630395300,55630395300,Carpenter S.,Carpenter,S. R.,S.R.,true,60032179
81,true,1,https://api.elsevier.com/content/author/author_id/56384516500,56384516500,Gallardo A.,Gallardo,A.,A.,NA,NA
81,true,2,https://api.elsevier.com/content/author/author_id/7201451296,7201451296,Merino J.,Merino,J.,J.,NA,NA
82,true,1,https://api.elsevier.com/content/author/author_id/7006402080,7006402080,Clancy K.,Clancy,K. M.,K.M.,true,60007849
82,true,2,https://api.elsevier.com/content/author/author_id/56324866400,56324866400,King R.,King,R. M.,R.M.,true,60007849
83,true,1,https://api.elsevier.com/content/author/author_id/7005966616,7005966616,Karban R.,Karban,R.,R.,true,60014439
83,true,2,https://api.elsevier.com/content/author/author_id/35585958100,35585958100,Strauss S.,Strauss,S. Y.,S.Y.,true,60014439
84,true,1,https://api.elsevier.com/content/author/author_id/6701731977,6701731977,Cipollini M.,Cipollini,M. L.,M.L.,true,60119141
84,true,2,https://api.elsevier.com/content/author/author_id/6603736560,6603736560,Stiles E.,Stiles,E. W.,E.W.,true,60119141
85,true,1,https://api.elsevier.com/content/author/author_id/7401663065,7401663065,Peterson B.,Peterson,B. J.,B.J.,true,60028402
86,true,1,https://api.elsevier.com/content/author/author_id/7102411214,7102411214,Bradford M.,Bradford,M. J.,M.J.,true,60002494
86,true,2,https://api.elsevier.com/content/author/author_id/7005855030,7005855030,Roff D.,Roff,D. A.,D.A.,true,60002494
87,true,1,https://api.elsevier.com/content/author/author_id/7004462501,7004462501,Nylin S.,Nylin,S.,S.,true,60028378
87,true,2,https://api.elsevier.com/content/author/author_id/7005858781,7005858781,Wiklund C.,Wiklund,C.,C.,true,60028378
87,true,3,https://api.elsevier.com/content/author/author_id/6603002013,6603002013,Wickman P.O.,Wickman,P. O.,P.O.,true,60028378
87,true,4,https://api.elsevier.com/content/author/author_id/6603288121,6603288121,Garcia-Barros E.,Garcia-Barros,E.,E.,true,60028378
88,true,1,https://api.elsevier.com/content/author/author_id/57203349428,57203349428,Thomas S.,Thomas,S. C.,S.C.,true,60009982
88,true,2,https://api.elsevier.com/content/author/author_id/6602754409,6602754409,Lafrankie J.,Lafrankie,J. V.,J.V.,true,60009982
89,true,1,https://api.elsevier.com/content/author/author_id/6603841282,6603841282,Graumlich L.,Graumlich,L. J.,L.J.,true,60010065
89,true,2,https://api.elsevier.com/content/author/author_id/57206194753,57206194753,Davis M.,Davis,M. B.,M.B.,true,60010065
90,true,1,https://api.elsevier.com/content/author/author_id/6603705109,6603705109,Milbrath L.,Milbrath,L. R.,L.R.,true,60007776
90,true,2,https://api.elsevier.com/content/author/author_id/36154009400,36154009400,Tauber M.,Tauber,M. J.,M.J.,true,60007776
90,true,3,https://api.elsevier.com/content/author/author_id/7005037429,7005037429,Tauber C.,Tauber,C. A.,C.A.,true,60007776
91,true,1,https://api.elsevier.com/content/author/author_id/57203379762,57203379762,Campbell D.,Campbell,D. R.,D.R.,true,60007278
91,true,2,https://api.elsevier.com/content/author/author_id/6506972065,6506972065,Halama K.,Halama,K. J.,K.J.,true,60007278
92,true,1,https://api.elsevier.com/content/author/author_id/56885159000,56885159000,Groffman P.,Groffman,P. M.,P.M.,true,60010806
92,true,2,https://api.elsevier.com/content/author/author_id/7201456796,7201456796,Rice C.,Rice,C. W.,C.W.,true,60010806
92,true,3,https://api.elsevier.com/content/author/author_id/7102334551,7102334551,Tiedje J.,Tiedje,J. M.,J.M.,true,60010806
93,true,1,https://api.elsevier.com/content/author/author_id/7005254734,7005254734,Pennings S.C.,Pennings,S. C.,S.C.,true,60072876
93,true,2,https://api.elsevier.com/content/author/author_id/7007012852,7007012852,Nadeau M.T.,Nadeau,M. T.,M.T.,true,60072876
93,true,3,https://api.elsevier.com/content/author/author_id/7102371822,7102371822,Paul V.J.,Paul,V. J.,V.J.,true,60072876
94,true,1,https://api.elsevier.com/content/author/author_id/7101692863,7101692863,Kauffman J.,Kauffman,J. B.,J.B.,true,60013402
94,true,2,https://api.elsevier.com/content/author/author_id/7102623262,7102623262,Sanford R.,Sanford,R. L.,R.L.,true,60013402
94,true,3,https://api.elsevier.com/content/author/author_id/7102877195,7102877195,Cummings D.,Cummings,D. L.,D.L.,true,60013402
94,true,4,https://api.elsevier.com/content/author/author_id/6701817918,6701817918,Salcedo I.,Salcedo,I. H.,I.H.,true,60013402
94,true,5,https://api.elsevier.com/content/author/author_id/35617128600,35617128600,Sampaio E.,Sampaio,E. V.S.B.,E.V.S.B.,true,60013402
95,true,1,https://api.elsevier.com/content/author/author_id/7006062652,7006062652,Bormann B.,Bormann,B. T.,B.T.,true,60007901
96,true,1,https://api.elsevier.com/content/author/author_id/7004375740,7004375740,Aide T.M.,Aide,T. M.,T.M.,true,60071539
97,true,1,https://api.elsevier.com/content/author/author_id/35085824500,35085824500,Chappell M.,Chappell,M. A.,M.A.,true,60029526
97,true,2,https://api.elsevier.com/content/author/author_id/6602471519,6602471519,Shoemaker V.,Shoemaker,V. H.,V.H.,true,60029526
97,true,3,https://api.elsevier.com/content/author/author_id/7005861502,7005861502,Janes D.,Janes,D. N.,D.N.,true,60029526
97,true,4,https://api.elsevier.com/content/author/author_id/7007041737,7007041737,Bucher T.,Bucher,T. L.,T.L.,true,60029526
97,true,5,https://api.elsevier.com/content/author/author_id/7005810881,7005810881,Maloney S.,Maloney,S. K.,S.K.,true,60029526
98,true,1,https://api.elsevier.com/content/author/author_id/57212911988,57212911988,Sato K.,Sato,K.,K.,true,60011047
98,true,2,https://api.elsevier.com/content/author/author_id/57204609229,57204609229,Iwasa Y.,Iwasa,Y.,Y.,true,60011047
99,true,1,https://api.elsevier.com/content/author/author_id/7004998563,7004998563,De Meester L.,De Meester,L.,L.,true,60033316
100,true,1,https://api.elsevier.com/content/author/author_id/7102581412,7102581412,Hastings A.,Hastings,A.,A.,true,60014439
101,true,1,https://api.elsevier.com/content/author/author_id/6602713893,6602713893,Mustart P.,Mustart,P. J.,P.J.,true,60000356
101,true,2,https://api.elsevier.com/content/author/author_id/7007163910,7007163910,Cowling R.,Cowling,R. M.,R.M.,true,60000356
102,true,1,https://api.elsevier.com/content/author/author_id/7101730267,7101730267,Wootton J.,Wootton,J. T.,J.T.,NA,NA
103,true,1,https://api.elsevier.com/content/author/author_id/6602082490,6602082490,Soluk D.,Soluk,D. A.,D.A.,NA,NA
104,true,1,https://api.elsevier.com/content/author/author_id/7005679578,7005679578,Boggs C.,Boggs,C. L.,C.L.,true,60012708
104,true,2,https://api.elsevier.com/content/author/author_id/7402593437,7402593437,Ross C.,Ross,C. L.,C.L.,true,60012708
105,true,1,https://api.elsevier.com/content/author/author_id/57198298074,57198298074,Wayne P.,Wayne,P. M.,P.M.,true,60009982
105,true,2,https://api.elsevier.com/content/author/author_id/7005453999,7005453999,Bazzaz F.,Bazzaz,F. A.,F.A.,true,60009982
106,true,1,https://api.elsevier.com/content/author/author_id/7102154244,7102154244,Abrams P.,Abrams,P. A.,P.A.,true,60029445
107,true,1,https://api.elsevier.com/content/author/author_id/7004653622,7004653622,Lindroth R.,Lindroth,R. L.,R.L.,true,60032179
107,true,2,https://api.elsevier.com/content/author/author_id/7003958246,7003958246,Kinney K.,Kinney,K. K.,K.K.,true,60032179
107,true,3,https://api.elsevier.com/content/author/author_id/7006220134,7006220134,Platz C.,Platz,C. L.,C.L.,true,60032179
108,true,1,https://api.elsevier.com/content/author/author_id/7003440508,7003440508,Kadmon R.,Kadmon,R.,R.,true,60029747
108,true,2,https://api.elsevier.com/content/author/author_id/6701430941,6701430941,Pulliam H.,Pulliam,H. R.,H.R.,true,60029747
109,true,1,https://api.elsevier.com/content/author/author_id/7003978515,7003978515,Haila Y.,Haila,Y.,Y.,true,60002952
