entry_number,@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$
16,true,1,https://api.elsevier.com/content/author/author_id/6506194344,6506194344,Hustler K.,Hustler,K.,K.,true,100567222
16,true,2,https://api.elsevier.com/content/author/author_id/7006320744,7006320744,Howells W.,Howells,W. W.,W.W.,true,100567222
17,true,1,https://api.elsevier.com/content/author/author_id/6701669847,6701669847,Rogstad S.,Rogstad,Steven H.,S.H.,true,60009982
18,true,1,https://api.elsevier.com/content/author/author_id/7408054533,7408054533,Jones J.A.,Jones,Julia Allen,J.A.,true,60029241
19,true,1,https://api.elsevier.com/content/author/author_id/57207640772,57207640772,Maheswaran J.,Maheswaran,J.,J.,true,60071082
19,true,2,https://api.elsevier.com/content/author/author_id/6602843852,6602843852,Gunatilleke I.,Gunatilleke,I. A.U.N.,I.A.U.N.,true,60071082
20,true,1,https://api.elsevier.com/content/author/author_id/35551380400,35551380400,Clark D.B.,Clark,David B.,D.B.,true,60071925
20,true,2,https://api.elsevier.com/content/author/author_id/57200995038,57200995038,Clark D.A.,Clark,Deborah A.,D.A.,true,60071925
21,true,1,https://api.elsevier.com/content/author/author_id/57213793241,57213793241,Francis C.,Francis,Charles M.,C.M.,true,60016005
22,true,1,https://api.elsevier.com/content/author/author_id/7005139782,7005139782,Dunham K.,Dunham,Kevin M.,K.M.,true,100545414
23,true,1,https://api.elsevier.com/content/author/author_id/35607231600,35607231600,Turner I.M.,Turner,I. M.,I.M.,true,60026851
24,true,1,https://api.elsevier.com/content/author/author_id/6603378839,6603378839,Martínez-Yrízar A.,Martínez-Yrízar,Angelina,A.,true,60032442
24,true,2,https://api.elsevier.com/content/author/author_id/6602190843,6602190843,Sarukhán J.,Sarukhán,Jose,J.,true,60032442
25,true,1,https://api.elsevier.com/content/author/author_id/7003674569,7003674569,Friend G.,Friend,Gordon R.,G.R.,true,60032673
25,true,2,https://api.elsevier.com/content/author/author_id/6603588663,6603588663,Cellier K.,Cellier,Kevyn M.,K.M.,true,60008923
26,true,1,https://api.elsevier.com/content/author/author_id/7003874259,7003874259,Sukumar R.,Sukumar,R.,R.,true,60014097
27,true,1,https://api.elsevier.com/content/author/author_id/7501419777,7501419777,Brown S.,Brown,Sandra,S.,true,60000745
28,true,1,https://api.elsevier.com/content/author/author_id/6506874799,6506874799,Varty N.,Varty,Nigel,N.,true,60022148
29,true,1,https://api.elsevier.com/content/author/author_id/7007134599,7007134599,Tanner E.,Tanner,E. V.J.,E.V.J.,true,105250851
29,true,2,https://api.elsevier.com/content/author/author_id/6603141703,6603141703,Kapos V.,Kapos,V.,V.,true,60001319
29,true,3,https://api.elsevier.com/content/author/author_id/6506899019,6506899019,Freskos S.,Freskos,S.,S.,true,60017672
29,true,4,https://api.elsevier.com/content/author/author_id/7202423499,7202423499,Healey J.,Healey,J. R.,J.R.,true,105250851
29,true,5,https://api.elsevier.com/content/author/author_id/7003864571,7003864571,Theobald A.,Theobald,A. M.,A.M.,NA,NA
30,true,1,https://api.elsevier.com/content/author/author_id/7005765422,7005765422,Corlett R.,Corlett,Richard T.,R.T.,true,60017161
31,true,1,https://api.elsevier.com/content/author/author_id/7004214819,7004214819,Ackerly D.,Ackerly,David D.,D.D.,true,60020069
32,true,1,https://api.elsevier.com/content/author/author_id/7004348379,7004348379,Guyer C.,Guyer,Craig,C.,true,60029251
32,true,2,https://api.elsevier.com/content/author/author_id/35551077800,35551077800,Donnelly M.A.,Donnelly,Maureen A.,M.A.,true,60029251
33,true,1,https://api.elsevier.com/content/author/author_id/35369067900,35369067900,Medina E.,Medina,Ernesto,E.,true,60007866
33,true,2,https://api.elsevier.com/content/author/author_id/7004101006,7004101006,Motta N.,Motta,Norma,N.,true,60007866
34,true,1,https://api.elsevier.com/content/author/author_id/6506293587,6506293587,Lakanmi O.O.,Lakanmi,Olusola O.,O.O.,true,60006448
34,true,2,https://api.elsevier.com/content/author/author_id/6603253754,6603253754,Okusanya O.T.,Okusanya,Olubukanla T.,O.T.,true,60006448
35,true,1,https://api.elsevier.com/content/author/author_id/6603797566,6603797566,Raich J.,Raich,James W.,J.W.,true,60008724
35,true,2,https://api.elsevier.com/content/author/author_id/25649557900,25649557900,Khoon G.,Khoon,Gong Wooi,G.W.,true,60000906
36,true,1,https://api.elsevier.com/content/author/author_id/6602933580,6602933580,Amubode F.,Amubode,Felix O.,F.O.,true,116743445
36,true,2,https://api.elsevier.com/content/author/author_id/6506082846,6506082846,Boshe J.,Boshe,John I.,J.I.,true,116743445
37,true,1,https://api.elsevier.com/content/author/author_id/7004270272,7004270272,Bodmer R.,Bodmer,Richard E.,R.E.,true,60031101
38,true,1,https://api.elsevier.com/content/author/author_id/7003637015,7003637015,Flanagan G.,Flanagan,G. J.,G.J.,true,60023392
38,true,2,https://api.elsevier.com/content/author/author_id/7404896453,7404896453,Wilson C.,Wilson,C. G.,C.G.,true,60023392
38,true,3,https://api.elsevier.com/content/author/author_id/7007085127,7007085127,Gillett J.,Gillett,J. D.,J.D.,true,60023392
39,true,1,https://api.elsevier.com/content/author/author_id/7201460761,7201460761,Fleming T.H.,Fleming,Theodore H.,T.H.,true,60029251
39,true,2,https://api.elsevier.com/content/author/author_id/57225979829,57225979829,Williams C.F.,Williams,Charles F.,C.F.,true,60029251
40,true,1,https://api.elsevier.com/content/author/author_id/16423139900,16423139900,So P.,So,Ping Man,P.M.,true,60006541
40,true,2,https://api.elsevier.com/content/author/author_id/7006559840,7006559840,Dudgeon D.,Dudgeon,David,D.,true,60006541
