@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,1,https://api.elsevier.com/content/author/author_id/7404530289,7404530289,Wilson G.B.,Wilson,G. B.,G.B.,true,100522655,1
true,2,https://api.elsevier.com/content/author/author_id/55574210027,55574210027,Wright J.,Wright,J.,J.,true,100522655,1
true,3,https://api.elsevier.com/content/author/author_id/6506066575,6506066575,Lusby P.,Lusby,P.,P.,true,100522655,1
true,4,https://api.elsevier.com/content/author/author_id/7006542601,7006542601,Whittington W.J.,Whittington,W. J.,W.J.,true,100522655,1
true,5,https://api.elsevier.com/content/author/author_id/57198159356,57198159356,Humphries R.N.,Humphries,R. N.,R.N.,true,100522655,1
true,1,https://api.elsevier.com/content/author/author_id/7403669728,7403669728,Dixon J.,Dixon,J. M.,J.M.,true,60008524,2
true,1,https://api.elsevier.com/content/author/author_id/6504703969,6504703969,Saulnier T.,Saulnier,T. P.,T.P.,true,60029680,3
true,2,https://api.elsevier.com/content/author/author_id/6603831844,6603831844,Reekie E.,Reekie,E. G.,E.G.,true,60029680,3
true,1,https://api.elsevier.com/content/author/author_id/7103277600,7103277600,Prentice H.,Prentice,H. C.,H.C.,true,60029170,4
true,2,https://api.elsevier.com/content/author/author_id/6603872361,6603872361,Lonn M.,Lonn,M.,M.,true,60029170,4
true,3,https://api.elsevier.com/content/author/author_id/7003946429,7003946429,Lefkovitch L.,Lefkovitch,L. P.,L.P.,true,60029170,4
true,4,https://api.elsevier.com/content/author/author_id/6602211377,6602211377,Runyeon H.,Runyeon,H.,H.,true,60029170,4
true,1,https://api.elsevier.com/content/author/author_id/7401583782,7401583782,Kelly C.,Kelly,C. K.,C.K.,true,60024438,5
true,2,https://api.elsevier.com/content/author/author_id/7005902678,7005902678,Woodward F.,Woodward,F. I.,F.I.,true,60024438,5
true,1,https://api.elsevier.com/content/author/author_id/7003336376,7003336376,Sheil D.,Sheil,D.,D.,true,60026851,6
true,2,https://api.elsevier.com/content/author/author_id/6701844654,6701844654,Burslem D.,Burslem,D. F.,D.F.,true,60026851,6
true,3,https://api.elsevier.com/content/author/author_id/6602852846,6602852846,Alder D.,Alder,D.,D.,true,60026851,6
true,1,https://api.elsevier.com/content/author/author_id/56211780300,56211780300,Weiner J.,Weiner,J.,J.,true,60002817,7
true,1,https://api.elsevier.com/content/author/author_id/6603800187,6603800187,Tallis J.,Tallis,J. H.,J.H.,true,60003771,8
true,1,https://api.elsevier.com/content/author/author_id/7003527276,7003527276,Newsham K.,Newsham,K. K.,K.K.,true,60004708,9
true,2,https://api.elsevier.com/content/author/author_id/7005247729,7005247729,Fitter A.,Fitter,A. H.,A.H.,true,60004708,9
true,3,https://api.elsevier.com/content/author/author_id/56711666600,56711666600,Watkinson A.,Watkinson,A. R.,A.R.,true,60004708,9
true,1,https://api.elsevier.com/content/author/author_id/7103146303,7103146303,Burdon J.,Burdon,J. J.,J.J.,true,60023392,10
true,2,https://api.elsevier.com/content/author/author_id/57197984623,57197984623,Ericson L.,Ericson,L.,L.,true,60023392,10
true,3,https://api.elsevier.com/content/author/author_id/9434612000,9434612000,Muller W.,Muller,W. J.,W.J.,true,60023392,10
true,1,https://api.elsevier.com/content/author/author_id/7103198201,7103198201,Tyler C.,Tyler,C. M.,C.M.,true,60029241,11
true,1,https://api.elsevier.com/content/author/author_id/57199445839,57199445839,Miller R.,Miller,R. E.,R.E.,true,60008724,12
true,2,https://api.elsevier.com/content/author/author_id/6701631330,6701631330,Ver Hoef J.,Ver Hoef,J. M.,J.M.,true,60008724,12
true,3,https://api.elsevier.com/content/author/author_id/7103093897,7103093897,Fowler N.,Fowler,N. L.,N.L.,true,60008724,12
true,1,https://api.elsevier.com/content/author/author_id/57201608754,57201608754,Pare D.,Pare,D.,D.,true,60027863,13
true,2,https://api.elsevier.com/content/author/author_id/7006384506,7006384506,Bergeron Y.,Bergeron,Y.,Y.,true,60027863,13
true,1,https://api.elsevier.com/content/author/author_id/7404005339,7404005339,Wright S.,Wright,S. J.,S.J.,true,60030522,14
true,2,https://api.elsevier.com/content/author/author_id/7003695352,7003695352,Calderon O.,Calderon,O.,O.,true,60030522,14
true,1,https://api.elsevier.com/content/author/author_id/7801502660,7801502660,Lescop-Sinclair K.,Lescop-Sinclair,K.,K.,true,60032619,15
true,2,https://api.elsevier.com/content/author/author_id/7006542031,7006542031,Payette S.,Payette,S.,S.,true,60032619,15
true,1,https://api.elsevier.com/content/author/author_id/6602791620,6602791620,Vleeshouwers L.,Vleeshouwers,L. M.,L.M.,true,60004156,16
true,2,https://api.elsevier.com/content/author/author_id/7005134506,7005134506,Bouwmeester H.,Bouwmeester,H. J.,H.J.,true,60004156,16
true,3,https://api.elsevier.com/content/author/author_id/6602838406,6602838406,Karssen C.,Karssen,C. M.,C.M.,true,60004156,16
true,1,https://api.elsevier.com/content/author/author_id/7005620389,7005620389,Farnsworth E.,Farnsworth,E. J.,E.J.,true,60009982,17
true,2,https://api.elsevier.com/content/author/author_id/6603797960,6603797960,Nunez-Farfan J.,Nunez-Farfan,J.,J.,true,60009982,17
true,3,https://api.elsevier.com/content/author/author_id/6506837152,6506837152,Careaga S.,Careaga,S. A.,S.A.,true,60009982,17
true,4,https://api.elsevier.com/content/author/author_id/7005453999,7005453999,Bazzaz F.,Bazzaz,F. A.,F.A.,true,60009982,17
true,1,https://api.elsevier.com/content/author/author_id/7004280296,7004280296,Trowbridge C.D.,Trowbridge,C. D.,C.D.,true,60013402,18
