@_fa,@seq,author-url,authid,authname,surname,given-name,initials,entry_number,afid.@_fa,afid.$
true,1,https://api.elsevier.com/content/author/author_id/6603887949,6603887949,Winder M.,Winder,Monika,M.,1,NA,NA
true,2,https://api.elsevier.com/content/author/author_id/7102770247,7102770247,Schindler D.,Schindler,Daniel E.,D.E.,1,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/7004411995,7004411995,Hedin L.,Hedin,Lars O.,L.O.,2,NA,NA
true,2,https://api.elsevier.com/content/author/author_id/7006021743,7006021743,Vitousek P.,Vitousek,Peter M.,P.M.,2,NA,NA
true,3,https://api.elsevier.com/content/author/author_id/7005363686,7005363686,Matson P.,Matson,Pamela A.,P.A.,2,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/55950822300,55950822300,Coulson T.,Coulson,Tim,T.,3,NA,NA
true,2,https://api.elsevier.com/content/author/author_id/35563280800,35563280800,Guinness F.,Guinness,Fiona,F.,3,NA,NA
true,3,https://api.elsevier.com/content/author/author_id/7202115276,7202115276,Pemberton J.,Pemberton,Josephine,J.,3,NA,NA
true,4,https://api.elsevier.com/content/author/author_id/7005942965,7005942965,Clutton-Brock T.,Clutton-Brock,Tim,T.,3,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/6701786317,6701786317,Worm B.,Worm,Boris,B.,4,NA,NA
true,2,https://api.elsevier.com/content/author/author_id/7403701221,7403701221,Myers R.,Myers,Ransom A.,R.A.,4,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/6603580109,6603580109,Terral J.F.,Terral,J. F.,J.F.,5,true,60083827
true,2,https://api.elsevier.com/content/author/author_id/6506999430,6506999430,Badal E.,Badal,E.,E.,5,true,60002644
true,3,https://api.elsevier.com/content/author/author_id/7005378201,7005378201,Heinz C.,Heinz,C.,C.,5,true,60083827
true,4,https://api.elsevier.com/content/author/author_id/6603177487,6603177487,Roiron P.,Roiron,P.,P.,5,true,60083827
true,5,https://api.elsevier.com/content/author/author_id/57193317025,57193317025,Thiebault S.,Thiebault,S.,S.,5,true,60198716
true,6,https://api.elsevier.com/content/author/author_id/6603067806,6603067806,Figueiral I.,Figueiral,I.,I.,5,true,60083827
true,1,https://api.elsevier.com/content/author/author_id/7202319462,7202319462,Andersson P.G.,Andersson,Per Gösta,P.G.,6,true,60009358
true,1,https://api.elsevier.com/content/author/author_id/8878555900,8878555900,Blair A.,Blair,Amy C.,A.C.,7,true,60020059
true,2,https://api.elsevier.com/content/author/author_id/7201866230,7201866230,Wolfe L.,Wolfe,Lorne M.,L.M.,7,true,60020059
true,1,https://api.elsevier.com/content/author/author_id/7005826836,7005826836,Nisbet R.,Nisbet,Roger M.,R.M.,8,true,60029241
true,2,https://api.elsevier.com/content/author/author_id/7005935988,7005935988,McCauley E.,McCauley,Edward,E.,8,true,60002306
true,3,https://api.elsevier.com/content/author/author_id/7004778095,7004778095,Gurney W.,Gurney,William S.C.,W.S.C.,8,true,60024724
true,4,https://api.elsevier.com/content/author/author_id/7102193955,7102193955,Murdoch W.,Murdoch,William W.,W.W.,8,true,60029241
true,5,https://api.elsevier.com/content/author/author_id/7401448389,7401448389,Wood S.,Wood,Simon N.,S.N.,8,true,60001490
true,1,https://api.elsevier.com/content/author/author_id/6602955917,6602955917,Almany G.,Almany,Glenn R.,G.R.,9,true,60019870
true,2,https://api.elsevier.com/content/author/author_id/57206441160,57206441160,Webster M.,Webster,Michael S.,M.S.,9,true,60013402
true,1,https://api.elsevier.com/content/author/author_id/7005705727,7005705727,Juliano S.,Juliano,Steven A.,S.A.,10,true,60031975
true,2,https://api.elsevier.com/content/author/author_id/57199953217,57199953217,Olson J.,Olson,Jennifer R.,J.R.,10,true,60031975
true,3,https://api.elsevier.com/content/author/author_id/6603427362,6603427362,Murrell E.,Murrell,Ebony G.,E.G.,10,true,60031975
true,4,https://api.elsevier.com/content/author/author_id/6603980208,6603980208,Hatle J.,Hatle,John D.,J.D.,10,true,60031975
true,1,https://api.elsevier.com/content/author/author_id/55179730100,55179730100,Brandt M.,Brandt,Miriam,M.,11,true,60030807
true,2,https://api.elsevier.com/content/author/author_id/6701350088,6701350088,Foitzik S.,Foitzik,Susanne,S.,11,true,60030807
true,1,https://api.elsevier.com/content/author/author_id/7103375843,7103375843,Leary J.,Leary,James J.K.,J.J.K.,12,true,60013791
true,2,https://api.elsevier.com/content/author/author_id/7005503864,7005503864,Singleton P.,Singleton,Paul W.,P.W.,12,true,60013791
true,3,https://api.elsevier.com/content/author/author_id/7003573829,7003573829,Borthakur D.,Borthakur,Dulal,D.,12,true,60013791
true,1,https://api.elsevier.com/content/author/author_id/7403498714,7403498714,Barrett J.,Barrett,J. E.,J.E.,13,true,60010756
true,2,https://api.elsevier.com/content/author/author_id/7003676672,7003676672,Virginia R.,Virginia,Ross A.,R.A.,13,true,60010756
