@_fa,@seq,author-url,authid,authname,surname,given-name,initials,entry_number,afid.@_fa,afid.$
true,1,https://api.elsevier.com/content/author/author_id/55947308900,55947308900,Taylor E.B.,Taylor,E. B.,E.B.,1,NA,NA
true,2,https://api.elsevier.com/content/author/author_id/7004322416,7004322416,Bentzen P.,Bentzen,P.,P.,1,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/7007058970,7007058970,Zink R.M.,Zink,R. M.,R.M.,2,true,60007566
true,2,https://api.elsevier.com/content/author/author_id/6603139814,6603139814,Dittmann D.L.,Dittmann,D. L.,D.L.,2,true,60007566
true,1,https://api.elsevier.com/content/author/author_id/7004422996,7004422996,Hoikkala A.,Hoikkala,A.,A.,3,true,60012954
true,2,https://api.elsevier.com/content/author/author_id/6603985683,6603985683,Aspi J.,Aspi,J.,J.,3,true,60012954
true,1,https://api.elsevier.com/content/author/author_id/7202305292,7202305292,Howard D.J.,Howard,D. J.,D.J.,4,true,60002162
true,2,https://api.elsevier.com/content/author/author_id/7102866397,7102866397,Waring G.L.,Waring,G. L.,G.L.,4,true,60002162
true,3,https://api.elsevier.com/content/author/author_id/6603278746,6603278746,Tibbets C.A.,Tibbets,C. A.,C.A.,4,true,60002162
true,4,https://api.elsevier.com/content/author/author_id/35977695300,35977695300,Gregory P.G.,Gregory,P. G.,P.G.,4,true,60002162
true,1,https://api.elsevier.com/content/author/author_id/7402590016,7402590016,Willis J.H.,Willis,J. H.,J.H.,5,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/7102154244,7102154244,Abrams P.A.,Abrams,P. A.,P.A.,6,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/6508037023,6508037023,Rigney L.P.,Rigney,L. P.,L.P.,7,true,60026415
true,2,https://api.elsevier.com/content/author/author_id/7402682170,7402682170,Thomson J.D.,Thomson,J. D.,J.D.,7,true,60026415
true,3,https://api.elsevier.com/content/author/author_id/6701414273,6701414273,Cruzan M.B.,Cruzan,M. B.,M.B.,7,true,60026415
true,4,https://api.elsevier.com/content/author/author_id/55254674700,55254674700,Brunet J.,Brunet,J.,J.,7,true,60026415
true,1,https://api.elsevier.com/content/author/author_id/6701414273,6701414273,Cruzan M.B.,Cruzan,M. B.,M.B.,8,true,60016849
true,2,https://api.elsevier.com/content/author/author_id/7201982686,7201982686,Barrett S.C.H.,Barrett,S. C.H.,S.C.H.,8,true,60016849
true,1,https://api.elsevier.com/content/author/author_id/6603689551,6603689551,Etges W.J.,Etges,W. J.,W.J.,9,true,60004862
true,1,https://api.elsevier.com/content/author/author_id/6603828239,6603828239,Futuyma D.J.,Futuyma,D. J.,D.J.,10,true,60026415
true,2,https://api.elsevier.com/content/author/author_id/6701672799,6701672799,Keese M.C.,Keese,M. C.,M.C.,10,true,60026415
true,3,https://api.elsevier.com/content/author/author_id/6701734533,6701734533,Scheffer S.J.,Scheffer,S. J.,S.J.,10,true,60026415
true,1,https://api.elsevier.com/content/author/author_id/7102692225,7102692225,Sultan S.E.,Sultan,S. E.,S.E.,11,true,60029788
true,2,https://api.elsevier.com/content/author/author_id/7005453999,7005453999,Bazzaz F.A.,Bazzaz,F. A.,F.A.,11,true,60029788
true,1,https://api.elsevier.com/content/author/author_id/7202704331,7202704331,Hunter C.L.,Hunter,C. L.,C.L.,12,true,60002807
true,1,https://api.elsevier.com/content/author/author_id/7005146561,7005146561,Veiga J.P.,Veiga,J. P.,J.P.,13,true,60015098
true,1,https://api.elsevier.com/content/author/author_id/56858481900,56858481900,Wedell N.,Wedell,N.,N.,14,true,60028378
true,1,https://api.elsevier.com/content/author/author_id/7003988847,7003988847,Galen C.,Galen,C.,C.,15,true,60006173
true,1,https://api.elsevier.com/content/author/author_id/6701571039,6701571039,De Lope F.,De Lope,F.,F.,16,true,60017838
true,2,https://api.elsevier.com/content/author/author_id/55574503700,55574503700,Moller A.P.,Moller,A. P.,A.P.,16,true,60017838
