@_fa,@seq,author-url,authid,authname,surname,given-name,initials,entry_number,afid.@_fa,afid.$
true,1,https://api.elsevier.com/content/author/author_id/6602355314,6602355314,Stuart-Fox D.,Stuart-Fox,D. M.,D.M.,1,NA,NA
true,2,https://api.elsevier.com/content/author/author_id/6602290833,6602290833,Moussalli A.,Moussalli,A.,A.,1,NA,NA
true,3,https://api.elsevier.com/content/author/author_id/7402121660,7402121660,Johnston G.,Johnston,G. R.,G.R.,1,NA,NA
true,4,https://api.elsevier.com/content/author/author_id/57203646252,57203646252,Owens I.,Owens,I. P.F.,I.P.F.,1,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/6603208245,6603208245,Moyle L.,Moyle,L. C.,L.C.,2,NA,NA
true,2,https://api.elsevier.com/content/author/author_id/7402053059,7402053059,Olson M.,Olson,M. S.,M.S.,2,NA,NA
true,3,https://api.elsevier.com/content/author/author_id/7003835274,7003835274,Tiffin P.,Tiffin,P.,P.,2,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/9238616000,9238616000,Swenson N.G.,Swenson,Nathan G.,N.G.,3,true,60002162
true,2,https://api.elsevier.com/content/author/author_id/7202305292,7202305292,Howard D.J.,Howard,Daniel J.,D.J.,3,true,60002162
true,1,https://api.elsevier.com/content/author/author_id/57203108883,57203108883,Fedorka K.,Fedorka,Kenneth M.,K.M.,4,true,60029526
true,2,https://api.elsevier.com/content/author/author_id/7006194109,7006194109,Zuk M.,Zuk,Marlene,M.,4,true,60029526
true,3,https://api.elsevier.com/content/author/author_id/7004473969,7004473969,Mousseau T.,Mousseau,Timothy A.,T.A.,4,true,60018179
true,1,https://api.elsevier.com/content/author/author_id/8297510800,8297510800,Uller T.,Uller,Tobias,T.,5,true,60016437
true,2,https://api.elsevier.com/content/author/author_id/34571147100,34571147100,Massot M.,Massot,Manuel,M.,5,true,60008134
true,3,https://api.elsevier.com/content/author/author_id/7201417452,7201417452,Richard M.,Richard,Murielle,M.,5,true,60008134
true,4,https://api.elsevier.com/content/author/author_id/56243244400,56243244400,Lecomte J.,Lecomte,Jane,J.,5,true,60008134
true,5,https://api.elsevier.com/content/author/author_id/7004597926,7004597926,Clobert J.,Clobert,Jean,J.,5,true,60008134
true,1,https://api.elsevier.com/content/author/author_id/22235859900,22235859900,Spitzer B.W.,Spitzer,Brian W.,B.W.,6,true,60014439
true,1,https://api.elsevier.com/content/author/author_id/7004687614,7004687614,Pauly G.,Pauly,Gregory B.,G.B.,7,true,60013372
true,2,https://api.elsevier.com/content/author/author_id/7005224338,7005224338,Hillis D.,Hillis,David M.,D.M.,7,true,60013372
true,3,https://api.elsevier.com/content/author/author_id/6603939009,6603939009,Cannatella D.,Cannatella,David C.,D.C.,7,true,60013372
true,1,https://api.elsevier.com/content/author/author_id/57213948322,57213948322,Hoffman E.,Hoffman,Eric A.,E.A.,8,true,60013402
true,2,https://api.elsevier.com/content/author/author_id/36954639900,36954639900,Schueler F.,Schueler,Frederick W.,F.W.,8,true,100703510
true,3,https://api.elsevier.com/content/author/author_id/7006108892,7006108892,Blouin M.,Blouin,Michael S.,M.S.,8,true,60013402
true,1,https://api.elsevier.com/content/author/author_id/7003467585,7003467585,Fain M.G.,Fain,Matthew G.,M.G.,9,true,60002162
true,2,https://api.elsevier.com/content/author/author_id/8790368100,8790368100,Houde P.,Houde,Peter,P.,9,true,60002162
true,1,https://api.elsevier.com/content/author/author_id/35740471800,35740471800,Hansson B.,Hansson,Bengt,B.,10,true,60029170
true,2,https://api.elsevier.com/content/author/author_id/7007032398,7007032398,Bensch S.,Bensch,Staffan,S.,10,true,60029170
true,3,https://api.elsevier.com/content/author/author_id/7003573951,7003573951,Hasselquist D.,Hasselquist,Dennis,D.,10,true,60029170
true,1,https://api.elsevier.com/content/author/author_id/7004123448,7004123448,Jennions M.,Jennions,Michael D.,M.D.,11,true,60008950
true,2,https://api.elsevier.com/content/author/author_id/35080450600,35080450600,Hunt J.,Hunt,John,J.,11,true,60028333
true,3,https://api.elsevier.com/content/author/author_id/36803385900,36803385900,Graham R.,Graham,Russell,R.,11,true,60008950
true,4,https://api.elsevier.com/content/author/author_id/7402358605,7402358605,Brooks R.,Brooks,Robert,R.,11,true,60028333
