@_fa,@seq,author-url,authid,authname,surname,given-name,initials,entry_number,afid.@_fa,afid.$
true,1,https://api.elsevier.com/content/author/author_id/6603630671,6603630671,Preszler R.,Preszler,R. W.,R.W.,138,true,60023517
true,2,https://api.elsevier.com/content/author/author_id/7402530526,7402530526,Price P.,Price,P. W.,P.W.,138,true,60023517
true,1,https://api.elsevier.com/content/author/author_id/16462593500,16462593500,Compton S.,Compton,S. G.,S.G.,139,true,60026548
true,2,https://api.elsevier.com/content/author/author_id/7203066500,7203066500,Robertson H.,Robertson,H. G.,H.G.,139,true,60026548
true,1,https://api.elsevier.com/content/author/author_id/7201547672,7201547672,Strong D.R.,Strong,D. R.,D.R.,140,true,60002092
true,1,https://api.elsevier.com/content/author/author_id/7404502338,7404502338,Williams B.K.,Williams,B. K.,B.K.,141,true,101834386
true,2,https://api.elsevier.com/content/author/author_id/57215742641,57215742641,Titus K.,Titus,K.,K.,141,true,101834386
true,1,https://api.elsevier.com/content/author/author_id/35351356600,35351356600,Devlin B.,Devlin,B.,B.,142,true,60001439
true,1,https://api.elsevier.com/content/author/author_id/7402868343,7402868343,Burke M.K.,Burke,M. K.,M.K.,143,true,60028269
true,2,https://api.elsevier.com/content/author/author_id/7101680781,7101680781,Leblanc D.C.,Leblanc,D. C.,D.C.,143,true,60028269
true,1,https://api.elsevier.com/content/author/author_id/7101613000,7101613000,Bach C.,Bach,C. E.,C.E.,144,true,60025778
true,1,https://api.elsevier.com/content/author/author_id/7004143327,7004143327,Joos B.,Joos,B.,B.,145,true,60029503
true,2,https://api.elsevier.com/content/author/author_id/7102925477,7102925477,Casey T.,Casey,T. M.,T.M.,145,true,60029503
true,3,https://api.elsevier.com/content/author/author_id/7101764285,7101764285,Fitzgerald T.,Fitzgerald,T. D.,T.D.,145,true,60029503
true,4,https://api.elsevier.com/content/author/author_id/6701670274,6701670274,Buttemer W.,Buttemer,W. A.,W.A.,145,true,60029503
true,1,https://api.elsevier.com/content/author/author_id/7103226925,7103226925,Moran N.,Moran,N. A.,N.A.,146,true,60010065
true,2,https://api.elsevier.com/content/author/author_id/7004648942,7004648942,Whitham T.,Whitham,T. G.,T.G.,146,true,60010065
true,1,https://api.elsevier.com/content/author/author_id/7202368507,7202368507,Franco A.,Franco,A. C.,A.C.,147,true,60027550
true,2,https://api.elsevier.com/content/author/author_id/7005413170,7005413170,Nobel P.,Nobel,P. S.,P.S.,147,true,60027550
true,1,https://api.elsevier.com/content/author/author_id/7003289416,7003289416,Schemske D.,Schemske,D. W.,D.W.,148,true,60029278
true,2,https://api.elsevier.com/content/author/author_id/6603674522,6603674522,Horvitz C.,Horvitz,C. C.,C.C.,148,true,60029278
true,1,https://api.elsevier.com/content/author/author_id/35491355700,35491355700,Paine R.,Paine,R. T.,R.T.,149,true,60015481
true,1,https://api.elsevier.com/content/author/author_id/6602158939,6602158939,Knisley C.,Knisley,C. B.,C.B.,150,true,60015087
true,2,https://api.elsevier.com/content/author/author_id/7005705727,7005705727,Juliano S.,Juliano,S. A.,S.A.,150,true,60015087
true,1,https://api.elsevier.com/content/author/author_id/7005437840,7005437840,Slagsvold T.,Slagsvold,T.,T.,151,true,60010348
true,2,https://api.elsevier.com/content/author/author_id/7003817146,7003817146,Lifjeld J.,Lifjeld,J. T.,J.T.,151,true,60010348
true,1,https://api.elsevier.com/content/author/author_id/7003273684,7003273684,Rydin H.,Rydin,H.,H.,152,true,100357522
true,2,https://api.elsevier.com/content/author/author_id/6602881253,6602881253,Borgegard S.,Borgegard,S. O.,S.O.,152,true,100357522
true,1,https://api.elsevier.com/content/author/author_id/7101613000,7101613000,Bach C.,Bach,C. E.,C.E.,153,true,60025778
true,1,https://api.elsevier.com/content/author/author_id/7006769507,7006769507,Spies T.,Spies,T. A.,T.A.,154,true,60007901
true,2,https://api.elsevier.com/content/author/author_id/7202890425,7202890425,Franklin J.,Franklin,J. F.,J.F.,154,true,60007901
true,3,https://api.elsevier.com/content/author/author_id/7401541730,7401541730,Thomas T.,Thomas,T. B.,T.B.,154,true,60007901
true,1,https://api.elsevier.com/content/author/author_id/55667474300,55667474300,Harvell C.,Harvell,C. D.,C.D.,155,true,60007776
