@_fa,@seq,author-url,authid,authname,surname,given-name,initials,entry_number,afid.@_fa,afid.$
true,1,https://api.elsevier.com/content/author/author_id/35280094600,35280094600,Murray D.,Murray,D. L.,D.L.,1,NA,NA
true,2,https://api.elsevier.com/content/author/author_id/7006826782,7006826782,Cary J.,Cary,J. R.,J.R.,1,NA,NA
true,3,https://api.elsevier.com/content/author/author_id/7102038644,7102038644,Keith L.,Keith,L. B.,L.B.,1,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/57205697885,57205697885,Gordon I.,Gordon,I. J.,I.J.,2,NA,NA
true,2,https://api.elsevier.com/content/author/author_id/7003689072,7003689072,Illius A.,Illius,A. W.,A.W.,2,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/7006352204,7006352204,Ruxton G.,Ruxton,Graeme,G.,3,true,60001490
true,2,https://api.elsevier.com/content/author/author_id/57194514028,57194514028,Gonzalez-Andujar J.,Gonzalez-Andujar,Jose L.,J.L.,3,true,60023005
true,3,https://api.elsevier.com/content/author/author_id/7401517887,7401517887,Perry J.,Perry,Joe N.,J.N.,3,true,60002793
true,1,https://api.elsevier.com/content/author/author_id/7003671875,7003671875,Klemola T.,Klemola,Tero,T.,4,true,60006876
true,2,https://api.elsevier.com/content/author/author_id/7004161931,7004161931,Koivula M.,Koivula,Minna,M.,4,true,60006876
true,3,https://api.elsevier.com/content/author/author_id/7006409967,7006409967,Korpimäki E.,Korpimäki,Erkki,E.,4,true,60006876
true,4,https://api.elsevier.com/content/author/author_id/7003708194,7003708194,Norrdahl K.,Norrdahl,Kai,K.,4,true,60006876
true,1,https://api.elsevier.com/content/author/author_id/36641174200,36641174200,Ramsay S.L.,Ramsay,Scot L.,S.L.,5,true,60001490
true,2,https://api.elsevier.com/content/author/author_id/7102072890,7102072890,Houston D.C.,Houston,David C.,D.C.,5,true,60001490
true,1,https://api.elsevier.com/content/author/author_id/7005076476,7005076476,Negro J.,Negro,Juan J.,J.J.,6,true,60006627
true,2,https://api.elsevier.com/content/author/author_id/7003612699,7003612699,Hiraldo F.,Hiraldo,Fernando,F.,6,true,60006627
true,3,https://api.elsevier.com/content/author/author_id/7003603310,7003603310,Donázar J.,Donázar,J. A.,J.A.,6,true,60006627
true,1,https://api.elsevier.com/content/author/author_id/7102529617,7102529617,Beauchamp G.,Beauchamp,G.,G.,7,true,60033154
true,2,https://api.elsevier.com/content/author/author_id/6602759218,6602759218,Bélisle M.,Bélisle,M.,M.,7,true,60033154
true,3,https://api.elsevier.com/content/author/author_id/7004167906,7004167906,Giraldeau L.,Giraldeau,L. A.,L.A.,7,true,60033154
true,1,https://api.elsevier.com/content/author/author_id/6505854718,6505854718,Stelter C.,Stelter,Christian,C.,8,true,60018229
true,2,https://api.elsevier.com/content/author/author_id/7102532328,7102532328,Reich M.,Reich,Michael,M.,8,true,60012556
true,3,https://api.elsevier.com/content/author/author_id/7006008102,7006008102,Grimm V.,Grimm,Volker,V.,8,true,60018229
true,4,https://api.elsevier.com/content/author/author_id/7003746543,7003746543,Wissel C.,Wissel,Christian,C.,8,true,60018229
true,1,https://api.elsevier.com/content/author/author_id/7202182903,7202182903,Tobias J.,Tobias,Joe,J.,9,true,60031101
true,1,https://api.elsevier.com/content/author/author_id/6603377653,6603377653,Gardarsson A.,Gardarsson,Arnthor,A.,10,true,60071113
true,2,https://api.elsevier.com/content/author/author_id/6701764612,6701764612,Einarsson A.,Einarsson,Arni,A.,10,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/56582665400,56582665400,Gaston K.,Gaston,Kevin J.,K.J.,11,true,60001881
true,2,https://api.elsevier.com/content/author/author_id/7102086774,7102086774,Blackburn T.,Blackburn,Tim M.,T.M.,11,true,60015150
true,3,https://api.elsevier.com/content/author/author_id/7102180766,7102180766,Lawton J.,Lawton,John H.,J.H.,11,true,60015150
true,1,https://api.elsevier.com/content/author/author_id/7004612446,7004612446,Magrath R.D.,Magrath,Robert D.,R.D.,12,true,60008950
true,2,https://api.elsevier.com/content/author/author_id/6603748574,6603748574,Yezerinac S.M.,Yezerinac,Stephen M.,S.M.,12,true,60008950
true,1,https://api.elsevier.com/content/author/author_id/7004683954,7004683954,Merilä J.,Merilä,Juha,J.,13,true,60003858
true,2,https://api.elsevier.com/content/author/author_id/7006393599,7006393599,Wiggins D.A.,Wiggins,David A.,D.A.,13,true,60003858
true,1,https://api.elsevier.com/content/author/author_id/7203008511,7203008511,Torres R.,Torres,Roxana,R.,14,true,60174564
true,2,https://api.elsevier.com/content/author/author_id/7005501295,7005501295,Drummond H.,Drummond,Hugh,H.,14,true,60174564
true,1,https://api.elsevier.com/content/author/author_id/25955486900,25955486900,Armstrong J.,Armstrong,John D.,J.D.,15,true,60028167
true,1,https://api.elsevier.com/content/author/author_id/7004129135,7004129135,Arlettaz R.,Arlettaz,Raphaël,R.,16,true,60000239
true,2,https://api.elsevier.com/content/author/author_id/7005154574,7005154574,Perrin N.,Perrin,Nicolas,N.,16,true,60000239
true,3,https://api.elsevier.com/content/author/author_id/7003359703,7003359703,Hausser J.,Hausser,Jacques,J.,16,true,60000239
true,1,https://api.elsevier.com/content/author/author_id/7102435551,7102435551,Stillman R.,Stillman,R. A.,R.A.,17,true,60004708
true,2,https://api.elsevier.com/content/author/author_id/7007060771,7007060771,Goss-Custard J.,Goss-Custard,J. D.,J.D.,17,true,60004708
true,3,https://api.elsevier.com/content/author/author_id/7004278329,7004278329,Caldow R.,Caldow,R. W.G.,R.W.G.,17,true,60004708
true,1,https://api.elsevier.com/content/author/author_id/7102193955,7102193955,Murdoch W.,Murdoch,William W.,W.W.,18,true,60029241
true,2,https://api.elsevier.com/content/author/author_id/7101992214,7101992214,Briggs C.,Briggs,Cheryl J.,C.J.,18,true,60025038
true,3,https://api.elsevier.com/content/author/author_id/7005826836,7005826836,Nisbet R.,Nisbet,Roger M.,R.M.,18,true,60029241
