@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,1,https://api.elsevier.com/content/author/author_id/6603674522,6603674522,Horvitz C.,Horvitz,Carol C.,C.C.,true,60029251,1
true,2,https://api.elsevier.com/content/author/author_id/7005031926,7005031926,Sternberg L.,Sternberg,Leonel Da Silveira Lobo O.reilly,L.D.S.L.O.r.,true,60029251,1
true,1,https://api.elsevier.com/content/author/author_id/6603928649,6603928649,Theimer T.,Theimer,Tad C.,T.C.,true,60023517,2
true,2,https://api.elsevier.com/content/author/author_id/7006666680,7006666680,Gehring C.,Gehring,Catherine A.,C.A.,NA,NA,2
true,1,https://api.elsevier.com/content/author/author_id/55989546500,55989546500,Fonseca C.R.,Fonseca,Carlos Roberto,C.R.,true,60026851,3
true,1,https://api.elsevier.com/content/author/author_id/7003328262,7003328262,Breed M.,Breed,Michael D.,M.D.,true,60000221,4
true,2,https://api.elsevier.com/content/author/author_id/7003582100,7003582100,Mcglynn T.,Mcglynn,Terrence P.,T.P.,true,60000221,4
true,3,https://api.elsevier.com/content/author/author_id/8071476000,8071476000,Sanctuary M.,Sanctuary,Michael D.,M.D.,true,60000221,4
true,4,https://api.elsevier.com/content/author/author_id/8071476100,8071476100,Stocker E.,Stocker,Erin M.,E.M.,true,60000221,4
true,5,https://api.elsevier.com/content/author/author_id/8071476200,8071476200,Cruz R.,Cruz,Randolph,R.,true,60000221,4
true,1,https://api.elsevier.com/content/author/author_id/7006690970,7006690970,Dyer L.,Dyer,Lee A.,L.A.,true,60010357,5
true,2,https://api.elsevier.com/content/author/author_id/7004438121,7004438121,Letourneau D.,Letourneau,Deborah K.,D.K.,true,60024941,5
true,3,https://api.elsevier.com/content/author/author_id/8094060900,8094060900,Williams W.,Williams,Wyatt,W.,true,60010357,5
true,4,https://api.elsevier.com/content/author/author_id/7006844645,7006844645,Dodson C.,Dodson,Craig,C.,true,60010357,5
true,1,https://api.elsevier.com/content/author/author_id/7003357337,7003357337,Dalling J.,Dalling,J. W.,J.W.,true,60030522,6
true,2,https://api.elsevier.com/content/author/author_id/7003761121,7003761121,Lovelock C.,Lovelock,C. E.,C.E.,true,60030522,6
true,3,https://api.elsevier.com/content/author/author_id/7005492658,7005492658,Hubbell S.,Hubbell,S. P.,S.P.,true,60030522,6
true,1,https://api.elsevier.com/content/author/author_id/7003885172,7003885172,Terborgh J.,Terborgh,John,J.,true,60008724,7
true,2,https://api.elsevier.com/content/author/author_id/7202039737,7202039737,Mathews J.,Mathews,Jeffrey,J.,true,60008724,7
true,1,https://api.elsevier.com/content/author/author_id/11439834900,11439834900,Shahabuddin G.,Shahabuddin,Ghazala,G.,true,60008724,8
true,2,https://api.elsevier.com/content/author/author_id/7003885172,7003885172,Terborgh J.,Terborgh,John W.,J.W.,true,60008724,8
true,1,https://api.elsevier.com/content/author/author_id/6603827841,6603827841,Mangan S.,Mangan,Scott A.,S.A.,true,60029146,9
