"","ISO","NAME","X","Y","2010","2020","2030","2040","2050","2060","2070","2080","2090","2100"
"34","AFG","Surkh Rod","70.2744391700757","34.393848584036","126187.556117589","173552.904981456","225110.397548519","264983.741527589","303945.962438245","328988.356254435","351278.709969622","371142.478397037","380212.047876764","382720.928256214"
"35","AFG","Nad Ali","63.8614450221094","31.6259413558506","124850.233519164","171713.609340944","222724.700962863","262175.471388576","300724.774733414","325501.771863913","347555.894728235","367209.149003343","376182.600128801","378664.891654869"
"36","AFG","Markazi Bihsud","67.6911303946134","34.4048144247548","124599.301022771","171368.487642393","222277.053700653","261648.533283022","300120.357614406","324847.556249798","346857.353237026","366471.107064129","375426.522736799","377903.825184419"
"37","AFG","Nahri Sarraj","64.6085256273744","31.8293626690109","123966.557512258","170498.239594675","221148.280408102","260319.822687448","298596.278369221","323197.906681655","345095.93292782","364610.083664464","373520.021705202","375984.743849125"
"38","AFG","Saydabad","68.6597969147894","33.9293847257576","121323.401883584","166862.957703273","216433.062579499","254769.40797561","292229.751382337","316306.835546305","337737.962553748","356836.041904742","365556.006509449","367968.177027042"
"39","AFG","Sholgara","66.8610886407623","36.3048729232312","121200.395757901","166693.780400061","216213.627647043","254511.104982691","291933.468480863","315986.141617817","337395.540254135","356474.256640421","365185.380336899","367595.105227801"
"40","AFG","Bihsud","70.5072125684458","34.4438084196937","119066.977514056","163759.569253166","212407.748178535","250031.097873509","286794.737837689","310424.026122121","331456.567889657","350199.453016044","358757.240000193","361124.547941771"
"41","AFG","Nijrab","69.6333665465039","35.0422428681434","118879.024154012","163501.06633386","212072.451601743","249636.410900329","286342.017564236","309934.005799391","330933.346615849","349646.645132162","358190.923208537","360554.494232531"
"42","AFG","Spin Boldak","66.1813260741725","30.9834534451364","118663.517421816","163204.667698634","211688.001600081","249183.864056735","285822.929920852","309372.15003668","330333.422746928","349012.797349072","357541.586154229","359900.872440262"
"43","AFG","Lal Wa Sarjangal","66.2766082469608","34.6026750827207","117092.975209096","161044.611891233","208886.25638249","245885.851443149","282039.989834826","305277.529957745","325961.374825476","344393.523094226","352809.431183112","355137.491707557"
"44","AFG","Farah","62.2357340328634","32.2475257258062","115853.073462212","159339.304674864","206674.352263338","243282.157274528","279053.458187963","302044.935158586","322509.758045383","340746.727629874","349073.519363809","351376.927971211"
"45","AFG","Waras","66.9734985951257","34.1513472234719","114710.592566869","157767.985882638","204636.240610692","240883.039076299","276301.582599067","299066.329950789","319329.339726582","337386.466094863","345631.143473165","347911.837099864"
"46","AFG","Zurmat","69.0415650136556","33.4232003255828","112969.809876205","155373.788687594","201530.797446582","237227.535120513","272108.5869774","294527.869474826","314483.379342467","332266.481034198","340386.041879238","342632.12499701"
"47","AFG","Dawlatabad","66.8013688258476","37.062469441594","111723.019786283","153659.007542245","199306.604971213","234609.375984288","269105.463488055","291277.315815672","311012.586913596","328599.425595044","336629.374994272","338850.669239907"
"48","AFG","Padkhvab-E Shaneh","69.0460039300667","33.9649989429719","111008.600208316","152676.425765194","198032.126883511","233109.152201416","267384.652396291","289414.725479013","309023.798197446","326498.176779869","334476.778184102","336683.868229917"
"49","AFG","Bagram","69.3332067130044","34.9279364595564","110315.82970847","151723.619193509","196796.269343922","231654.389745298","265715.987095186","287608.577273769","307095.275806029","324460.602171215","332389.411580301","334582.727856594"
"50","AFG","Lashkar Gah","64.557739869508","31.5644278031936","108608.504683991","149375.438224937","193750.51248144","228069.144203586","261603.58042272","283157.345546355","302342.454287408","319439.022702445","327245.120305308","329404.491283134"
"51","AFG","Aybak","67.9779107656866","36.2164495491356","108597.680144931","149360.550622255","193731.202207384","228046.413540209","261577.50752739","283129.124480648","302312.321125042","319407.185599184","327212.505202123","329371.6609648"
"52","AFG","Tirin Kot","65.9120867239803","32.679049313508","108295.577100253","148945.051165568","193192.270013273","227412.021389601","260849.836721369","282341.500192282","301471.331957194","318518.640990013","326302.247322341","328455.396625866"
"53","AFG","Sangcharak","66.3375163589023","35.8436714735289","106920.860639621","147054.325624879","190739.86520815","224525.227140741","257538.57901449","278757.424847499","297644.420336725","314475.328875965","322160.129217923","324285.946197552"
"54","AFG","Nawur","67.7398587458601","33.8457720263244","105112.178567579","144566.742558462","187513.293961325","220727.139932864","253182.035231209","274041.941323012","292609.442843224","309155.638349395","316710.441976749","318800.298461517"
"55","AFG","Acheen","70.6616921731389","34.0573225644278","105046.247284213","144476.063523941","187395.676837529","220588.689528659","253023.227596018","273870.049377342","292425.904490632","308961.721447719","316511.786348262","318600.331977124"
"56","AFG","Pashtun Zarghun","62.7560546471062","34.1834656499278","103981.506260302","143011.664787345","185496.248062194","218352.818821955","250458.602800855","271094.12273235","289461.897065186","305830.108199759","313303.64619867","315371.022482897"
"57","AFG","Sia Gird ( Ghorbund)","68.7876859973379","35.0103886169577","102968.91983368","141618.99722731","183689.859698221","216226.468584248","248019.601955917","268454.170313036","286643.076694777","302851.891903872","310252.651546239","312299.895431548"
"58","AFG","Qarghayi","70.1549986867131","34.5246200991316","102302.718656981","140702.732953118","182501.400104042","214827.4995746","246414.933761531","266717.291996345","284788.517520076","300892.462912311","308245.340195708","310279.338566861"
"59","AFG","Alingar","70.4180871622443","34.8224506407853","100992.94943071","138901.333028525","180164.856943255","212077.089306001","243260.11342663","263302.543045805","281142.404873803","297040.173417825","304298.912710396","306306.870048546"
"60","AFG","Bala Murghab","63.4697127917486","35.4618533971243","100430.073399584","138127.177689031","179160.722692339","210895.094810405","241904.322869483","261835.047629044","279575.480430776","295384.644048294","302602.927344808","304599.693495221"
"61","AFG","Pasaband","65.0892408724219","33.5904648741832","99162.6182805476","136383.974756743","176899.665148318","208233.54077137","238851.42385269","258530.617389903","276047.161055569","291656.808684734","298783.995262853","300755.561675845"
"62","AFG","Nawa-I- Barak Zayi","64.0987411679037","31.3438690695219","98222.85148033","135091.460160209","175223.182264358","206260.105905471","236587.822485424","256080.515776254","273431.05468653","288892.769265324","295952.411304572","297905.293129647"
"63","AFG","Gulran","61.5664114907557","35.1319431638476","97693.4331153907","134363.321047188","174278.734315069","205148.369823949","235312.620877478","254700.249108042","271957.269108998","287335.645487688","294357.236257917","296299.592105715"
"64","AFG","Chimtal","66.5970606199946","36.5228903838673","97673.7521352815","134336.252678674","174243.624725876","205107.041345082","235265.215613242","254648.938079484","271902.48154106","287277.759845396","294297.936070309","296239.900617836"
"65","AFG","Sayd Khel","69.264878961679","35.0453490339313","96197.6786270863","132306.12504014","171610.405536411","202007.405430057","231709.820795548","250800.610937628","267793.413945711","282936.336673549","289850.42199971","291763.039026949"
"66","AFG","Taywara","64.3896323329703","33.481052993796","95555.0946265187","131422.342808164","170464.077449263","200658.030595049","230162.038918245","249125.305855206","266004.599852536","281046.370452738","287914.270874309","289814.111947716"
"67","AFG","Qadis","63.5868090182518","34.8179731514286","94051.4677461706","129354.319453711","167781.704834927","197500.534809611","226540.276730621","245205.143273369","261818.829662073","276623.907381682","283383.736541059","285253.682273798"
"68","AFG","Garmser","64.1316754186696","30.8529216611492","92919.8113898877","127797.888264168","165762.903456337","195124.147274758","223814.474037055","242254.759131279","258668.544505639","273295.482949932","279973.975753599","281821.421720784"
"69","AFG","Yakawlang","66.942710939775","34.9828007808699","91944.6188254735","126456.650604309","164023.22331183","193076.321146899","221465.543194166","239712.297666226","255953.820514311","270427.249374398","277035.651457623","278863.708496404"
"70","AFG","Baraki Barak","68.8861944900489","33.9298539342292","91794.0593276376","126249.577585179","163754.634954504","192760.158283566","221102.892922761","239319.768297757","255534.695619585","269984.424210869","276582.005022422","278407.068614133"
"71","AFG","Ghoryan","61.1587522174847","34.1794435714415","91404.3759214741","125713.623888606","163059.465088485","191941.854402","220164.268690889","238303.809932306","254449.901774413","268838.288493502","275407.861307784","277225.177154139"
"72","AFG","Dashte Archi","69.1634584327826","36.9726586669345","91252.8323746327","125505.197451049","162789.1212517","191623.625114724","219799.248156273","237908.715012409","254028.03750129","268392.569047859","274951.249863202","276765.552697474"
"73","AFG","Panjwayi","65.1580148041959","31.0728749240385","91186.9010912667","125414.518416528","162671.504127904","191485.174710519","219640.440521083","237736.82306674","253844.499148698","268198.652146183","274752.594234716","276565.586213081"
"74","AFG","Malistan","67.2396483145626","33.2944785298209","91058.9747205564","125238.574021189","162443.29179815","191216.539597884","219332.306303549","237403.301381112","253488.379957101","267822.395471289","274367.143015264","276177.591541871"
"75","AFG","Zhari","65.3975907236097","31.6404540980146","89763.9662293666","123457.475372981","160133.080829259","188497.125688435","216213.039916826","234027.03570199","249883.357986782","264013.520208522","270465.190670658","272249.891639466"
"76","AFG","Chaki Wardak","68.4936040424704","34.1081028713928","88125.52463527","121204.033694208","157210.207528952","185056.529822758","212266.551669185","229755.39257453","245322.292955944","259194.540487771","265528.450052293","267280.57527358"
"77","AFG","Gardez","69.22592","33.59744","87475.0682426587","120309.424114827","156049.835606127","183690.623596203","210699.807686188","228059.563080685","243511.563835593","257281.420010043","263568.578851849","265307.771599195"
"78","AFG","Bamyan","67.6763408222194","34.7971938533565","87434.7222334347","120253.933959374","155977.860948282","183605.900214526","210602.626894504","227954.375472141","243399.24932132","257162.754443346","263447.013467253","265185.404049045"
"79","AFG","Chahar Bolak","66.6393149914445","36.8376275505265","86412.2953167582","118847.732215082","154153.917789712","181458.885737385","208139.923417448","225288.767538549","240553.035166942","254155.595326313","260366.368721018","262084.431253756"
"80","AFG","Shakardara","69.0364252890974","34.6638252428593","86204.6609766054","118562.160927262","153783.511623727","181022.870285339","207639.797879759","224747.436187261","239975.026325196","253544.901800139","259740.751741753","261454.686056638"
"81","AFG","Baghran","65.044110158737","33.0163153197236","86180.0597514688","118528.325466619","153739.624637236","180971.209686755","207580.541299464","224683.297401563","239906.541865273","253472.544747275","259666.626507243","261380.07169679"
"82","AFG","Tagab","69.679229726637","34.7971691899327","85592.5824952072","117720.334666483","152691.603399828","179737.554592575","206165.494162022","223151.663199105","238271.132962324","251744.65832488","257896.515907145","259598.280783617"
"83","AFG","Shirin Tagab","64.8322695937955","36.2514207453284","85150.7444917541","117112.649793348","151903.393122448","178809.730242011","205101.245979926","221999.730607976","237041.152062117","250445.12565544","256565.226695346","258258.206880744"
"84","AFG","Kohistanat","65.9364685045495","35.4383434066222","84761.0610855906","116576.696096775","151208.223256429","177991.426360444","204162.621748054","220983.772242525","235956.358216944","249298.989938072","255391.082980707","257076.31542075"
"85","AFG","Kishim","70.1315319290157","36.7699573802434","83840.9752654823","115311.249868755","149566.849961662","176059.319973412","201946.425645025","218584.981657435","233395.039415843","246592.836160954","252618.799210034","254285.738362429"
"86","AFG","Maymana","64.78361","35.92139","83839.0071674714","115308.543031904","149563.339002743","176055.187125525","201941.685118601","218579.850554579","233389.560659049","246587.047596725","252612.869191273","254279.769213642"
"87","AFG","Chah Ab","69.8761949494783","37.4519284894093","81955.5373710144","112718.100165134","146203.351316984","172100.051697954","197405.001331224","213669.385121571","228146.390407383","241047.391629447","246937.841237188","248567.293823669"
"88","AFG","Jawand","64.3363189866469","35.0022837597761","81511.7312695504","112107.708455148","145411.630080685","171168.094499503","196336.012622704","212512.321427586","226910.930750382","239742.070395778","245600.622006628","247221.250772008"
"89","AFG","Argo","70.4223871478575","37.0646998687993","81132.872402447","111586.642361257","144735.770488722","170372.521281313","195423.461286162","211524.584127843","225856.270067576","238627.77178167","244459.093395175","246072.189630347"
"90","AFG","Kama","70.6549847180998","34.4420836225237","80509.9693819887","110729.928497796","143624.551990767","169064.474925173","193923.084673095","209900.590073979","224122.243542338","236795.691203151","242582.242457382","244182.954038993"
"91","AFG","Qarabagh","69.1981335027091","34.8428800386932","79960.8700369401","109974.721016261","142644.994452286","167911.410364783","192600.477800913","208469.012377209","222593.670396868","235180.681783223","240927.767223119","242517.561527182"
"92","AFG","Bati Kot","70.7610855632985","34.2903159508706","79305.4933993015","109073.344344752","141475.845132163","166535.172018512","191021.882501857","206760.355126225","220769.244384533","233253.089894923","238953.070975773","240529.834980828"
"93","AFG","Mohammad Agha","69.1802212568721","34.210414532658","79275.9719291376","109032.741791981","141423.180748374","166473.179300212","190950.774605503","206683.388583388","220687.063032626","233166.261431486","238864.120694361","240440.29774901"
"94","AFG","Gurziwan","65.279936136357","35.6318789225789","79247.4345079791","108993.492657636","141372.271844044","166413.253005855","190882.036972361","206608.987591978","220607.621059116","233082.327250164","238778.135422329","240353.745091587"
"95","AFG","Chahar Dara","68.5660356723094","36.6547648553718","79183.471322624","108905.520459966","141258.165679167","166278.935449537","190727.969863594","206442.226749165","220429.561463317","232894.198912717","238585.409812603","240159.747755981"
"96","AFG","Obe","63.2504274667494","34.3605798518434","78393.2799712369","107818.725464137","139848.515673073","164619.597023027","188824.648504522","204382.088952558","218229.840610607","230570.090374721","236204.507280142","237763.134517659"
"97","AFG","Ab Kamari","62.9034586655986","34.9248486219694","76106.3500825399","104673.381042835","135768.781408861","159817.227778682","183316.156800308","198419.747434108","211863.525216212","223843.778740471","229313.825480094","230826.983626177"
"98","AFG","Kajaki","65.03871349393","32.4841797692142","75462.7820329669","103788.245392434","134620.697842254","158465.786519731","181766.004659793","196741.876800259","210071.97174464","221950.918237546","227374.709345313","228875.07197255"
"99","AFG","Khulm","67.7458900435615","36.8139228454058","75374.2176224752","103666.437734122","134462.704690886","158279.80836483","181552.680970732","196510.977171748","209825.427688919","221690.432847235","227107.858501077","228606.460277097"
"100","AFG","Dara-I-Sufi Payin","67.3835593313952","36.0718134445201","75302.3820450763","103567.638189046","134334.554690332","158128.959416965","181379.65175627","196323.691917511","209625.453065945","221479.150252872","226891.412816308","228388.58634634"
"101","AFG","Qalay-I- Zal","68.360826777287","36.8968318648511","74783.7882191971","102854.386678708","133409.417015099","157039.95399882","180130.523043654","194971.646315005","208181.800650779","219953.863578496","225328.852872837","226815.715640742"
"102","AFG","Alishing","70.0842095644161","34.825482151701","74571.233634017","102562.048298759","133030.233451816","156593.606427056","179618.546189906","194417.487206578","207590.094917049","219328.69864175","224688.410846671","226171.047571654"
"103","AFG","Bala Buluk","62.7530663827518","32.7718513867895","74476.7649294925","102432.120129893","132861.70742369","156395.229728494","179391.000921573","194171.194269499","207327.114590947","219050.847558751","224403.769946153","225884.528429837"
"104","AFG","Almar","64.2954567654136","35.9560092366537","73563.5674524225","101176.147830853","131232.622485141","154477.588309066","177191.396661027","191790.362544404","204784.971438624","216364.953756435","221652.241241142","223114.843392275"
"105","AFG","Nahrin","69.0225626497176","35.987508209385","73231.9429375813","100720.045821395","130641.025907241","153781.203440157","176392.617958652","190925.7717132","203861.800918869","215389.580683827","220653.033079947","222109.041821522"
"106","AFG","Sabri","69.9118000797034","33.5435163844798","72452.5761252543","99648.1384282493","129250.686175203","152144.595677024","174515.369494909","188893.8549823","201692.213228524","213097.309249091","218304.745650671","219745.258901533"
"107","AFG","Rodat","70.5679675237677","34.2730150849598","72295.1282843802","99431.5914801389","128969.80946166","151813.967846088","174136.127381022","188483.366753835","201253.91268502","212634.22411076","217830.344149807","219267.726998505"
"108","AFG","Hisa-i-Awali Kohistan","69.3444400715158","35.1375173026","71991.057141692","99013.3851866009","128427.36630863","151175.442847593","173403.716048577","187690.611362613","200407.444760378","211739.89093736","216914.156251264","218345.493510782"
"109","AFG","Dihdadi","67.0073472933549","36.6368762737355","71917.2534662822","98911.8788046741","128295.705349157","151020.461051841","173225.946307692","187498.19500552","200201.991380611","211522.819778767","216691.780547734","218121.650431238"
"110","AFG","Panjab","66.9297638677166","34.4233171937854","71707.6510281185","98623.6006800022","127921.788224252","150580.312751908","172721.080243579","186951.732551377","199618.503782071","210906.337688365","216060.233549708","217485.936085331"
"111","AFG","Gizab","66.264329286309","33.402486551968","71462.6228257581","98286.5994920056","127484.673838801","150065.773190014","172130.884703842","186312.910245829","198936.398561244","210185.661441838","215321.946213989","216742.777061244"
"112","AFG","Dowshi","68.679002000441","35.6139969249196","70905.6510886658","97520.5646630652","126491.072464643","148896.177238078","170789.315725966","184860.808137635","197385.910388598","208547.497764994","213643.750904683","215053.507954282"
"113","AFG","Shahristan","66.4740671247131","33.7077234872884","70139.0769134098","96466.251709453","125123.55396558","147286.432986208","168942.880683976","182862.243575297","195251.934617413","206292.851997748","211334.008597352","212728.524501415"
"114","AFG","Khwaja Ghar","69.4053191669431","37.0186817247309","70028.8634247979","96314.6688457758","124926.9402661","147054.993504553","168677.411204255","182574.901815372","194945.124236961","205968.692400917","211001.927546747","212394.252169295"
"115","AFG","Shirzad","69.9795917160451","34.1903905239554","69337.0769739572","95363.215692516","123692.83820597","145602.297472378","167011.116166363","180771.319161556","193019.34122394","203934.012074377","208917.525952326","210296.096370366"
"116","AFG","Fayzabad","70.6122222255084","37.2134699416885","68784.0414328867","94602.5945372784","122706.25874965","144440.967216215","165679.028241333","179329.479259073","191479.810564883","202307.425525992","207251.190680542","208618.76556098"
"117","AFG","Dara-I-Sufi Bala","67.288892856279","35.6845840108896","68245.7666268982","93862.2746584262","121746.011485225","143310.633319203","164382.494264481","177926.12262801","189981.370581779","200724.253209325","205629.330549463","206986.203367503"
"118","AFG","Qala-I- Naw","63.1391844596534","34.821393609929","68106.0316681224","93670.0892419783","121496.733401956","143017.201119247","164045.916888406","177561.814325247","189592.378849419","200313.265149056","205208.299217446","206562.393803565"
"119","AFG","Jabalussaraj","69.1843730119816","35.1213433189363","67904.3016220024","93392.6384647119","121136.860112729","142593.58421086","163560.012929988","177035.876282527","189030.806278055","199719.937315571","204600.472294465","205950.55605281"
"120","AFG","Mahmudi Raqi","69.3998410189241","35.01368024625","67899.3813769751","93385.8713725835","121128.08271543","142583.252091144","163548.161613929","177023.048525388","189017.10938607","199705.465904998","204585.647247563","205935.633180841"
"121","AFG","Sayed Karam","69.4797267826236","33.7124462073938","67584.4856952268","92952.7774763628","120566.329288344","141921.996429272","162789.677386154","176202.072068458","188140.508299062","198779.295628337","203636.844245835","204980.569374785"
"122","AFG","Khost Wa Firing","69.6647863001449","35.9047210718479","66806.1029319053","91882.2235016423","119177.745035766","140287.455090082","160914.799185623","174172.720888986","185973.659987115","196489.918475716","201291.521825939","202619.77102919"
"123","AFG","Ali Khail (Jaji)","69.6800492389495","33.9780391794562","66155.646539294","90987.6139222614","118017.373112941","138921.548863528","159348.055202626","172476.891395141","184162.930866764","194576.797997988","199331.650625495","200646.967354805"
"124","AFG","Karukh","62.656947248636","34.5047700671225","66140.885804212","90967.3126458761","117991.040921047","138890.552504377","159312.501254449","172438.408123723","184121.840190811","194533.38376627","199287.175484789","200602.198738896"
"125","AFG","Miramor","66.9475505197842","33.8241208728343","66058.2256877531","90853.6254981182","117843.580646437","138716.972893136","159113.399144658","172222.901803779","183891.732405471","194290.264068646","199038.114696835","200351.494489807"
"126","AFG","Arghandab","65.6474861778087","31.7567630250781","64914.7607434046","89280.9532874669","115803.71351433","136315.788270963","156359.153292551","169241.731044554","180708.574708274","190927.108251522","195592.773796811","196883.419044066"
"127","AFG","Gelan","67.6549779012325","32.7136659587871","64228.8785865966","88337.6206447612","114580.144330959","134875.490782449","154707.079833929","167453.541699305","178799.227965635","188909.79361767","193526.162258673","194803.1706915"
"128","AFG","Dihrawud","65.4656930047097","32.5846964110623","64183.6123323453","88275.3633971795","114499.392275815","134780.435281054","154598.047726187","167335.526333621","178673.216559377","188776.6566404","193389.771827174","194665.880269379"
"129","AFG","Aqcha","66.2116975531659","36.9025928425116","63864.7804545751","87836.855827256","113930.61693089","134110.913923409","153830.082445565","166504.28767098","177785.657958782","187838.90923528","192429.108787925","193698.878165747"
"130","AFG","Darayim","70.4685981979287","36.872475332286","63800.81726922","87748.8836295862","113816.510766013","133976.596367091","153676.015336798","166337.526828167","177607.598362983","187650.780897834","192236.383178199","193504.880830142"
"131","AFG","Sangin","64.9943251404653","32.1203739110418","63198.5792778764","86920.5915530642","112742.157336711","132711.944913761","152225.414251179","164767.409354289","175931.098784081","185879.48024372","190421.797437394","191678.32130106"
"132","AFG","Chaparhar","70.3719091535778","34.2908196660709","63093.2860342918","86775.7757815154","112554.32103453","132490.837551823","151971.796087517","164492.895351504","175637.985295613","185569.792057461","190104.541433692","191358.97184091"
"133","AFG","Shinwar","70.8304289691513","34.1897059122485","62764.6136664671","86323.734027335","111967.990895008","131800.651954744","151180.128174777","163636.001174584","174723.032911048","184603.101831197","189114.228300638","190362.123993339"
"134","AFG","Shahrak","64.3387159757114","34.0930867807974","62537.298346205","86011.0943710007","111562.475139831","131323.30802383","150632.597372852","163043.358794738","174090.236501364","183934.522662732","188429.311133766","189672.687308342"
"135","AFG","Musa Qaleh","64.7470009276453","32.466004031681","62425.1167595822","85856.8046704721","111362.350481431","131087.735694288","150362.387366707","162750.885931957","173777.947364118","183604.574501672","188091.3000644","189332.445827435"
"136","AFG","Dahana-I- Ghuri","68.4621343272746","35.8183496250634","62374.9302603036","85787.780330762","111272.821028989","130982.348073177","150241.503942905","162620.042809134","173638.239065876","183456.966113829","187940.084586","189180.232533345"
