"","ISO","NAME","X","Y","2010","2020","2030","2040","2050","2060","2070","2080","2090","2100"
"36","AFG","Markazi Bihsud","67.6911303946134","34.4048144247548","124599.301022771","177079.051269477","235445.692548951","299904.331010395","366270.545208897","435618.807423273","503287.757727873","576873.447809542","649530.935703362","714285.461997921"
"37","AFG","Nahri Sarraj","64.6085256273744","31.8293626690109","123966.557512258","176179.803684468","234250.045921597","298381.348797302","364410.540307821","433406.636318043","500731.948345244","573943.953602973","646232.470294085","710658.158417379"
"38","AFG","Saydabad","68.6597969147894","33.9293847257576","121323.401883584","172423.382201832","229255.478517127","292019.404435919","356640.753116079","424165.747377687","490055.581312989","561706.595222189","632453.810746156","695505.845171133"
"39","AFG","Sholgara","66.8610886407623","36.3048729232312","121200.395757901","172248.567352492","229023.043325185","291723.334798848","356279.165849152","423735.698562518","489558.72878915","561137.097903649","631812.584966747","694800.692842101"
"40","AFG","Bihsud","70.5072125684458","34.4438084196937","119066.977514056","169216.578605525","224991.687356127","286588.303013487","350007.796291559","416276.931912223","480941.318615685","551259.736410895","620691.165048687","682570.530847364"
"41","AFG","Nijrab","69.6333665465039","35.0422428681434","118879.024154012","168949.461515732","224636.526382838","286135.908608043","349455.290947693","415619.817322644","480182.127959259","550389.544508166","619711.372057751","681493.058088603"
"42","AFG","Spin Boldak","66.1813260741725","30.9834534451364","118663.517421816","168643.185899687","224229.299926554","285617.194603894","348821.790056036","414866.371798468","479311.642337492","549391.785206084","618587.944492227","680257.631208138"
"43","AFG","Lal Wa Sarjangal","66.2766082469608","34.6026750827207","117092.975209096","166411.149903303","221261.567395827","281836.977477771","344205.043831904","409375.508526388","472967.829313115","542120.443442968","610400.77374074","671254.246271054"
"44","AFG","Farah","62.2357340328634","32.2475257258062","115853.073462212","164649.016221948","218918.620661042","278852.595536095","340560.244181273","405040.616469482","467959.555872817","536379.910472087","603937.217884303","664146.310794409"
"45","AFG","Waras","66.9734985951257","34.1513472234719","114710.592566869","163025.33590127","216759.762598277","276102.700746979","337201.821646049","401046.32307419","463344.789631399","531090.419377489","597981.512845156","657596.855962357"
"46","AFG","Zurmat","69.0415650136556","33.4232003255828","112969.809876205","160551.356153399","213470.339761901","271912.72324315","332084.638644489","394960.272241916","456313.332714028","523030.893325513","588906.885614968","647617.540201892"
"47","AFG","Dawlatabad","66.8013688258476","37.062469441594","111723.019786283","158779.432840481","211114.376656368","268911.761401798","328419.59010691","390601.297451361","451277.235532395","517258.468504794","582407.421114884","640470.116194821"
"48","AFG","Padkhvab-E Shaneh","69.0460039300667","33.9649989429719","111008.600208316","157764.108195509","209764.393061563","267192.188949689","326319.491260595","388103.573932858","448391.516073937","513950.828078715","578683.18178808","636374.591467801"
"49","AFG","Bagram","69.3332067130044","34.9279364595564","110315.82970847","156779.550964022","208455.318060541","265524.724753705","324283.031773258","385681.539005825","445593.242659675","510743.419180698","575071.798198451","632403.173550691"
"50","AFG","Lashkar Gah","64.557739869508","31.5644278031936","108608.504683991","154353.120855171","205229.117596373","261415.278191159","319264.200508302","379712.461451277","438696.929628788","502838.796399366","566171.584380262","622615.659223723"
"51","AFG","Aybak","67.9779107656866","36.2164495491356","108597.680144931","154337.737148429","205208.663299482","261389.224063096","319232.380828813","379674.617155542","438653.206606691","502788.680635334","566115.156511674","622553.605818768"
"52","AFG","Tirin Kot","65.9120867239803","32.679049313508","108295.577100253","153908.391878448","204637.80246807","260662.07703445","318344.322501238","378618.417265486","437432.936808142","501389.995221001","564540.305997447","620821.751698665"
"53","AFG","Sangcharak","66.3375163589023","35.8436714735289","106920.860639621","151954.661122215","202040.106762916","257353.202770544","314303.223206055","373812.191707155","431880.113001716","495025.293188999","557373.966686778","612940.9692694"
"54","AFG","Nawur","67.7398587458601","33.8457720263244","105112.178567579","149384.183577508","198622.379700588","252999.794827051","308986.444033151","367488.753928907","424574.393491186","486651.40461719","547945.382826356","602572.409423309"
"55","AFG","Acheen","70.6616921731389","34.0573225644278","105046.247284213","149290.482818261","198497.794437707","252841.101501581","308792.633258078","367258.247763977","424308.080538408","486346.154054453","547601.685808593","602194.447774947"
"56","AFG","Pashtun Zarghun","62.7560546471062","34.1834656499278","103981.506260302","147777.285482367","196485.835416249","250278.322723094","305662.733875552","363535.745219872","420007.325092057","481416.585265172","542051.235462033","596090.649214844"
"57","AFG","Sia Gird ( Ghorbund)","68.7876859973379","35.0103886169577","102968.91983368","146338.209642593","194572.428916175","247841.077470725","302686.147494203","359995.583373399","415917.235115813","476728.483338952","536772.664845942","590285.83524225"
"58","AFG","Qarghayi","70.1549986867131","34.5246200991316","102302.718656981","145391.412418564","193313.559916612","246237.564316348","300727.790856523","357666.438990443","413226.281846701","473644.085861741","533299.786024667","586466.730228211"
"59","AFG","Alingar","70.4180871622443","34.8224506407853","100992.94943071","143529.983902783","190838.589992804","243085.014820816","296877.609638278","353087.279206521","407935.796172862","467580.078413929","526472.013925525","578958.268228675"
"60","AFG","Bala Murghab","63.4697127917486","35.4618533971243","100430.073399584","142730.031152199","189774.966554473","241730.200161579","295222.986304817","351119.375828307","405662.199023774","464974.058684291","523537.764758952","575731.491171024"
"61","AFG","Pasaband","65.0892408724219","33.5904648741832","99162.6182805476","140928.738944591","187379.954336693","238679.498621198","291497.191106394","346688.152836803","400542.630618136","459105.958314056","516930.574327927","568465.601572675"
"62","AFG","Nawa-I- Barak Zayi","64.0987411679037","31.3438690695219","98222.85148033","139593.153495627","185604.14947025","236417.526593975","288734.664387067","343402.579888911","396746.677336005","454754.998800412","512031.609373246","563078.237778868"
"63","AFG","Gulran","61.5664114907557","35.1319431638476","97693.4331153907","138840.750384065","184603.748404127","235143.242876022","287178.39279021","341551.649788422","394608.224073401","452303.882341417","509271.773618672","560043.262154713"
"64","AFG","Chimtal","66.5970606199946","36.5228903838673","97673.7521352815","138812.78000817","184566.558773417","235095.87173409","287120.538827502","341482.841977995","394528.727669587","452212.76277045","509169.177493967","559930.437782068"
"65","AFG","Sayd Khel","69.264878961679","35.0453490339313","96197.6786270863","136715.00181608","181777.336470102","231543.036089238","282781.49162437","336322.256195965","388566.497383518","445378.794947973","501474.468141065","551468.60983368"
"66","AFG","Taywara","64.3896323329703","33.481052993796","95555.0946265187","135801.769043124","180563.095027392","229996.368305179","280892.55974194","334075.681185521","385970.939798982","442403.740955921","498124.704669436","547784.894066816"
"67","AFG","Qadis","63.5868090182518","34.8179731514286","94051.4677461706","133664.832324782","177721.807241082","226377.213061622","276472.516991017","328818.764468893","379897.414547573","435442.20573409","490286.360741947","539165.111996725"
"68","AFG","Garmser","64.1316754186696","30.8529216611492","92919.8113898877","132056.535710846","175583.403475207","223653.372400568","273145.914135282","324862.315369336","375326.371328253","430202.830403524","484387.083571388","532677.710569627"
"69","AFG","Yakawlang","66.942710939775","34.9828007808699","91944.6188254735","130670.603585272","173740.657273484","221306.132317869","270279.25028308","321452.888362675","371387.324519257","425687.85566214","479303.445592238","527087.26290506"
"70","AFG","Baraki Barak","68.8861944900489","33.9298539342292","91794.0593276376","130456.630209679","173456.156598546","220943.743082094","269836.66746836","320926.508612908","370779.177030078","424990.790944248","478518.585238243","526224.156454324"
"71","AFG","Ghoryan","61.1587522174847","34.1794435714415","91404.3759214741","129902.816766967","172719.80191047","220005.794471853","268691.159006733","319564.113966452","369205.148234555","423186.623439113","476487.181969076","523990.23387595"
"72","AFG","Dashte Archi","69.1634584327826","36.9726586669345","91252.8323746327","129687.44487258","172433.441753997","219641.036678982","268245.683493879","319034.293826163","368593.025925186","422485.002742672","475697.191808845","523121.486206582"
"73","AFG","Panjwayi","65.1580148041959","31.0728749240385","91186.9010912667","129593.744113333","172308.856491115","219482.343353511","268051.872718805","318803.787661232","368326.712972408","422179.752179935","475353.494791082","522743.52455822"
"74","AFG","Malistan","67.2396483145626","33.2944785298209","91058.9747205564","129411.936670018","172067.123891495","219174.430930957","267675.821961201","318356.536893456","367809.986347615","421587.474968653","474686.619980497","522010.166136027"
"75","AFG","Zhari","65.3975907236097","31.6404540980146","89763.9662293666","127571.485936158","169620.04619072","216057.409791874","263869.031214986","313828.982967355","362579.122976637","415591.807199066","467935.794974885","514586.322415975"
"76","AFG","Chaki Wardak","68.4936040424704","34.1081028713928","88125.52463527","125242.952142939","166524.00943404","212113.762226087","259052.68881951","308100.732749301","355961.0473591","408006.102916116","459394.667593164","505193.693393265"
"77","AFG","Gardez","69.22592","33.59744","87475.0682426587","124318.531219624","165294.892139046","210548.145985255","257140.615351997","305826.634614687","353333.691213039","404994.601095677","456003.865671652","501464.847877342"
"78","AFG","Bamyan","67.6763408222194","34.7971938533565","87434.7222334347","124261.191949041","165218.653396089","210451.035144296","257022.014728444","305685.578603311","353170.72358522","404807.805975196","455793.543616006","501233.55791342"
"79","AFG","Chahar Bolak","66.6393149914445","36.8376275505265","86412.2953167582","122808.13092132","163286.652080659","207990.104320961","254016.501365742","302111.012851625","349040.885407069","400074.144263493","450463.674937563","495372.331754503"
"80","AFG","Shakardara","69.0364252890974","34.6638252428593","86204.6609766054","122513.043455632","162894.30147666","207490.338773586","253406.142059168","301385.090451619","348202.198346829","399112.832789798","449381.285821922","494182.034623096"
"81","AFG","Baghran","65.044110158737","33.0163153197236","86180.0597514688","122478.080485764","162847.814438271","207431.124846171","253333.824605782","301299.080688585","348102.827842061","398998.93332609","449253.04066604","494041.00415729"
"82","AFG","Tagab","69.679229726637","34.7971691899327","85592.5824952072","121643.164765313","161737.703961552","206017.09625952","251606.883818936","299245.167547337","345729.860188205","396279.014132744","446190.546343585","490673.196633832"
"83","AFG","Shirin Tagab","64.8322695937955","36.2514207453284","85150.7444917541","121015.22982648","160902.796752093","204953.614123161","250308.062356132","297700.432203249","343945.165922575","394233.379764549","443887.26334395","488140.289467948"
"84","AFG","Kohistanat","65.9364685045495","35.4383434066222","84761.0610855906","120461.416383769","160166.442064018","204015.66551292","249162.553894505","296338.037556793","342371.137127053","392429.212259415","441855.860074784","485906.366889574"
"85","AFG","Kishim","70.1315319290157","36.7699573802434","83840.9752654823","119153.801310699","158427.826828285","201801.064627628","246457.881137886","293121.272419328","338654.680248736","388169.372316737","437059.491244809","480631.827468412"
"86","AFG","Maymana","64.78361","35.92139","83839.0071674714","119151.00427311","158424.107865214","201796.327513435","246452.095741615","293114.391638285","338646.730608355","388160.26035964","437049.231632338","480620.545031148"
"87","AFG","Chah Ab","69.8761949494783","37.4519284894093","81955.5373710144","116474.239300003","154865.060206184","197262.909230603","240915.471510419","286529.484180414","331038.92476333","379440.117418159","427230.782498036","469823.252569005"
"88","AFG","Jawand","64.3363189866469","35.0022837597761","81511.7312695504","115843.507323582","154026.434033654","196194.689980051","239610.864651344","284977.868055284","329246.280857319","377385.371092867","424917.23988593","467279.062965857"
"89","AFG","Argo","70.4223871478575","37.0646998687993","81132.872402447","115305.077587612","153310.53364247","195282.795497872","238497.175869207","283653.317704563","327715.975083895","375631.319351765","422942.264485352","465107.193792437"
"90","AFG","Kama","70.6549847180998","34.4420836225237","80509.9693819887","114419.81519055","152133.481830471","193783.498855744","236666.097949485","281475.550504546","325199.913903173","372747.384930679","419695.097138428","461536.302398218"
"91","AFG","Qarabagh","69.1981335027091","34.8428800386932","79960.8700369401","113639.441703093","151095.891133638","192461.843995859","235051.97238992","279555.81259363","322981.964236756","370205.148900717","416832.665259148","458388.502401417"
"92","AFG","Bati Kot","70.7610855632985","34.2903159508706","79305.4933993015","112708.028185805","149857.476430966","190884.384969545","233125.43543173","277264.512506409","320334.733989741","367170.867187537","413416.21430646","454631.450792333"
"93","AFG","Mohammad Agha","69.1802212568721","34.210414532658","79275.9719291376","112666.072621963","149801.6919849","190813.328256647","233038.654487667","277161.300790768","320215.489384019","367034.187831088","413262.320119402","454462.214233365"
"94","AFG","Gurziwan","65.279936136357","35.6318789225789","79247.4345079791","112625.515576916","149747.767020369","190744.640100847","232954.76624174","277061.529465649","320100.219598489","366902.064453186","413113.555738579","454298.61889303"
"95","AFG","Chahar Dara","68.5660356723094","36.6547648553718","79183.471322624","112534.611855259","149626.900720559","190590.68388957","232766.740862937","276837.904081761","319841.856286092","366605.925847546","412780.118333287","453931.939681933"
"96","AFG","Obe","63.2504274667494","34.3605798518434","78393.2799712369","111411.601263093","148133.737047518","188688.732541026","230443.904260194","274075.270493114","316650.07567295","362947.475073246","408660.883926367","449402.04112023"
"97","AFG","Ab Kamari","62.9034586655986","34.9248486219694","76106.3500825399","108161.443584149","143812.301958915","183184.205848601","223721.273793476","266079.802921488","307412.593549733","352359.380926954","396739.214235605","436291.849018862"
"98","AFG","Kajaki","65.03871349393","32.4841797692142","75462.7820329669","107246.812292398","142596.20103467","181635.169507445","221829.44921291","263829.787520523","304813.061145007","349379.770956353","393384.320957739","432602.492033364"
"99","AFG","Khulm","67.7458900435615","36.8139228454058","75374.2176224752","107120.945600872","142428.847696471","181421.999368754","221569.106380722","263520.152373601","304455.327327843","348969.732887005","392922.638396565","432094.782356461"
"100","AFG","Dara-I-Sufi Payin","67.3835593313952","36.0718134445201","75302.3820450763","107018.853728857","142293.105544376","181249.094700704","221357.939416836","263269.003865542","304165.165453921","348637.146452977","392548.162541391","431682.973396306"
"101","AFG","Qalay-I- Zal","68.360826777287","36.8968318648511","74783.7882191971","106281.834324036","141313.158775145","180000.865110813","219833.487499469","261455.918060789","302070.435213415","346236.145758014","389844.754655405","428710.051177106"
"102","AFG","Alishing","70.0842095644161","34.825482151701","74571.233634017","105979.754264376","140911.510763468","179489.256777954","219208.664702218","260712.793708177","301211.874052221","345252.054391577","388736.716508587","427491.547952538"
"103","AFG","Bala Buluk","62.7530663827518","32.7718513867895","74476.7649294925","105845.496460082","140733.000536055","179261.875296683","218930.965681218","260382.516218127","300830.291313913","344814.680450938","388244.255110001","426949.990963842"
"104","AFG","Almar","64.2954567654136","35.9560092366537","73563.5674524225","104547.671018576","139007.401671071","177063.854311068","216246.541811547","257189.833814311","297141.658176931","340586.732358099","383483.794923673","421714.940073106"
"105","AFG","Nahrin","69.0225626497176","35.987508209385","73231.9429375813","104076.370184753","138380.756393593","176265.650569524","215271.70253991","256030.422208614","295802.143772661","339051.367587315","381755.050222388","419813.849394035"
"106","AFG","Sabri","69.9118000797034","33.5435163844798","72452.5761252543","102968.743299329","136908.047017443","174389.753349042","212980.685616657","253305.632915702","292654.086181616","335443.032577047","377692.243684056","415346.004237286"
"107","AFG","Rodat","70.5679675237677","34.2730150849598","72295.1282843802","102744.980292173","136610.529971756","174010.784213591","212517.853914989","252755.170432286","292018.114951102","334714.076009316","376871.474686413","414443.409256125"
"108","AFG","Hisa-i-Awali Kohistan","69.3444400715158","35.1375173026","71991.057141692","102312.837984603","136035.950177273","173278.900070752","211624.010191144","251692.089761187","290789.895512172","333306.278637886","375286.364559715","412700.272698757"
"109","AFG","Dihdadi","67.0073472933549","36.6368762737355","71917.2534662822","102207.949074998","135896.489062107","173101.258288509","211407.057830987","251434.060472086","290491.783997868","332964.580246762","374901.62909207","412277.181301337"
"110","AFG","Panjab","66.9297638677166","34.4233171937854","71707.6510281185","101910.064571721","135500.419495037","172596.75562694","210790.913128143","250701.257291038","289645.147297247","331994.15681597","373808.980363958","411075.601732667"
"111","AFG","Gizab","66.264329286309","33.402486551968","71462.6228257581","101561.833391835","135037.408592686","172006.984909894","210070.631292423","249844.600051221","288655.417069759","330859.718157439","372531.658611376","409670.938293234"
"112","AFG","Dowshi","68.679002000441","35.6139969249196","70905.6510886658","100770.271754019","133984.942043569","170666.381593237","208433.364147774","247897.339016135","286405.668841816","328281.03429909","369628.188282215","406478.008547376"
"113","AFG","Shahristan","66.4740671247131","33.7077234872884","70139.0769134098","99680.8256129273","132536.405927381","168821.27561501","206179.952300281","245217.2748","283309.28391325","324731.92700995","365632.069224941","402083.499232847"
"114","AFG","Khwaja Ghar","69.4053191669431","37.0186817247309","70028.8634247979","99524.1915079179","132328.1439954","168555.997220194","205855.970109114","244831.951061608","282864.10405189","324221.657412538","365057.530926591","401451.682746034"
"115","AFG","Shirzad","69.9795917160451","34.1903905239554","69337.0769739572","98541.0327952252","131020.928475913","166890.901581307","203822.403319913","242413.356525097","280069.805457819","321018.804493071","361451.277143198","397485.906047556"
"116","AFG","Fayzabad","70.6122222255084","37.2134699416885","68784.0414328867","97755.0652325889","129975.899852938","165559.772493035","202196.706967806","240479.857052096","277835.956510639","318458.344548916","358568.326038977","394315.541176227"
"117","AFG","Dara-I-Sufi Bala","67.288892856279","35.6845840108896","68245.7666268982","96990.0754518735","128958.763452996","164264.171761212","200614.401087731","238597.963436916","275661.729866319","315966.224282985","355762.322028286","391229.794584382"
"118","AFG","Qala-I- Naw","63.1391844596534","34.821393609929","68106.0316681224","96791.4857830223","128694.717074948","163927.836653499","200203.637952501","238109.427982883","275097.305399238","315319.275329124","355033.889542878","390428.741538601"
"119","AFG","Jabalussaraj","69.1843730119816","35.1213433189363","67904.3016220024","96504.7894301034","128313.523360162","163442.282448703","199610.63483474","237404.147926006","274282.467260141","314385.299726719","353982.279264648","389272.291718988"
"120","AFG","Mahmudi Raqi","69.3998410189241","35.01368024625","67899.3813769751","96497.7968361298","128304.225952484","163430.43966322","199596.171344063","237386.945973399","274262.593159188","314362.519833977","353956.630233472","389244.085625827"
"121","AFG","Sayed Karam","69.4797267826236","33.7124462073938","67584.4856952268","96050.2708218173","127709.19186111","162672.501392318","198670.507940728","236286.021006566","272990.65069816","312904.606698515","352315.092238186","387438.895663504"
"122","AFG","Khost Wa Firing","69.6647863001449","35.9047210718479","66806.1029319053","94944.0424551886","126238.341966496","160798.972728933","196382.38371561","233564.672104175","269846.567927306","309300.827666795","348257.41550609","382976.691725388"
"123","AFG","Ali Khail (Jaji)","69.6800492389495","33.9780391794562","66155.646539294","94019.6215318744","125009.224671502","159233.356488101","194470.310248096","231290.573969561","267219.211781245","306289.325846357","344866.613584577","379247.846209465"
"124","AFG","Karukh","62.656947248636","34.5047700671225","66140.885804212","93998.6437499535","124981.332448469","159197.828131652","194426.919776065","231238.96811174","267159.589478384","306220.986168132","344789.666491048","379163.227929981"
"125","AFG","Miramor","66.9475505197842","33.8241208728343","66058.2256877531","93881.1681711964","124825.135999483","158998.869335541","194183.93313269","230949.975307947","266825.704582364","305838.283970073","344358.762767286","378689.365564871"
"126","AFG","Arghandab","65.6474861778087","31.7567630250781","64914.7607434046","92256.0893317243","122664.418455182","156246.605989328","190822.61789933","226952.241522134","262206.963520756","300544.236896927","338397.927921905","372134.269514187"
"127","AFG","Gelan","67.6549779012325","32.7136659587871","64228.8785865966","91281.3217317999","121368.359824908","154595.72169302","188806.407298942","224554.28932875","259436.513847829","297368.719848749","334822.452975923","368202.340127503"
"128","AFG","Dihrawud","65.4656930047097","32.5846964110623","64183.6123323453","91216.9898672424","121282.823674273","154486.768066578","188673.343184712","224396.031364768","259253.672119056","297159.144835526","334586.481889101","367942.844070419"
"129","AFG","Aqcha","66.2116975531659","36.9025928425116","63864.7804545751","90763.869777751","120680.351656757","153719.35556729","187736.108988836","223281.344835849","257965.830377265","295683.007785871","332924.424668874","366115.089233567"
"130","AFG","Darayim","70.4685981979287","36.872475332286","63800.81726922","90672.9660560938","120559.485356947","153565.399356013","187548.083610033","223057.719451961","257707.467064869","295386.869180231","332590.987263582","365748.410022471"
"131","AFG","Sangin","64.9943251404653","32.1203739110418","63198.5792778764","89817.0725537212","119421.482657194","152115.842412913","185777.752351156","220952.200452893","255274.877108153","292598.61030866","329451.545847598","362295.984219529"
"132","AFG","Chaparhar","70.3719091535778","34.2908196660709","63093.2860342918","89667.4310426855","119222.518132891","151862.40680358","185468.233650666","220584.078667108","254849.571347746","292111.12060399","328902.656580424","361692.373825877"
"133","AFG","Shinwar","70.8304289691513","34.1897059122485","62764.6136664671","89200.3257652468","118601.45130002","151071.308733326","184502.072473435","219434.988232976","253521.981404048","290589.423768851","327189.301297845","359808.206802703"
"134","AFG","Shahrak","64.3387159757114","34.0930867807974","62537.298346205","88877.267923665","118171.911065309","150524.172044019","183833.859204153","218640.258022543","252603.797939993","289536.99272419","326004.316057498","358505.085298651"
"135","AFG","Musa Qaleh","64.7470009276453","32.466004031681","62425.1167595822","88717.8367810661","117959.930170257","150254.15653501","183504.091616715","218248.053503109","252150.668438252","289017.611169681","325419.518146678","357861.986374573"
"136","AFG","Dahana-I- Ghuri","68.4621343272746","35.8183496250634","62374.9302603036","88646.5123225351","117865.096611945","150133.360123085","183356.564011808","218072.59358652","251947.952608526","288785.256263717","325157.898028679","357574.284224328"
