"","ISO","NAME","X","Y","2010","2020","2030","2040","2050","2060","2070","2080","2090","2100"
"22","AFG","Sari Pul","66.0668793500395","36.2864737458064","164093.12380804","212217.142706253","272656.890252845","325507.718404403","377006.115480524","426220.369604387","479736.595547803","523369.072245611","563365.210655213","591253.855953494"
"23","AFG","Qarabagh","67.9965006807772","33.2206314259283","158655.269003849","205184.514024341","263621.358804912","314720.772131156","364512.572370983","412095.92349287","463838.684103948","506025.231395796","544695.944410644","571660.392519559"
"24","AFG","Guzara","62.0442724144118","34.038332125159","152124.135754588","196737.978273012","252769.237520089","301765.114799354","349507.207619258","395131.763369428","444744.504181243","485194.418561879","522273.229958018","548127.671417309"
"25","AFG","Qaysar","64.2790809982387","35.6413656710883","148876.774036559","192538.254304444","247373.426123386","295323.398783843","342046.35125634","386696.969274602","435250.637412383","474837.076034845","511124.373894486","536426.906065882"
"26","AFG","Mihtarlam","70.0950834029032","34.6517978224354","142918.357308478","184832.397143935","237472.929757618","283503.825912958","328356.810263167","371220.400109702","417830.830356186","455832.92179206","490667.91223852","514957.774489249"
"27","AFG","Chaghcharan","65.3474263740816","34.7282103822212","141692.232247671","183246.683184894","235435.602181772","281071.590108313","325539.771769774","368035.626339353","414246.176418611","451922.240340943","486458.374464229","510539.849147467"
"28","AFG","Khost(Matun)","70.0112550304503","33.3346240110909","140524.166078186","181736.055199836","233494.745173321","278754.524377885","322856.124344688","365001.656463426","410831.261311145","448196.735619855","482448.164722588","506331.119307423"
"29","AFG","Andar","68.4469633834898","33.305842893623","138445.854578647","179048.231859953","230041.425879431","274631.826127958","318081.176272421","359603.388242737","404755.186579074","441568.036402553","475312.896841928","498842.62948251"
"30","AFG","Khogayani","70.1202741461253","34.2172727366215","136592.890301359","176651.843910615","226962.543194585","270956.143928805","313823.966414428","354790.443612266","399337.928662176","435658.073984855","468951.292003251","492166.101859257"
"31","AFG","Koshk","62.2362313741475","35.0056910975527","128812.01481516","166589.050753201","214033.852069213","255521.401948609","295947.302395763","334580.165761421","376590.048498122","410841.253572352","442237.957186781","464130.358939943"
"32","AFG","Balkh","66.8894269290843","36.8126108171503","127444.186697566","164820.076111895","211761.070905147","252808.073081469","292804.699261079","331027.328248752","372591.116737905","406478.61535642","437541.923875173","459201.854746463"
"33","AFG","Paghman","68.9363740722883","34.5480725932807","127061.391634441","164325.017741054","211125.019198081","252048.731405701","291925.22255648","330033.044944847","371471.991230909","405257.704373688","436227.710236168","457822.582709583"
"34","AFG","Surkh Rod","70.2744391700757","34.393848584036","126187.556117589","163194.910200422","209673.055404059","250315.324186982","289917.573935186","327763.318533876","368917.277991289","402470.637657322","433227.654422709","454674.013124108"
"35","AFG","Nad Ali","63.8614450221094","31.6259413558506","124850.233519164","161465.387511548","207450.962165235","247662.508409685","286845.057633002","324289.716965734","365007.531040113","398205.295689371","428636.352789272","449855.425211202"
"36","AFG","Markazi Bihsud","67.6911303946134","34.4048144247548","124599.301022771","161140.863386704","207034.013102763","247164.73944485","286268.536914049","323637.937422042","364273.914062519","397404.955585009","427774.850275272","448951.275161319"
"37","AFG","Nahri Sarraj","64.6085256273744","31.8293626690109","123966.557512258","160322.553534646","205982.647427587","245909.580839403","284814.800356063","321994.430572657","362424.048507253","395386.84308656","425602.512563499","446671.398761026"
"38","AFG","Saydabad","68.6597969147894","33.9293847257576","121323.401883584","156904.232752957","201590.783969544","240666.414409809","278742.11544976","315129.019379111","354696.616343266","386956.593987283","416528.01941603","437147.684902258"
"39","AFG","Sholgara","66.8610886407623","36.3048729232312","121200.395757901","156745.152299602","201386.397174214","240422.410015282","278459.507254195","314809.519602792","354337.000177779","386564.270406713","416105.714262108","436704.474093492"
"40","AFG","Bihsud","70.5072125684458","34.4438084196937","119066.977514056","153986.060916616","197841.512596016","236190.397796607","273557.950710314","309268.115482312","348099.81740357","379759.810225316","408781.253672491","429017.425826251"
"41","AFG","Nijrab","69.6333665465039","35.0422428681434","118879.024154012","153742.98598389","197529.209572753","235817.559081769","273126.12538749","308779.919824097","347550.323902706","379160.339794206","408135.971397299","428340.199710457"
"42","AFG","Spin Boldak","66.1813260741725","30.9834534451364","118663.517421816","153464.277029612","197171.123907335","235390.063382558","272630.99582886","308220.156215985","346920.276380772","378472.988881049","407396.092767628","427563.694373498"
"43","AFG","Lal Wa Sarjangal","66.2766082469608","34.6026750827207","117092.975209096","151433.137801177","194561.513304566","232274.615273238","269022.654387885","304140.783071942","342328.697179832","373463.801404338","402004.100562356","421904.778767172"
"44","AFG","Farah","62.2357340328634","32.2475257258062","115853.073462212","149829.60683136","192501.294407643","229815.050976407","266173.963776589","300920.225326645","338703.766231722","369509.179712197","397747.264610825","417437.213814809"
"45","AFG","Waras","66.9734985951257","34.1513472234719","114710.592566869","148352.067580601","190602.949852621","227548.738160041","263549.098856181","297952.711404193","335363.651286678","365865.278295868","393824.894341201","413320.671822988"
"46","AFG","Zurmat","69.0415650136556","33.4232003255828","112969.809876205","146100.761004723","187710.467925116","224095.587968695","259549.627672543","293431.150569724","330274.363312704","360313.114983649","387848.431802901","407048.352457329"
"47","AFG","Dawlatabad","66.8013688258476","37.062469441594","111723.019786283","144488.321529518","185638.803367655","221622.35942577","256685.111002296","290192.700836953","326629.293859326","356336.523170997","383567.946762751","402555.967699675"
"48","AFG","Padkhvab-E Shaneh","69.0460039300667","33.9649989429719","111008.600208316","143564.382256433","184451.72486038","220205.181902358","255043.722602454","288337.046136091","324540.643170177","354057.907815049","381115.198428773","399981.799322361"
"49","AFG","Bagram","69.3332067130044","34.9279364595564","110315.82970847","142668.441143138","183300.618429084","218830.949152382","253452.073245031","286537.623395862","322515.284926153","351848.341409282","378736.775801886","397485.63604739"
"50","AFG","Lashkar Gah","64.557739869508","31.5644278031936","108608.504683991","140460.404450573","180463.729709908","215444.168156348","249529.471490588","282102.966500552","317523.812549192","346402.890110977","372875.180265454","391333.870021716"
"51","AFG","Aybak","67.9779107656866","36.2164495491356","108597.680144931","140446.405370678","180445.743671919","215422.69576963","249504.601969378","282074.850520236","317492.166326629","346368.365635887","372838.017411909","391294.867470544"
"52","AFG","Tirin Kot","65.9120867239803","32.679049313508","108295.577100253","140055.703777238","179943.769702589","214823.420976672","248810.51624107","281290.159069596","316608.949024193","345404.818922009","371800.835953877","390206.341724214"
"53","AFG","Sangcharak","66.3375163589023","35.8436714735289","106920.860639621","138277.820630544","177659.542877985","212096.427863439","245652.087047435","277719.429569453","312589.878758709","341020.210585564","367081.153553648","385253.017725444"
"54","AFG","Nawur","67.7398587458601","33.8457720263244","105112.178567579","135938.701644415","174654.239439458","208508.587246315","241496.616139845","273021.504858456","307302.082661386","335251.484656871","360871.578570384","378736.045993346"
"55","AFG","Acheen","70.6616921731389","34.0573225644278","105046.247284213","135853.434521417","174544.688117161","208377.800890848","241345.138147023","272850.252978349","307109.328396685","335041.199217686","360645.223007882","378498.484999847"
"56","AFG","Pashtun Zarghun","62.7560546471062","34.1834656499278","103981.506260302","134476.434117177","172775.516016788","206265.698851823","238898.881606211","270084.662914531","303996.490868228","331645.246304276","356989.749595536","374662.052239167"
"57","AFG","Sia Gird ( Ghorbund)","68.7876859973379","35.0103886169577","102968.91983368","133166.88382516","171093.003917634","204257.054676077","236572.450940319","267454.540755872","301036.130593938","328415.638589028","353513.333568453","371013.540861404"
"58","AFG","Qarghayi","70.1549986867131","34.5246200991316","102302.718656981","132305.30408979","169986.045034129","202935.526875319","235041.844953139","265724.129967327","299088.44944166","326290.814076664","351226.128854813","368613.111121126"
"59","AFG","Alingar","70.4180871622443","34.8224506407853","100992.94943071","130611.415422467","167809.734437459","200337.368082397","232032.632886762","262322.096349081","295259.256511553","322113.35259076","346729.423575855","363893.802429384"
"60","AFG","Bala Murghab","63.4697127917486","35.4618533971243","100430.073399584","129883.463267916","166874.46046203","199220.803973041","230739.417783856","260860.065372644","293613.652938284","320318.079886074","344796.955191509","361865.66976847"
"61","AFG","Pasaband","65.0892408724219","33.5904648741832","99162.6182805476","128244.298276547","164768.458922953","196706.582691836","227827.422936753","257567.939677451","289908.167969105","316275.577711887","340445.5228855","357298.825594943"
"62","AFG","Nawa-I- Barak Zayi","64.0987411679037","31.3438690695219","98222.85148033","127028.923612916","163206.943806635","194842.38911765","225668.296322636","255126.961386373","287160.700464783","313278.225556336","337219.111509539","353912.69501597"
"63","AFG","Gulran","61.5664114907557","35.1319431638476","97693.4331153907","126344.241341677","162327.263039536","193792.194203606","224451.950648924","253751.834349095","285612.912488526","311589.664865565","335401.51012706","352005.11569504"
"64","AFG","Chimtal","66.5970606199946","36.5228903838673","97673.7521352815","126318.78846914","162294.561152283","193753.153500482","224406.733337633","253700.714384884","285555.373902048","311526.893092674","335333.941302432","351934.201965637"
"65","AFG","Sayd Khel","69.264878961679","35.0453490339313","96197.6786270863","124409.823028882","159841.919608327","190825.100766158","221015.434990852","249866.717069055","281239.979916203","306819.01012584","330266.279455372","346615.672260443"
"66","AFG","Taywara","64.3896323329703","33.481052993796","95555.0946265187","123578.786740556","158774.202989525","189550.42180915","219539.08977722","248197.650237563","279361.345067698","304769.511740945","328060.157331285","344300.338995448"
"67","AFG","Qadis","63.5868090182518","34.8179731514286","94051.4677461706","121634.187278746","156275.778803416","186567.712090452","216084.487194633","244292.084971838","274965.397060783","299973.748292064","322897.899129747","338882.530069091"
"68","AFG","Garmser","64.1316754186696","30.8529216611492","92919.8113898877","120170.647107882","154395.420286383","184322.871660805","213484.491795434","241352.687029702","271656.928338302","296364.371350825","319012.691713667","334804.990628442"
"69","AFG","Yakawlang","66.942710939775","34.9828007808699","91944.6188254735","118909.457273685","152775.041773009","182388.404820995","211243.974020994","238819.692803043","268805.89137832","293254.03000407","315664.656453376","331291.215336544"
"70","AFG","Baraki Barak","68.8861944900489","33.9298539342292","91794.0593276376","118714.742798778","152524.872335526","182089.743442094","210898.061589622","238428.625076829","268365.721191763","292773.825941453","315147.754944976","330748.725306614"
"71","AFG","Ghoryan","61.1587522174847","34.1794435714415","91404.3759214741","118210.77592255","151877.374967921","181316.737520233","210002.758826072","237416.44978545","267226.4571795","291530.944838209","313809.892217352","329344.633464443"
"72","AFG","Dashte Archi","69.1634584327826","36.9726586669345","91252.8323746327","118014.788804017","151625.570436075","181016.124106176","209654.585529136","237022.826061024","266783.41006362","291047.602186947","313289.612267721","328798.597748043"
"73","AFG","Panjwayi","65.1580148041959","31.0728749240385","91186.9010912667","117929.521681019","151516.019113779","180885.337750709","209503.107536313","236851.574180917","266590.655798919","290837.316747762","313063.256705219","328561.036754544"
"74","AFG","Malistan","67.2396483145626","33.2944785298209","91058.9747205564","117764.07800953","151303.456846636","180631.573180401","209209.195012925","236519.294413545","266216.654986812","290429.30022397","312624.05934514","328100.097513427"
"75","AFG","Zhari","65.3975907236097","31.6404540980146","89763.9662293666","116089.27899661","149151.672665405","178062.694914821","206233.895930016","233155.600768457","262430.615996564","286298.917567734","308178.030684653","323433.974118737"
"76","AFG","Chaki Wardak","68.4936040424704","34.1081028713928","88125.52463527","113970.327357923","146429.240551614","174812.556379723","202469.554765089","228899.863747886","257640.528672275","281073.167474549","302552.926034416","317530.406145971"
"77","AFG","Gardez","69.22592","33.59744","87475.0682426587","113129.109920583","145348.443177911","173522.261141464","200975.122626941","227210.34893071","255738.878389179","278998.560380497","300319.776380478","315186.707389216"
"78","AFG","Bamyan","67.6763408222194","34.7971938533565","87434.7222334347","113076.931531882","145281.404309043","173442.227700059","200882.427138795","227105.553004078","255620.9242869","278869.878246071","300181.260289992","315041.33424394"
"79","AFG","Chahar Bolak","66.6393149914445","36.8376275505265","86412.2953167582","111754.654803597","143582.541266263","171414.063172751","198533.387817258","224449.870863313","252631.794719371","275608.884644377","296671.059850595","311357.366001476"
"80","AFG","Shakardara","69.0364252890974","34.6638252428593","86204.6609766054","111486.126998334","143237.536355746","171002.18375479","198056.345183144","223910.555240886","252024.762632028","274946.642440376","295958.208750775","310609.226156279"
"81","AFG","Baghran","65.044110158737","33.0163153197236","86180.0597514688","111454.310907663","143196.65899668","170953.382875885","197999.823544031","223846.655285622","251952.839398931","274868.177724262","295873.747719991","310520.583994526"
"82","AFG","Tagab","69.679229726637","34.7971691899327","85592.5824952072","110694.54266244","142220.507662186","169788.017887624","196650.086802012","222320.724353922","250235.312592564","272994.440303462","293856.818304861","308403.809171858"
"83","AFG","Shirin Tagab","64.8322695937955","36.2514207453284","85150.7444917541","110123.125673989","141486.350293362","168911.554102483","195634.958163543","221173.081157384","248943.571326135","271585.214002057","292339.898191974","306811.79594677"
"84","AFG","Kohistanat","65.9364685045495","35.4383434066222","84761.0610855906","109619.158797761","140838.852925757","168138.548180622","194739.655399992","220160.905866005","247804.307313871","270342.332898813","291002.03546435","305407.704104599"
"85","AFG","Kishim","70.1315319290157","36.7699573802434","83840.9752654823","108429.237006667","139310.039696692","166313.39530956","192625.746097165","217771.047539137","245114.378396028","267407.752516153","287843.192913016","302092.487255028"
"86","AFG","Maymana","64.78361","35.92139","83839.0071674714","108426.691719413","139306.769507966","166309.491239248","192621.224366036","217765.935542716","245108.62453738","267401.475338864","287836.436030553","302085.395882088"
"87","AFG","Chah Ab","69.8761949494783","37.4519284894093","81955.5373710144","105990.851817644","136177.198897879","162573.295950251","188293.927675544","212873.754967717","239602.181811441","261394.216673184","281370.099513704","295298.95197826"
"88","AFG","Jawand","64.3363189866469","35.0022837597761","81511.7312695504","105416.889541939","135439.771340329","161692.928094798","187274.277305945","211720.999774758","238304.686686363","259978.713194489","279846.422518355","293699.847380231"
"89","AFG","Argo","70.4223871478575","37.0646998687993","81132.872402447","104926.921745606","134810.260010714","160941.394559655","186403.844063604","210736.940463695","237197.068896663","258770.356566335","278545.722644276","292334.758089232"
"90","AFG","Kama","70.6549847180998","34.4420836225237","80509.9693819887","104121.338329818","133775.245279165","159705.756305771","184972.716161263","209118.993596415","235375.972634636","256783.629954332","276407.169344817","290090.33855364"
"91","AFG","Qarabagh","69.1981335027091","34.8428800386932","79960.8700369401","103411.203186041","132862.862624813","158616.520688603","183711.15317626","207692.746594926","233770.646071902","255032.29749067","274521.999137711","288111.845503307"
"92","AFG","Bati Kot","70.7610855632985","34.2903159508706","79305.4933993015","102563.622530567","131773.889779297","157316.465274563","182205.41671029","205990.451786697","231854.611142186","252941.997453395","272271.957277616","285750.418314201"
"93","AFG","Mohammad Agha","69.1802212568721","34.210414532658","79275.9719291376","102525.443221762","131724.836948418","157257.904219877","182137.590743354","205913.771840381","231768.303262469","252847.839794059","272170.604040675","285644.047720097"
"94","AFG","Gurziwan","65.279936136357","35.6318789225789","79247.4345079791","102488.536556583","131677.419211901","157201.295200346","182072.025641983","205839.647892275","231684.872312076","252756.820723367","272072.629244965","285541.222812464"
"95","AFG","Chahar Dara","68.5660356723094","36.6547648553718","79183.471322624","102405.814720839","131571.13807833","157074.412915192","181925.069380289","205673.508008589","231497.871906023","252552.81246147","271853.030564926","285310.753191905"
"96","AFG","Obe","63.2504274667494","34.3605798518434","78393.2799712369","101383.881888487","130258.157305132","155506.928684751","180109.594331979","203621.041445514","229187.697658934","250032.525779892","269140.142256133","282463.566956391"
"97","AFG","Ab Kamari","62.9034586655986","34.9248486219694","76106.3500825399","98426.2580997138","126458.198006363","150970.398981707","174855.342760033","197680.901604189","222501.713910197","242738.445769944","261288.644834421","274223.391599811"
"98","AFG","Kajaki","65.03871349393","32.4841797692142","75462.7820329669","97593.9491677613","125388.846293198","149693.767989542","173376.736680836","196009.278774487","220620.202132368","240685.808796405","259079.144269103","271904.512648346"
"99","AFG","Khulm","67.7458900435615","36.8139228454058","75374.2176224752","97479.4112413458","125241.687800561","149518.084825482","173173.258780029","195779.238935537","220361.278493218","240403.335818395","258775.084558279","271585.400866034"
"100","AFG","Dara-I-Sufi Payin","67.3835593313952","36.0718134445201","75302.3820450763","97386.5082565865","125122.325912088","149375.586259078","173008.215593819","195592.651066167","220151.262652573","240174.218847342","258528.458348389","271326.565753715"
"101","AFG","Qalay-I- Zal","68.360826777287","36.8968318648511","74783.7882191971","96715.8250652425","124260.631182979","148346.863731753","171816.739441317","194245.640009205","218635.120898879","238520.182631661","256748.019819455","269457.988983956"
"102","AFG","Alishing","70.0842095644161","34.825482151701","74571.233634017","96440.9340418453","123907.450800649","147925.22413801","171328.39247938","193693.544395726","218013.704164917","237842.247484437","256018.276513478","268692.120706408"
"103","AFG","Bala Buluk","62.7530663827518","32.7718513867895","74476.7649294925","96318.7602536688","123750.481741836","147737.828763014","171111.349385186","193448.168567513","217737.518949823","237540.94297456","255693.946155267","268351.734805276"
"104","AFG","Almar","64.2954567654136","35.9560092366537","73563.5674524225","95137.7469679624","122233.114173309","145926.340138046","169013.266141311","191076.202228119","215067.728537247","234628.332712412","252558.752692552","265061.337760996"
"105","AFG","Nahrin","69.0225626497176","35.987508209385","73231.9429375813","94708.8660657177","121682.0873731","145268.504290401","168251.354446068","190214.830831163","214098.203355094","233570.628339197","251420.217997579","263866.441420563"
"106","AFG","Sabri","69.9118000797034","33.5435163844798","72452.5761252543","93700.9323132613","120387.092637891","143722.492446678","166460.748918967","188190.480248404","211819.675330567","231084.866132709","248744.492542331","261058.25773622"
"107","AFG","Rodat","70.5679675237677","34.2730150849598","72295.1282843802","93497.3093329671","120125.477539869","143410.166821684","166099.010428644","187781.520534716","211359.366638744","230582.69194958","248203.941945312","260490.947900999"
"108","AFG","Hisa-i-Awali Kohistan","69.3444400715158","35.1375173026","71991.057141692","93104.0624522739","119620.233381814","142806.987958413","165400.402969207","186991.717087655","210470.395477659","229612.868058412","247160.003604817","259395.330781729"
"109","AFG","Dihdadi","67.0073472933549","36.6368762737355","71917.2534662822","93008.614180261","119497.601304616","142660.585321697","165230.838051868","186800.017221863","210254.625778367","229377.47391007","246906.620512464","259129.404296469"
"110","AFG","Panjab","66.9297638677166","34.4233171937854","71707.6510281185","92737.5410877444","119149.326205375","142244.801833423","164749.273686625","186255.589603016","209641.839832377","228708.95452878","246187.012530182","258374.173078332"
"111","AFG","Gizab","66.264329286309","33.402486551968","71462.6228257581","92420.6528246615","118742.187709078","141758.745079526","164186.318161059","185619.146048588","208925.484430727","227927.445956286","245345.78066357","257491.29714727"
"112","AFG","Dowshi","68.679002000441","35.6139969249196","70905.6510886658","91700.3365318707","117816.724299825","140653.893181108","162906.668251541","184172.451061415","207297.142433401","226151.004783467","243433.582926612","255484.438605176"
"113","AFG","Shahristan","66.4740671247131","33.7077234872884","70139.0769134098","90708.9471465633","116542.985791331","139133.257794416","161145.453976779","182181.328455394","205056.014490085","223706.044229358","240801.777207372","252722.348844946"
"114","AFG","Khwaja Ghar","69.4053191669431","37.0186817247309","70028.8634247979","90566.4110603573","116359.855222716","138914.62985692","160892.237033553","181895.056655812","204733.798405809","223354.522301168","240423.391789459","252325.231960291"
"115","AFG","Shirzad","69.9795917160451","34.1903905239554","69337.0769739572","89671.7425906897","115210.383885782","137542.3491421","159302.848541695","180098.189913793","202711.317091109","221148.094484045","238048.347603803","249832.61437179"
"116","AFG","Fayzabad","70.6122222255084","37.2134699416885","68784.0414328867","88956.5168724062","114291.460853979","136445.305384307","158032.242094434","178661.718919462","201094.482811079","219384.207665805","236149.663631771","247839.938575577"
"117","AFG","Dara-I-Sufi Bala","67.288892856279","35.6845840108896","68245.7666268982","88260.3808085254","113397.064237617","135377.542153857","156795.548630641","177263.587898289","199520.802470907","217667.399677233","234301.65627821","245900.448076417"
"118","AFG","Qala-I- Naw","63.1391844596534","34.821393609929","68106.0316681224","88079.6654135143","113164.880838122","135100.353161675","156474.505720479","176900.636152391","199112.278506914","217221.720089706","233821.917623355","245396.960597658"
"119","AFG","Jabalussaraj","69.1843730119816","35.1213433189363","67904.3016220024","87818.7734700123","112829.686493782","134700.18595465","156011.028279752","176376.656519227","198522.507995515","216578.309417572","233129.337170923","244670.094871282"
"120","AFG","Mahmudi Raqi","69.3998410189241","35.01368024625","67899.3813769751","87812.4102518781","112821.511021969","134690.425778869","155999.72395193","176363.876528175","198508.123348896","216562.616474349","233112.444964766","244652.366438931"
"121","AFG","Sayed Karam","69.4797267826236","33.7124462073938","67584.4856952268","87405.1642912897","112298.280825925","134065.77452888","155276.246971283","175545.957100797","197587.505965249","215558.268108091","232031.343770727","243517.74676849"
"122","AFG","Khost Wa Firing","69.6647863001449","35.9047210718479","66806.1029319053","86398.5031824602","111004.921185079","132521.714720314","153487.902309747","173524.16251625","195311.854870046","213075.644490248","229358.996756711","240713.108770617"
"123","AFG","Ali Khail (Jaji)","69.6800492389495","33.9780391794562","66155.646539294","85557.2857451197","109924.123811375","131231.419482055","151993.470171599","171834.647699074","193410.20458695","211001.037396196","227125.847102773","238369.410013862"
"124","AFG","Karukh","62.656947248636","34.5047700671225","66140.885804212","85538.1960907172","109899.597395936","131202.138954712","151959.557188131","171796.307725916","193367.050647092","210953.958566528","227075.170484302","238316.22471681"
"125","AFG","Miramor","66.9475505197842","33.8241208728343","66058.2256877531","85431.2940260627","109762.249469474","131038.16800159","151769.644480712","171581.603876229","193125.388583884","210690.317120385","226791.381420867","238018.387053319"
"126","AFG","Arghandab","65.6474861778087","31.7567630250781","64914.7607434046","83952.482131676","107862.26982009","128769.903150068","149142.518694739","168611.533955567","189782.396709516","207043.277115412","222865.632710011","233898.299375028"
"127","AFG","Gelan","67.6549779012325","32.7136659587871","64228.8785865966","83065.4495237694","106722.609049332","127409.334646186","147566.695396268","166830.003202811","187777.17697076","204855.680830156","220510.859171744","231426.955905348"
"128","AFG","Dihrawud","65.4656930047097","32.5846964110623","64183.6123323453","83006.9079169348","106647.39470865","127319.541029","147462.6955803","166712.427285125","187644.83822186","204711.305752507","220355.4508751","231263.854327722"
"129","AFG","Aqcha","66.2116975531659","36.9025928425116","63864.7804545751","82594.571381839","106117.624135156","126687.081638386","146730.175137395","165884.283864906","186712.713120918","203694.40303167","219260.835916135","230115.0519114"
"130","AFG","Darayim","70.4685981979287","36.872475332286","63800.81726922","82511.8495460945","106011.343001585","126560.199353232","146583.218875701","165718.14398122","186525.712714865","203490.394769774","219041.237236096","229884.582290842"
"131","AFG","Sangin","64.9943251404653","32.1203739110418","63198.5792778764","81732.9916464691","105010.665251651","125365.553837628","145199.569150214","164153.873076362","184765.03196864","201569.578519306","216973.631202496","227714.622171123"
"132","AFG","Chaparhar","70.3719091535778","34.2908196660709","63093.2860342918","81596.8187783974","104835.710154848","125156.686075913","144957.656534811","163880.381267832","184457.200530982","201233.749534339","216612.137990739","227335.233718819"
"133","AFG","Shinwar","70.8304289691513","34.1897059122485","62764.6136664671","81171.7558070332","104289.588637728","124504.706333737","144202.527436261","163026.677865508","183496.306136801","200185.460927057","215483.73861946","226150.974437796"
"134","AFG","Shahrak","64.3387159757114","34.0930867807974","62537.298346205","80877.7751292334","103911.881839958","124053.786212651","143680.267490856","162436.24227887","182831.735462981","199460.446950165","214703.318695013","225331.920863196"
"135","AFG","Musa Qaleh","64.7470009276453","32.466004031681","62425.1167595822","80732.6937557738","103725.481082618","123831.254204842","143422.528816501","162144.858482867","182503.765520056","199102.647844685","214318.176394636","224927.712605601"
"136","AFG","Dahana-I- Ghuri","68.4621343272746","35.8183496250634","62374.9302603036","80667.788930805","103642.091270123","123731.700411875","143307.22467271","162014.502574129","182357.042124538","198942.579823813","214145.875891836","224746.882595624"
"137","AFG","Shahidi Hassas","65.4741529494586","32.9209092940669","62308.9989769375","80582.5218078068","103532.539947827","123600.914056409","143155.746679888","161843.250694021","182164.287859836","198732.294384628","213919.520329334","224509.321602126"
